cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1078723,0001387131-11-001735,10-Q,2011-08-15,2011-08-16,2011,Q2,2011-06-30,quarterly,IFT,INTERNATIONAL FUEL TECHNOLOGY INC,2382012,-1774519,2211805,2211805,,,,52817,87912,,,,,45574,,-577890,-577847,16000,-593847,,,,43,,,623464,,,,,,,,-3986324,,,,,2911,101492284,2011-06-30,single,,,,
1078723,0001387131-11-002544,10-Q,2011-11-14,2011-11-15,2011,Q3,2011-09-30,quarterly,IFT,INTERNATIONAL FUEL TECHNOLOGY INC,2906134,-1269429,2211805,2211805,,,,533677,80639,,,,,59281,,-655930,-655693,16333,-672026,,,,237,,,715211,,-497440,,148816,,,,-3481234,,,,,2911,112525284,2011-09-30,single,,,0,
1078723,0001387131-12-000982,10-K,2012-03-30,2012-03-31,2011,FY,2011-12-31,annual,IFT,INTERNATIONAL FUEL TECHNOLOGY INC,2706097,-1525069,2211805,2211805,,,,316895,72563,,,,,236427,,-2513816,-2511795,65000,-2576795,,,,2021,,,2750243,,-1688316,,490391,,,,-3736874,,,,,2911,114435284,2011-12-31,single,,,1422,
1078723,0001387131-12-000982,10-K,2012-03-30,2012-03-31,2011,FY,2011-12-31,quarterly,IFT,INTERNATIONAL FUEL TECHNOLOGY INC,2706097,-1525069,2211805,2211805,,,,316895,72563,,,,,68642,,-772278,-770931,16667,-787598,,,,1347,,,840920,,-441782,,306958,,,,-3736874,,,,,2911,114435284,2011-12-31,single,,,0,
1078723,0001387131-12-001626,10-Q,2012-05-15,2012-05-16,2012,Q1,2012-03-31,quarterly,IFT,INTERNATIONAL FUEL TECHNOLOGY INC,2396826,-2014572,2211805,2211805,,,,70271,64808,,,,,80682,,-485021,-484961,16000,-500961,,,115875284,60,,,565703,,-296624,,11458,,,,-4226377,,,,,2911,114435284,2012-03-31,single,,,,
1078723,0001387131-12-002752,10-Q,2012-08-14,2012-08-15,2012,Q2,2012-06-30,quarterly,IFUE,INTERNATIONAL FUEL TECHNOLOGY INC,2390157,-2228204,2211805,2211805,,,,37230,55506,,,,,76316,,-417654,-417632,16000,-433632,,,117273636,22,,,493970,,-343041,,,,,,-4440009,,,,,2911,116635284,2012-06-30,single,,,,
1078723,0001387131-12-003729,10-Q,2012-11-14,2012-11-15,2012,Q3,2012-09-30,quarterly,IFUE,INTERNATIONAL FUEL TECHNOLOGY INC,2458959,-2288555,2211805,2211805,,,,146209,67912,,,,,47614,,-479392,-479351,16000,-495351,,,120544713,41,,,527006,,-386021,,,,,,-4500360,,,,,2911,122322784,2012-09-30,single,,,,
1078723,0001604232-14-000039,10-K,2014-05-15,2014-05-16,2013,FY,2013-12-31,annual,IFUE,"FUEL PERFORMANCE SOLUTIONS, INC.",2501567,-3065697,2211805,2211805,,,,216913,33784,,,,,704189,,-1330695,-1330596,64000,-1394596,,,133559623,99,,,2034884,,-1066590,,,,,,-5277502,,,,,2911,158280604,2013-12-31,single,,,,
1078723,0001604232-14-000039,10-K,2014-05-15,2014-05-16,2013,FY,2013-12-31,quarterly,IFUE,"FUEL PERFORMANCE SOLUTIONS, INC.",2501567,-3065697,2211805,2211805,,,,216913,33784,,,,,,,,,,,,,,,,,,,,,,,,,-5277502,,,,,2911,158280604,2013-12-31,single,,,,
1078723,0001604232-14-000051,10-Q,2014-05-20,2014-05-21,2014,Q1,2014-03-31,quarterly,IFUE,"FUEL PERFORMANCE SOLUTIONS, INC.",2919755,382392,2211805,2211805,,,,473880,27659,,,,,374426,,2197005,1352563,16000,1336563,,,189237638,58,,,1822579,,-344473,,,,,,-1829413,,,,,2911,197283587,2014-03-31,single,,,,
