cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1750398,0001165527-19-000125,10-Q,2019-07-22,2019-07-23,2019,Q3,2019-05-31,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",3100,-13749,,,,,,3100,,,,,,,,-3246,,,-3246,,,6000000,,,,,,,,,,,,-13749,,,,,4220,6000000,2019-05-31,single,,,,
1750398,0001165527-19-000217,10-K,2019-12-16,2019-12-17,2019,FY,2019-08-31,annual,YUMB,"YUMBA RECORDS STORAGE, INC.",408,-16694,,,,,,408,,,,,,,,-12424,,,-12702,,-278,6000000,,,,,,-9882,,,,,,-16694,,,,,4220,6000000,2019-08-31,single,,,,
1750398,0001165527-19-000217,10-K,2019-12-16,2019-12-17,2019,FY,2019-08-31,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",408,-16694,,,,,,408,,,,,,,,-4612,,,-4890,,,,,,,,,-2692,,,,,,-16694,,,,,4220,6000000,2019-08-31,single,,,,
1750398,0001477932-20-000314,10-Q,2020-01-21,2020-01-22,2020,Q1,2019-11-30,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",44423,25335,,,,,,44423,,,,,,,,-7766,-7971,,-7971,,-170,10492444,,,,,,-5985,,,,,,25335,,,-8141,,4220,11000000,2019-11-30,single,,,,
1750398,0001477932-20-002097,10-Q,2020-04-20,2020-04-21,2020,Q2,2020-02-29,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",30100,14898,,,,,,30100,,,,,,419,,-10233,-10437,,-10437,,-171,11000000,,,,10652,,-14323,,,,,,14898,,,-10608,,4220,11000000,2020-02-29,single,,,,
1750398,0001477932-20-004592,10-Q,2020-08-06,2020-08-07,2020,Q3,2020-05-31,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",28326,12750,,,,,,27850,,,,,,1320,,-1896,0,2148,-2148,,173,11000000,,,,3216,,-2250,,,,,,12750,,,173,,4220,11000000,2020-05-31,single,,,,
1750398,0001477932-20-007321,10-K,2020-12-15,2020-12-16,2020,FY,2020-08-31,annual,YUMB,"YUMBA RECORDS STORAGE, INC.",25242,9586,,,,,,25242,,,,,,3002,,-22838,,0,-23528,,690,10875640,,,,25840,,-24974,,,,,,9586,,,,,4220,11000000,2020-08-31,single,,,,
1750398,0001477932-20-007321,10-K,2020-12-15,2020-12-16,2020,FY,2020-08-31,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",25242,9586,,,,,,25242,,,,,,1263,,-2943,,-20556,-2972,,176,,,,,4206,,-2416,,,,,,9586,,,,,4220,11000000,2020-08-31,single,,,,
1750398,0001477932-21-000254,10-Q,2021-01-14,2021-01-15,2021,Q1,2020-11-30,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",17353,-2940,,,,,,17053,,,,,,1220,,-4403,,0,-4581,,178,10393407,,,,5623,,-244,,,,-7760,,-2940,,,,,4220,10200000,2020-11-30,single,,,,
1750398,0001477932-21-002207,10-Q,2021-04-12,2021-04-13,2021,Q2,2021-02-28,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",11298,-5779,,,,,,11098,,,,,,,,-2661,,0,-2842,,181,10200000,,,,3886,,-5958,,,,0,,-5779,,,,,4220,10200000,2021-02-28,single,,,,
1750398,0001477932-21-004654,10-Q,2021-07-15,2021-07-16,2021,Q3,2021-05-31,quarterly,YUMB,"YUMBA RECORDS STORAGE, INC.",9959,-8480,,,,,,9462,,,,,,,,-2572,,,-2754,,182,10200000,,,,2963,,-1689,,,,0,,-8480,,,,,4220,10200000,2021-05-31,single,,,,
