cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
934549,0000934549-11-000016,10-Q,2011-08-01,2011-08-02,2011,Q2,2011-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,340175000,307345000,,,,,,299415000,,,0,,,,,2121000,2145000,306000,2139000,,,42453782,24000,,,,,,,3422000,,,,307345000,,,,
934549,0000934549-11-000018,10-Q,2011-10-28,2011-10-29,2011,Q3,2011-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,367984000,321517000,,,,,,310663000,,,0,,,,,12410000,12435000,182000,12510000,,,42857880,,,,,1975000,20727000,-84000,3568000,,,20643000,321517000,,,,14385000
934549,0000934549-12-000009,10-Q/A,2012-02-29,2012-03-01,2011,Q3,2011-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,367984000,321517000,,,,,,310663000,,,0,,,,,12410000,12435000,1889000,10803000,,,42857880,,,,,1975000,19020000,-84000,3568000,,,18936000,321517000,,,,14385000
934549,0000934549-12-000011,10-Q/A,2012-03-09,2012-03-10,2011,Q3,2011-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,367984000,321517000,,,,,,310663000,,,0,,,,,12410000,12435000,1889000,10803000,,,42857880,,,,,1975000,19020000,-84000,3568000,,,18936000,321517000,,,,14385000
934549,0000934549-12-000015,10-K/A,2012-03-28,2012-03-29,2011,FY,2011-12-31,annual,ACTG,ACACIA RESEARCH CORP,352877000,319949000,,,,,,314733000,,,0,,,,,30257000,30353000,8708000,21106000,,,41258297,,,,,9850000,60590000,-190000,13579000,,0,60400000,319949000,,,,40107000
934549,0000934549-12-000015,10-K/A,2012-03-28,2012-03-29,2011,FY,2011-12-31,quarterly,ACTG,ACACIA RESEARCH CORP,352877000,319949000,,,,,,314733000,,,0,,,,,-4949000,-4931000,-635000,-4189000,,,41418470,,,,,1457000,16451000,-18000,3688000,,,16433000,319949000,,,,-3492000
934549,0000934549-12-000017,10-Q,2012-04-27,2012-04-28,2012,Q1,2012-03-31,quarterly,ACTG,ACACIA RESEARCH CORP,663491000,604176000,36202000,36202000,,,,315498000,,,0,,,,,64344000,64400000,14747000,49928000,,,45771228,,,,,5158000,48952000,-24000,5090000,,,48928000,567974000,,,,69502000
934549,0000934549-12-000022,10-Q,2012-07-30,2012-07-31,2012,Q2,2012-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,694701000,619836000,36217000,36217000,,,,296866000,,,0,,,,,9773000,9875000,3494000,6321000,,,48938766,,,,,5427000,14453000,-164000,6000000,,,14289000,583619000,,,,15200000
934549,0000934549-12-000024,10-Q,2012-11-08,2012-11-09,2012,Q3,2012-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,693746000,615977000,36217000,36217000,,,,264151000,,,0,,,,,-8364000,-8405000,-1938000,-6619000,,,48332878,,,,,10449000,6825000,-12000,6285000,,,6813000,579760000,,,,2085000
934549,0000934549-13-000003,10-K,2013-02-28,2013-03-01,2012,FY,2012-12-31,annual,ACTG,ACACIA RESEARCH CORP,668717000,611502000,30149000,30149000,,,,221804000,,,0,,,,,80412000,81349000,22060000,59453000,,,48060647,825000,,,,39168000,104603000,-268000,25657000,,-26732000,104335000,581353000,,,,119580000
934549,0000934549-13-000003,10-K,2013-02-28,2013-03-01,2012,FY,2012-12-31,quarterly,ACTG,ACACIA RESEARCH CORP,668717000,611502000,30149000,30149000,,,,221804000,,,0,,,,,14659000,15479000,5757000,9823000,,,48797304,,,,,18134000,34373000,-68000,8282000,,,34305000,581353000,,,,32793000
934549,0000934549-13-000008,10-Q,2013-05-08,2013-05-09,2013,Q1,2013-03-31,quarterly,ACTG,ACACIA RESEARCH CORP,714532000,623448000,30149000,30149000,,,,193161000,,,0,,,,,7095000,8385000,3272000,5113000,,,48354444,442000,,,,11774000,16825000,-241000,5158000,,,16584000,593299000,,,,18869000
934549,0000934549-13-000014,10-Q,2013-08-07,2013-08-08,2013,Q2,2013-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,680592000,610985000,30149000,30149000,,,,148909000,,,0,,,,,-22930000,-22530000,-9050000,-12503000,,,48008998,397000,,,,12631000,1279000,-124000,6268000,,,1155000,580836000,,,,-10299000
934549,0000934549-13-000018,10-Q,2013-11-07,2013-11-08,2013,Q3,2013-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,657716000,597129000,30149000,30149000,,,,118303000,,,0,,,,,-35336000,-35056000,-19570000,-15711000,,,48530105,554000,,,,12680000,-22923000,-214000,9386000,-6243000,,-23137000,566980000,,,,-22656000
934549,0000934549-14-000004,10-K,2014-03-03,2014-03-04,2013,FY,2013-12-31,annual,ACTG,ACACIA RESEARCH CORP,593393000,555710000,30149000,30149000,,,,126685000,,,0,,,,,-82931000,-80800000,-21958000,-56434000,,,48155832,1938000,,,,53894000,-3509000,-675000,27894000,-18633000,-7926000,-4184000,525561000,,,,-29037000
934549,0000934549-14-000004,10-K,2014-03-03,2014-03-04,2013,FY,2013-12-31,quarterly,ACTG,ACACIA RESEARCH CORP,593393000,555710000,30149000,30149000,,,,126685000,,,0,,,,,-31760000,-31599000,3390000,-33333000,,,48415684,545000,,,,16809000,1310000,-96000,7082000,-6241000,-7908000,1214000,525561000,,,,-14951000
934549,0000934549-14-000010,10-Q,2014-05-09,2014-05-10,2014,Q1,2014-03-31,quarterly,ACTG,ACACIA RESEARCH CORP,574726000,528881000,30149000,30149000,,,,133403000,,,0,,,,,-26051000,-25942000,-1372000,-24421000,,,48329375,556000,,,,14552000,-20432000,-96000,4765000,-6255000,,-20528000,498732000,,,,-11499000
934549,0000934549-14-000014,10-Q,2014-08-07,2014-08-08,2014,Q2,2014-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,568676000,516243000,30149000,30149000,,,,146040000,,,0,,,,,-8231000,-8427000,4689000,-12949000,,,48543334,369000,,,,15614000,19793000,-1000,5303000,-6258000,,19792000,486094000,,,,7383000
934549,0000934549-14-000018,10-Q,2014-11-06,2014-11-07,2014,Q3,2014-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,548920000,501538000,30149000,30149000,,,,154257000,,,0,,,,,-12633000,-12690000,145000,-12415000,,,48806334,293000,,,,13587000,14529000,-9000,3954000,-6260000,,14520000,471389000,,,,954000
934549,0000934549-15-000005,10-K,2015-03-02,2015-03-03,2014,FY,2014-12-31,annual,ACTG,ACACIA RESEARCH CORP,536348000,483557000,30149000,30149000,,,,134466000,,,0,,,,,-62155000,-62750000,3912000,-66029000,,,48658088,-595000,,,,57546000,4184000,-109000,18115000,-25039000,0,4075000,453408000,,,,-4609000
934549,0000934549-15-000005,10-K,2015-03-02,2015-03-03,2014,FY,2014-12-31,quarterly,ACTG,ACACIA RESEARCH CORP,536348000,483557000,30149000,30149000,,,,134466000,,,0,,,,,-15240000,-15691000,450000,-16244000,,,48944914,-1813000,,,,13793000,-9706000,-3000,4093000,-6266000,0,-9709000,453408000,,,,-1447000
934549,0000934549-15-000013,10-Q,2015-05-06,2015-05-07,2015,Q1,2015-03-31,quarterly,ACTG,ACACIA RESEARCH CORP,507364000,468150000,30149000,30149000,,,,101548000,,,0,,,,,-13610000,-13382000,170000,-13130000,,,49212207,,,,,13101000,-15830000,0,3247000,-6375000,,-15830000,438001000,,,,-509000
934549,0000934549-15-000040,10-Q,2015-08-10,2015-08-11,2015,Q2,2015-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,503964000,461294000,30149000,30149000,,,,119084000,,,0,,,,,1000000,896000,119000,-3686000,,,49423472,,,,,13285000,9385000,-8000,3177000,-6374000,,9377000,431145000,,,,14285000
934549,0000934549-15-000060,10-Q,2015-11-09,2015-11-10,2015,Q3,2015-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,467647000,429986000,30149000,30149000,,,,157775000,,,0,,,,,-26836000,-27016000,337000,-27310000,,,,,,,,13743000,8600000,0,2164000,-6342000,,8600000,399837000,,,,-13093000
934549,0000934549-16-000100,10-K,2016-03-15,2016-03-16,2015,FY,2015-12-31,annual,ACTG,ACACIA RESEARCH CORP,347901000,310211000,0,0,,,,135223000,,,0,,,,,-152622000,-152678000,4800000,-160036000,,,,,,,,53289000,-9949000,-8000,11048000,-25434000,0,-9957000,310211000,,,,-99333000
934549,0000934549-16-000100,10-K,2016-03-15,2016-03-16,2015,FY,2015-12-31,quarterly,ACTG,ACACIA RESEARCH CORP,347901000,310211000,0,0,,,,135223000,,,0,,,,,-113176000,-113176000,4174000,-115910000,,,,,,,,13160000,-12104000,0,2460000,-6343000,,-12104000,310211000,,,,-100016000
934549,0000934549-16-000114,10-Q,2016-05-09,2016-05-10,2016,Q1,2016-03-31,quarterly,ACTG,ACACIA RESEARCH CORP,339813000,302048000,,,,,,145329000,,,0,,,,,-9702000,-9705000,192000,-9965000,,,,,,,,10803000,11110000,-4000,1735000,0,,11106000,302048000,,,,1101000
934549,0000934549-16-000146,10-Q,2016-08-09,2016-08-10,2016,Q2,2016-06-30,quarterly,ACTG,ACACIA RESEARCH CORP,296408000,262902000,,,,,,139772000,,,0,,,,,-34942000,-34994000,5927000,-40573000,,,,,,,,10801000,26683000,0,1475000,0,,26683000,262902000,,,,-24141000
934549,0000934549-16-000156,10-Q,2016-11-14,2016-11-15,2016,Q3,2016-09-30,quarterly,ACTG,ACACIA RESEARCH CORP,323496000,272882000,,,,,,116016000,,,0,,,,,16290000,16551000,9655000,7082000,,,50618757,,,,,6501000,-14574000,0,2544000,0,0,-14574000,272882000,,,,22791000
