cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1535379,0001628280-17-006344,10-Q,2017-06-09,2017-06-10,2017,Q1,2017-04-30,quarterly,CLDR,"CLOUDERA, INC.",397126000,-513468000,37623000,31516000,6107000,,,51572000,,,,,,,19484000,-222340000,-221669000,650000,-222319000,95831000,,,,649000,,241824000,3642000,4979000,,191082000,,,,-551091000,,,,-218698000
1535379,0001628280-17-009243,10-Q,2017-09-12,2017-09-13,2017,Q2,2017-07-31,quarterly,CLDR,"CLOUDERA, INC.",649817000,355388000,36682000,31516000,5166000,,,68936000,,,,,,,57858000,-65685000,-63428000,801000,-64229000,42844000,,,,1440000,,123543000,3352000,-22845000,,39451000,,,,318706000,,,,-62333000
1535379,0001628280-17-012249,10-Q,2017-12-08,2017-12-09,2017,Q3,2017-10-31,quarterly,CLDR,"CLOUDERA, INC.",634511000,330088000,40276000,33621000,6655000,,,62797000,,,,,,,61443000,-56590000,-55579000,-241000,-55338000,38095000,,,,1501000,,118033000,2701000,-2416000,,31147000,,,,289812000,,,,-53889000
1535379,0001628280-18-004005,10-K,2018-04-04,2018-04-05,2017,FY,2018-01-31,annual,CLDR,"CLOUDERA, INC.",689158000,322977000,39476000,33621000,5855000,,,43247000,,,0,,,,209408000,-390293000,-383714000,2079000,-385793000,215695000,,,,5150000,,599701000,12102000,-42268000,-12954000,290006000,,,-55222000,283501000,,,,-378191000
1535379,0001628280-18-004005,10-K,2018-04-04,2018-04-05,2017,FY,2018-01-31,quarterly,CLDR,"CLOUDERA, INC.",689158000,322977000,39476000,33621000,5855000,,,43247000,,,0,,,,70623000,-45678000,-43038000,869000,-43907000,38925000,,,,1560000,,116301000,2407000,-21986000,-3949000,28326000,,,-25935000,283501000,,,,-43271000
1535379,0001628280-18-007661,10-Q,2018-06-06,2018-06-07,2018,Q1,2018-04-30,quarterly,CLDR,"CLOUDERA, INC.",643125000,299532000,38819000,33621000,5198000,,,82445000,,,,,,,69356000,-50421000,-49735000,1306000,-51041000,43664000,,,,1807000,,119777000,2392000,24363000,-4241000,25366000,,,20122000,260713000,,,,-48029000
1535379,0001628280-18-011639,10-Q,2018-09-06,2018-09-07,2018,Q2,2018-07-31,quarterly,CLDR,"CLOUDERA, INC.",642998000,291274000,38161000,33621000,4540000,,,52970000,,,,,,110338000,78206000,-33850000,-32584000,791000,-33375000,39800000,,,,2173000,,112056000,2676000,-23553000,-3449000,20475000,,,-27002000,253113000,,,,-31174000
1535379,0001628280-18-014845,10-Q,2018-12-06,2018-12-07,2019,Q3,2018-10-31,quarterly,CLDR,"CLOUDERA, INC.",636515000,286565000,37505000,33621000,3884000,,,64632000,,,,,,118183000,88207000,-26350000,-25036000,1498000,-26534000,37563000,,,,2440000,,114557000,,,,,,,,249060000,,,,
1535379,0001628280-19-003670,10-K,2019-03-29,2019-03-30,2018,FY,2019-01-31,annual,CLDR,"CLOUDERA, INC.",2196643000,1562069000,1265782000,586456000,679326000,,,158672000,,,0,,,479941000,343827000,-193764000,-187231000,5418000,-192649000,173814000,,,,9011000,,537591000,17428000,34273000,-10086000,117365000,,,24187000,296287000,,,,-176336000
1535379,0001628280-19-003670,10-K,2019-03-29,2019-03-30,2018,FY,2019-01-31,quarterly,CLDR,"CLOUDERA, INC.",2196643000,1562069000,1265782000,586456000,679326000,,,158672000,,,0,,,144515000,103860000,-86965000,,,-85521000,,,,,,,,,,,,,,,296287000,,,,
1535379,0001628280-19-007611,10-Q,2019-06-05,2019-06-06,2020,Q1,2019-04-30,quarterly,,"CLOUDERA, INC.",2310234000,1503350000,1246502000,587336000,659166000,,,107362000,,218043000,0,,,187468000,126235000,-103753000,-100229000,2901000,-103130000,64173000,,,,3291000,,229988000,34631000,11460000,-2693000,48871000,,,8767000,256848000,,,,-69122000
1535379,0001628280-19-011400,10-Q,2019-09-04,2019-09-05,2020,Q2,2019-07-31,quarterly,,"CLOUDERA, INC.",2256375000,1475496000,1227971000,588742000,639229000,,,88075000,,205466000,0,,,196711000,139581000,-89097000,-85837000,1206000,-87043000,65742000,,,,3156000,,228678000,34433000,-32980000,-2028000,61733000,,,-35008000,247525000,,,,-54664000
1535379,0001628280-19-014815,10-Q,2019-12-06,2019-12-07,2020,Q3,2019-10-31,quarterly,,"CLOUDERA, INC.",2232915000,1448861000,1215498000,590361000,625137000,,,113203000,,197776000,0,,,198292000,140664000,-82467000,-79757000,2365000,-82122000,66657000,,,,2756000,,223131000,33956000,-5890000,-1767000,54214000,,,-7657000,233363000,,,,-48511000
