cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
707549,0001193125-10-246215,10-Q,2010-11-03,2010-11-04,2011,Q1,2010-09-30,quarterly,LRCX,LAM RESEARCH CORP,2652296000,1886628000,231688000,169182000,62506000,15077000,5226000,628281000,338335000,,,,,805874000,377326000,223994000,223015000,29291000,193724000,86353000,,125202000,,,,153332000,17948000,255744000,-19130000,13009000,,-144795000,236614000,1654940000,20303000,1906931000,,241942000,3559,122869000,2010-09-30,single,,,,
707549,0001193125-11-023102,10-Q,2011-02-03,2011-02-04,2011,Q2,2010-12-31,quarterly,LRCX,LAM RESEARCH CORP,2933217000,2084779000,225671000,169182000,56489000,16524000,4113000,729060000,333874000,,,,,870714000,407433000,241104000,242142000,20286000,221856000,90477000,,124786000,,,,166329000,18663000,185583000,-38025000,12759000,,-4151000,147558000,1859108000,20637000,2105416000,,259767000,3559,123254000,2010-12-31,single,,,,
707549,0001193125-11-123917,10-Q,2011-05-03,2011-05-04,2011,Q3,2011-03-31,quarterly,LRCX,LAM RESEARCH CORP,3148495000,2323156000,221146000,169182000,51964000,15949000,4242000,942710000,355734000,,,,,809087000,374019000,196996000,198659000,16419000,182240000,96880000,,125293000,,,,177023000,18176000,241593000,-35769000,12456000,,-8617000,205824000,2102010000,20191000,2343347000,,215172000,3559,124037000,2011-03-31,single,,,,
707549,0001193125-11-227691,10-K,2011-08-19,2011-08-20,2011,FY,2011-06-30,annual,LRCX,LAM RESEARCH CORP,4057394000,2469845000,216616000,169182000,47434000,738488000,4782000,1492132000,396607000,,,,,3237693000,1497232000,804285000,800876000,77128000,723748000,373293000,5380000,125019000,15572000,,,692947000,74759000,881028000,-127495000,53012000,,-211316000,753533000,2253229000,743270000,3213115000,806256000,879044000,3559,123579000,2011-06-30,single,,,,
707549,0001193125-11-227691,10-K,2011-08-19,2011-08-20,2011,FY,2011-06-30,quarterly,LRCX,LAM RESEARCH CORP,4057394000,2469845000,216616000,169182000,47434000,738488000,4782000,1492132000,396607000,,,,,752018000,338454000,142191000,137060000,11132000,125928000,99583000,,,,,,196263000,19972000,198108000,-34571000,14788000,,-53753000,163537000,2253229000,743270000,3213115000,,162163000,3559,123579000,2011-06-30,single,,,,
707549,0001193125-11-295210,10-Q,2011-11-03,2011-11-04,2012,Q1,2011-09-30,quarterly,LRCX,LAM RESEARCH CORP,3900954000,2389882000,212087000,169182000,42905000,743252000,4446000,1339318000,396301000,,,,,680436000,283883000,99399000,87326000,15488000,71838000,102559000,,124049000,,,,184484000,21360000,86900000,-15732000,17744000,,-72053000,71168000,2177795000,747698000,3137580000,,120759000,3559,122109000,2011-09-30,single,,,,
707549,0001193125-12-038815,10-Q,2012-02-03,2012-02-04,2012,Q2,2011-12-31,quarterly,LRCX,LAM RESEARCH CORP,3978147000,2462744000,207568000,169182000,38386000,749078000,2817000,1506928000,373130000,,,,,583981000,234826000,47546000,39761000,6549000,33212000,104024000,,120873000,,,,187280000,22372000,169016000,-26682000,18224000,,-20642000,142334000,2255176000,751895000,3214639000,,69918000,3559,119540000,2011-12-31,single,,,,
707549,0001193125-12-208438,10-Q,2012-05-03,2012-05-04,2012,Q3,2012-03-31,quarterly,LRCX,LAM RESEARCH CORP,4193263000,2609142000,203276000,169182000,34094000,755427000,2500000,1410267000,376126000,,,,,658961000,267147000,58118000,54550000,8946000,45604000,113448000,,120956000,,,,209029000,22517000,146397000,-27978000,16417000,,-18909000,118419000,2405866000,757927000,3367069000,,80635000,3559,119775000,2012-03-31,single,,,,
707549,0001193125-12-365446,10-K,2012-08-22,2012-08-23,2012,FY,2012-06-30,annual,LRCX,LAM RESEARCH CORP,8004652000,5131781000,2686730000,1446303000,1240427000,761783000,511139000,1564752000,632853000,,,,,2665192000,1084069000,237733000,204418000,35695000,168723000,444559000,38962000,125233000,12141000,,,846336000,100825000,499028000,-107272000,81559000,,-772663000,391756000,2445051000,1272922000,6404703000,243380000,338558000,3559,186656000,2012-06-30,single,,,,
707549,0001193125-12-365446,10-K,2012-08-22,2012-08-23,2012,FY,2012-06-30,quarterly,LRCX,LAM RESEARCH CORP,8004652000,5131781000,2686730000,1446303000,1240427000,761783000,511139000,1564752000,632853000,,,,,741814000,298213000,32670000,22781000,4712000,18069000,124528000,,,,,,265543000,34576000,96715000,-36880000,29174000,,-661059000,59835000,2445051000,1272922000,6404703000,,67246000,3559,186656000,2012-06-30,single,,,,
