cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1853084,0001104659-21-098956,10-Q,2021-08-02,2021-08-03,2021,Q1,2021-03-31,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,120089,16991,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,16991,,,,,6770,1437500,2021-03-31,class_sum,,,,,instance,2021-08-02
1853084,0001104659-21-107274,10-Q,2021-08-18,2021-08-19,2021,Q2,2021-06-30,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,59319996,5000005,,,,,,884500,,,,,,,,-95585,,,-95585,,,,,,,,,-445562,,,,,,5000005,,,,,6770,2422504,2021-06-30,class_sum,,,,,instance,2021-08-18
1853084,0001410578-21-000417,10-Q,2021-11-22,2021-11-23,2021,Q3,2021-09-30,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,59095576,-1700903,,,,,,732901,,,,,,,,-288261,,,-287367,,,,877,,,,,,,,,,,-1700903,,,,,6770,2137500,2021-09-30,class_sum,,,,,instance,2021-11-22
1853084,0001410578-21-000511,10-Q/A,2021-12-10,2021-12-11,2021,Q3,2021-09-30,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,59095576,-1700903,,,,,,732901,,,,,,,,-288261,,,-287367,,,,877,,,,,,,,,,,-1700903,,,,,6770,2137500,2021-09-30,class_sum,,,,,instance,2021-12-10
1853084,0001410578-22-000824,10-K,2022-04-05,2022-04-06,2021,FY,2021-12-31,annual,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,58648074,-2544662,,,,,,413417,,,,,,,,,,,,,,,,,,,,,,,,,,-2544662,,,,,6770,1787500,2021-12-31,class_sum,,,,,instance,2022-04-05
1853084,0001410578-22-000824,10-K,2022-04-05,2022-04-06,2021,FY,2021-12-31,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,58648074,-2544662,,,,,,413417,,,,,,,,,,,,,,,,,,,,,,,,,,-2544662,,,,,6770,1787500,2021-12-31,class_sum,,,,,instance,2022-04-05
1853084,0001410578-22-001785,10-Q,2022-05-19,2022-05-20,2022,Q1,2022-03-31,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,58431977,-4629604,,,,,,280761,,,,,,,,-2082838,,,-2076990,,,,5848,,,,,-132656,,,,,,-4629604,,,,,6770,1787500,2022-03-31,class_sum,,,,,instance,2022-05-19
1853084,0001410578-22-002559,10-Q,2022-08-15,2022-08-16,2022,Q2,2022-06-30,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,59449132,-6069217,,,,,,346368,,,,,,,,-864613,,,-785849,,,,78764,,,,,-585393,,,,,,-6069217,,,,,6770,1787500,2022-06-30,class_sum,,,,,instance,2022-08-15
1853084,0001410578-22-003341,10-Q,2022-11-14,2022-11-15,2022,Q3,2022-09-30,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,60199403,-7440885,,,,,,359112,,,,,,,,-796668,,,-531066,,,,265602,,,,,-179256,,,,,,-7440885,,,,,6770,2137500,2022-09-30,class_sum,,,,,instance,2022-11-14
1853084,0001410578-23-000206,10-K,2023-03-06,2023-03-07,2022,FY,2022-12-31,annual,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,18885035,-8614757,,,,,,487303,,,,,,,,-4660233,,,-3917800,,,,742433,,,,,-1064156,,,,-41989461,,-8614757,,,,,6770,1787500,2022-12-31,class_sum,,,,,instance,2023-03-06
1853084,0001410578-23-000206,10-K,2023-03-06,2023-03-07,2022,FY,2022-12-31,quarterly,BSGAU,BLUE SAFARI GROUP ACQUISITION CORP,18885035,-8614757,,,,,,487303,,,,,,,,-916114,,,-523895,,,,392219,,,,,-166851,,,,,,-8614757,,,,,6770,1787500,2022-12-31,class_sum,,,,,instance,2023-03-06
