cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1339048,0000950123-11-073731,10-Q,2011-08-05,2011-08-06,2011,Q2,2011-06-30,quarterly,WNR,"WESTERN REFINING, INC.",2834352000,795616000,58436000,,58436000,1054375000,3250000,173205000,,,0,,,,,192435000,157711000,57640000,100071000,,33504000,109792,139000,,,,34349000,,,,,,,737180000,1057625000,1853241000,191215000,226784000,2911,,,,,,,,instance,2011-08-05
1339048,0000950123-11-095413,10-Q,2011-11-04,2011-11-05,2011,Q3,2011-09-30,quarterly,WNR,"WESTERN REFINING, INC.",3021390000,882970000,58291000,,58291000,1058715000,3647000,402635000,,,,,,,,171205000,130623000,45695000,84928000,,33195000,109935000,114000,,,,35581000,255789000,-18653000,2008000,,,237136000,824679000,1062362000,1945332000,163818000,206786000,2911,,,,,,,,instance,2011-11-04
1339048,0001445305-12-000548,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,annual,WNR,"WESTERN REFINING, INC.",2570344000,819828000,44352000,,44352000,800395000,3595000,170829000,405754000,,0,,,,,383779000,202528000,69861000,132667000,,134601000,109792000,510000,,,,135895000,508200000,-83809000,8173000,,0,424391000,775476000,803990000,1623818000,337129000,519674000,2911,,,,,,,,instance,2012-02-29
1339048,0001445305-12-000548,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,quarterly,WNR,"WESTERN REFINING, INC.",2570344000,819828000,44352000,,44352000,800395000,3595000,170829000,405754000,,0,,,,,-39947000,-104804000,-40247000,-64557000,,-33410000,,165000,,,,30594000,107649000,-39154000,2005000,,,68495000,775476000,803990000,1623818000,-138214000,-9353000,2911,,,,,,,,instance,2012-02-29
1339048,0001339048-12-000005,10-Q,2012-05-04,2012-05-05,2012,Q1,2012-03-31,quarterly,WNR,"WESTERN REFINING, INC.",2483594000,764439000,43544000,,43544000,773467000,3542000,220995000,374846000,,0,,,,,-59975000,-84149000,-30645000,-53504000,,24122000,89343000,193000,,,,22764000,42843000,-22238000,2128000,-3633000,,20605000,720895000,777009000,1541448000,-60027000,-37211000,2911,,,,,,,,instance,2012-05-04
1339048,0001339048-12-000010,10-Q,2012-08-03,2012-08-04,2012,Q2,2012-06-30,quarterly,WNR,"WESTERN REFINING, INC.",2410535000,1005125000,43213000,,43213000,491560000,238000,346097000,372524000,,0,,,,,400927000,369617000,131113000,238504000,,21808000,110535000,202000,,,,22767000,306014000,-37159000,2026000,-3633000,,268855000,961912000,491798000,1496923000,391425000,423694000,2911,,,,,,,,instance,2012-08-03
1339048,0001339048-12-000022,10-Q,2012-11-02,2012-11-03,2012,Q3,2012-09-30,quarterly,WNR,"WESTERN REFINING, INC.",2620130000,999271000,42406000,,42406000,495586000,203000,509844000,301807000,,0,,,,,29381000,9259000,2961000,6298000,,18000000,90134000,165000,,,,23577000,247440000,-71326000,1973000,-7274000,-7700000,176114000,956865000,495789000,1495060000,27259000,52958000,2911,,,,,,,,instance,2012-11-02
1339048,0001339048-13-000011,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,annual,WNR,"WESTERN REFINING, INC.",2480407000,909070000,41624000,,41624000,499657000,206000,453967000,409970000,,0,,,,,711895000,617087000,218202000,398885000,,81349000,111822000,696000,,,,93907000,916353000,-202157000,8291000,-240715000,-82270000,714196000,867446000,499863000,1408933000,698436000,805802000,2911,,,,,,,,instance,2013-03-01
1339048,0001339048-13-000011,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,quarterly,WNR,"WESTERN REFINING, INC.",2480407000,909070000,41624000,,41624000,499657000,206000,453967000,409970000,,0,,,,,341562000,322360000,114773000,207587000,,17419000,,136000,,,,24799000,320056000,-71434000,2164000,-226175000,-78068000,248622000,867446000,499863000,1408933000,339779000,366361000,2911,,,,,,,,instance,2013-03-01
1339048,0001339048-13-000028,10-Q,2013-05-06,2013-05-07,2013,Q1,2013-03-31,quarterly,WNR,"WESTERN REFINING, INC.",2694354000,918539000,41842000,,41842000,547145000,166494000,248365000,397973000,,0,,,,,173121000,131830000,48111000,83719000,,17988000,109097000,151000,,,,24332000,-35633000,-65625000,1897000,-10516000,-72768000,-101258000,876697000,713639000,1632178000,149818000,197453000,2911,,,,,,,,instance,2013-05-06
1339048,0001339048-13-000046,10-Q,2013-08-05,2013-08-06,2013,Q2,2013-06-30,quarterly,WNR,"WESTERN REFINING, INC.",2510891000,904373000,41101000,,41101000,350206000,200626000,372335000,334571000,,0,,,,,272590000,232011000,82752000,149259000,,14681000,104729000,235000,,,,27143000,294957000,-36229000,1205000,-9963000,-126021000,258728000,863272000,550832000,1455205000,246692000,299733000,2911,,,,,,,,instance,2013-08-05
1339048,0001339048-13-000056,10-Q,2013-11-04,2013-11-05,2013,Q3,2013-09-30,quarterly,WNR,"WESTERN REFINING, INC.",2549078000,917070000,40562000,,40562000,350151000,204336000,371141000,266389000,,0,,,,,94130000,79418000,29074000,50344000,,13432000,102720000,155000,,,,27735000,90089000,-45935000,1203000,-14470000,-54052000,44154000,876508000,554487000,1471557000,92850000,121865000,2911,,,,,,,,instance,2013-11-04
1339048,0001339048-14-000020,10-K,2014-03-03,2014-03-04,2013,FY,2013-12-31,annual,WNR,"WESTERN REFINING, INC.",5512965000,894052000,1375141000,1297043000,78098000,1172965000,213642000,468070000,557388000,,0,,,,,571873000,453479000,153925000,275994000,,68040000,104904000,746000,,,,117848000,441153000,-205677000,5973000,-52489000,-252841000,235476000,-481089000,1386607000,2280659000,521519000,689721000,2911,,,,,,,,instance,2014-03-03
1339048,0001339048-14-000020,10-K,2014-03-03,2014-03-04,2013,FY,2013-12-31,quarterly,WNR,"WESTERN REFINING, INC.",5512965000,894052000,1375141000,1297043000,78098000,1172965000,213642000,468070000,557388000,,0,,,,,32032000,10220000,-6012000,-7328000,,21939000,,205000,,,,38638000,91740000,-57888000,1668000,-17540000,0,33852000,-481089000,1386607000,2280659000,32159000,70670000,2911,,,,,,,,instance,2014-03-03
1339048,0001339048-14-000050,10-Q,2014-05-12,2014-05-13,2014,Q1,2014-03-31,quarterly,WNR,"WESTERN REFINING, INC.",5630731000,959525000,1374447000,1297043000,77404000,1383132000,5720000,431637000,616288000,,0,,,,,204184000,176896000,49199000,85546000,,26860000,102522000,,195000,,,46410000,64032000,-50598000,8812000,-20730000,0,13434000,-414922000,1388852000,2348377000,203756000,250594000,2911,,,,,,,,instance,2014-05-12
1339048,0001339048-14-000073,10-Q,2014-08-07,2014-08-08,2014,Q2,2014-06-30,quarterly,WNR,"WESTERN REFINING, INC.",5796768000,1294017000,1373784000,1297043000,76741000,1169875000,5706000,531813000,546472000,,0,,,,,310572000,283974000,93407000,156696000,,25722000,102657000,,221000,,,47848000,214355000,-40021000,4330000,-20745000,-5930000,174334000,-79767000,1175581000,2469598000,309696000,358420000,2911,,,,,,,,instance,2014-08-07
1339048,0001339048-14-000085,10-Q,2014-11-06,2014-11-07,2014,Q3,2014-09-30,quarterly,WNR,"WESTERN REFINING, INC.",5863884000,1412331000,1373074000,1297043000,76031000,1247687000,5651000,650154000,667299000,,0,,,,,348653000,328070000,80713000,186749000,,16358000,101325000,,483000,,,46910000,215671000,-49923000,3471000,-26292000,-55610000,165748000,39257000,1253338000,2665669000,344428000,395563000,2911,,,,,,,,instance,2014-11-06
1339048,0001339048-15-000018,10-K,2015-03-02,2015-03-03,2014,FY,2014-12-31,annual,WNR,"WESTERN REFINING, INC.",5682558000,1119708000,1375395000,1289443000,85952000,1515037000,5500000,431159000,629237000,,0,,,,,1096513000,1002676000,292604000,559926000,,89276000,101190000,,1188000,,,190566000,737633000,-223271000,19903000,-293746000,-259222000,514362000,-255687000,1520537000,2640245000,1091952000,1287079000,2911,,,,,,,,instance,2015-03-02
1339048,0001339048-15-000018,10-K,2015-03-02,2015-03-03,2014,FY,2014-12-31,quarterly,WNR,"WESTERN REFINING, INC.",5682558000,1119708000,1375395000,1289443000,85952000,1515037000,5500000,431159000,629237000,,0,,,,,233104000,213736000,69285000,130935000,,20336000,,,289000,,,49398000,243575000,-76017000,3290000,-225979000,-197682000,167558000,-255687000,1520537000,2640245000,234072000,282502000,2911,,,,,,,,instance,2015-03-02
1339048,0001339048-15-000036,10-Q,2015-05-07,2015-05-08,2015,Q1,2015-03-31,quarterly,WNR,"WESTERN REFINING, INC.",5729869000,1173405000,1374704000,1289443000,85261000,1544391000,5500000,463074000,673088000,,0,,,,,255993000,234405000,59437000,105989000,,24957000,95682000,,163000,,,49926000,104978000,-53195000,4010000,-28638000,-25000000,51783000,-201299000,1549891000,2723296000,259362000,305919000,2911,,,,,,,,instance,2015-05-07
1339048,0001339048-15-000056,10-Q,2015-08-06,2015-08-07,2015,Q2,2015-06-30,quarterly,WNR,"WESTERN REFINING, INC.",5953549000,1276555000,1374427000,1289443000,84984000,1542740000,5500000,543936000,687074000,,0,,,,,315393000,292302000,78435000,133919000,,27316000,95626000,,201000,,,51143000,187066000,-66350000,4531000,-32476000,0,120716000,-97872000,1548240000,2824795000,319618000,366536000,2911,,,,,,,,instance,2015-08-06
