cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
99250,0000950123-11-072610,10-Q,2011-08-04,2011-08-05,2011,Q2,2011-06-30,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",5945279000,,,,,980591000,299986000,100000,82009000,,,,,,,77121000,55533000,69000,55464000,,23873000,,,,,,,,,,,,,,1280577000,,79406000,,4922,,,,,,,
99250,0001193125-11-291667,10-Q,2011-11-02,2011-11-03,2011,Q3,2011-09-30,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6062744000,,,,,1029369000,324040000,,56369000,,,,,,,89259000,69166000,92000,69074000,,23887000,,,,,,66402000,139410000,,,,,,,1353409000,,93053000,155661000,4922,,,,,,,
99250,0001193125-12-080059,10-K,2012-02-27,2012-02-28,2011,FY,2011-12-31,annual,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6076283000,,,,,1029397000,324321000,,34437000,,,,,,,354551000,,,279658000,,,,,,,,260069000,571644000,-385671000,,,,185973000,,1353718000,,,614620000,4922,,,,,,,
99250,0001193125-12-080059,10-K,2012-02-27,2012-02-28,2011,FY,2011-12-31,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6076283000,,,,,1029397000,324321000,,34437000,,,,,,,91370000,,,73434000,,,,,,,,63235000,132465000,-118149000,,,,14316000,,1353718000,,,154605000,4922,,,,,,,
99250,0001193125-12-184168,10-Q,2012-04-26,2012-04-27,2012,Q1,2012-03-31,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6141157000,,,,,1029426000,324609000,,,,,,,,,93458000,,,74783000,,,,,,,,66102000,125502000,-61611000,,,,63891000,,1354035000,,,159560000,4922,,,,,,,
99250,0001193125-12-330512,10-Q,2012-08-02,2012-08-03,2012,Q2,2012-06-30,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6189688000,,,,,1354357000,0,,,,,,,,,63490000,,,48681000,,,,,,,,66512000,150990000,-130392000,,,,20598000,,1354357000,,,130002000,4922,,,,,,,
99250,0001193125-12-443891,10-Q,2012-10-31,2012-11-01,2012,Q3,2012-09-30,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6313945000,,,,,1428290000,0,,,,,,,,,71012000,,,59962000,,,,,,,,66837000,107291000,-134995000,,,,-27704000,,1428290000,,,137849000,4922,,,,,,,
99250,0001193125-13-080249,10-K,2013-02-27,2013-02-28,2012,FY,2012-12-31,annual,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6410815000,,,,,1428323000,0,185000,36506000,,,,,,,330061000,,,272466000,,,,,,,,266981000,541449000,-475450000,,,,65999000,,1428323000,,,597042000,4922,,,,,,,
99250,0001193125-13-080249,10-K,2013-02-27,2013-02-28,2012,FY,2012-12-31,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6410815000,,,,,1428323000,0,185000,36506000,,,,,,,102101000,,,89040000,,,,,,,,67530000,157666000,-148452000,,,,9214000,,1428323000,,,169631000,4922,,,,,,,
99250,0001193125-13-206354,10-Q,2013-05-08,2013-05-09,2013,Q1,2013-03-31,quarterly,TGPLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",6537189000,,,,,1428356000,,139000,,,,,,,,101761000,,,88975000,,20554000,,,,,,76466000,160011000,-85816000,,,,74195000,,1428356000,,,178227000,4922,,,,,,,
