cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1816937,0001493152-23-042599,10-Q,2023-11-24,2023-11-25,2023,Q3,2023-09-30,quarterly,,BOXABL INC.,111227855,85911203,322493,,322493,,,27483666,17795382,14589404,,,,62830,-3377001,-10316906,,,-9539176,2138835,,3000000000,,,,6939905,,,,2953000,,,,85588710,,,,,1520,3002000000,2023-09-30,single,,,,
1816937,0001493152-24-012367,10-K,2024-04-01,2024-04-02,2023,FY,2023-12-31,annual,,BOXABL INC.,107525000,82347000,369000,,369000,,,18574000,18694000,13843000,,,,344000,-10212000,-41760000,,,-39526000,8292000,,3000000000,,,,31548000,2375000,-38288000,-12366000,8729000,,,-50654000,81978000,,,,-39385000,1520,3000000000,2023-12-31,single,,,,
1816937,0001493152-24-012367,10-K,2024-04-01,2024-04-02,2023,FY,2023-12-31,quarterly,,BOXABL INC.,107525000,82347000,369000,,369000,,,18574000,18694000,13843000,,,,183906,-2883487,-14366957,,,-14470490,3187637,,,,,,11483470,1117840,-12210308,-4608512,2906000,,,-16818820,81978000,,,,-13249117,1520,3000000000,2023-12-31,single,,,,
1816937,0001493152-24-019886,10-Q,2024-05-15,2024-05-16,2024,Q1,2024-03-31,quarterly,,BOXABL INC.,97165000,73340000,358000,,358000,,,6718000,19158000,13078000,,,,625000,-3785000,-12620000,,,-12051000,2247000,,3000000000,,,,8835000,503000,-10391000,-1213000,3044000,,,-11604000,72982000,,,,-12117000,1520,,,,,,,
1816937,0001493152-24-033168,10-Q,2024-08-19,2024-08-20,2024,Q2,2024-06-30,quarterly,,BOXABL INC.,79331000,56458000,349000,,349000,,,5647000,20426000,12290000,,,,83000,-2838000,-22333000,,,-21831000,1332000,,3000000,,,,19495000,450000,-8596000,-150000,1881000,,,-8746000,56109000,,,,-21883000,1520,3000000000,2024-06-30,single,,,,
1816937,0001493152-24-044835,10-Q,2024-11-12,2024-11-13,2024,Q3,2024-09-30,quarterly,,BOXABL INC.,80258000,57161000,592000,,592000,,,6650000,22955000,11481000,,,,854000,-2465000,-9515000,,,-9037000,2387000,,3000000,,,,7050000,504000,-9645000,-15000,1750000,,,-9660000,56569000,,,,-9011000,1520,3000000000,2024-09-30,single,,,,
1816937,0001641172-25-004605,10-K,2025-04-14,2025-04-15,2024,FY,2024-12-31,annual,,BOXABL INC.,72736000,53124000,542000,,542000,,,9630000,24261000,10661000,,,,3376000,-11590000,-52717000,,,-50950000,6592000,,3000000,,,,41127000,1052000,-38400000,-1242000,7248000,,,-39642000,52582000,,,,-51665000,1520,3000000000,2024-12-31,single,,,,
1816937,0001641172-25-004605,10-K,2025-04-14,2025-04-15,2024,FY,2024-12-31,quarterly,,BOXABL INC.,72736000,53124000,542000,,542000,,,9630000,24261000,10661000,,,,1814000,-2501000,-8246000,,,-8029000,626000,,,,,,5745000,-405000,-9768000,136000,573000,,,-9632000,52582000,,,,-8651000,1520,3000000000,2024-12-31,single,,,,
1816937,0001641172-25-011696,10-Q,2025-05-20,2025-05-21,2025,Q1,2025-03-31,quarterly,,BOXABL INC.,72410000,53510000,545000,,545000,,,15293000,23799000,9822000,,,,123000,-1995000,-10735000,,,-10263000,583000,,3000000,,,,8740000,466000,-12474000,-100000,-2943000,,,-12574000,52965000,,,,-10269000,1520,3000000000,2025-03-31,single,,,,
1816937,0001641172-25-024796,10-Q,2025-08-19,2025-08-20,2025,Q2,2025-06-30,quarterly,,BOXABL INC.,81262000,63134000,532000,,532000,,,18700000,16521000,8957000,,,,279000,-9444000,-31200000,,,-30800000,676000,,3000000,,,,21756000,467000,-21196000,-8000,-613000,,,-21204000,62602000,,,,-30733000,1520,3000000000,2025-06-30,single,,,,
1816937,0001493152-25-023573,10-Q,2025-11-14,2025-11-15,2025,Q3,2025-09-30,quarterly,,BOXABL INC.,77725000,59853000,511000,,511000,,,38451000,17466000,8068000,,,,186000,-1748000,-11259000,,,-10782000,1796000,,3000000,,,,9511000,452000,-8360000,0,-88000,,,-8360000,59342000,,,,-10807000,1520,3000000000,2025-09-30,single,,,,
