cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1056239,0000950123-09-029495,10-Q,2009-08-04,2009-08-05,2009,Q2,2009-06-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,14836000000,6111000000,8526000000,8127000000,399000000,3854000000,650000000,897000000,,,,,,3929000000,,417000000,,127000000,225000000,,69000000,117200000,,,,,,,,,,,,-2415000000,4504000000,10615000000,,,3663,,,,,,,
1056239,0000950123-09-057422,10-Q,2009-11-04,2009-11-05,2009,Q3,2009-09-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15068000000,6362000000,8578000000,8188000000,390000000,3860000000,650000000,1191000000,,,,,,3842000000,,418000000,,100000000,250000000,,68000000,117000000,,,,,55000000,450000000,-42000000,18000000,-40000000,-95000000,408000000,-2216000000,4510000000,10872000000,,473000000,3663,,,,,,40000000,15000000
1056239,0000950123-10-017377,10-K,2010-02-26,2010-02-27,2009,FY,2009-12-31,annual,LLL,L 3 COMMUNICATIONS HOLDINGS INC,14813000000,6567000000,8567000000,8190000000,377000000,4112000000,,1016000000,,,,,,15615000000,,1656000000,,475000000,901000000,,279000000,117400000,,,,,218000000,1407000000,-186000000,74000000,-165000000,-505000000,1221000000,-2000000000,4112000000,10679000000,,1874000000,3663,,,,,,158000000,60000000
1056239,0000950123-10-017377,10-K,2010-02-26,2010-02-27,2009,FY,2009-12-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,14813000000,6567000000,8567000000,8190000000,377000000,4112000000,,1016000000,,,,,,4208000000,,445000000,,136000000,227000000,,76000000,,,,,,56000000,429000000,-58000000,21000000,-41000000,-109000000,371000000,-2000000000,4112000000,10679000000,,501000000,3663,,,,,,41000000,15000000
1056239,0000950123-10-043397,10-Q,2010-05-04,2010-05-05,2010,Q1,2010-03-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15092000000,6704000000,8545000000,8183000000,362000000,3437000000,681000000,1135000000,,,,,,3624000000,,410000000,,128000000,221000000,,64000000,116900000,,,,,56000000,271000000,-26000000,19000000,-47000000,-123000000,245000000,-1841000000,4118000000,10822000000,,466000000,3663,,,,,,41000000,15000000
1056239,0000950123-10-071159,10-Q,2010-08-02,2010-08-03,2010,Q2,2010-06-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15689000000,6833000000,9047000000,8576000000,471000000,3439000000,1086000000,1023000000,,,,,,-3966000000,,-442000000,-365000000,-134000000,-228000000,,-72000000,116500000,,,,,52000000,318000000,-38000000,23000000,-46000000,-131000000,280000000,-2214000000,4525000000,11358000000,-437000000,-390000000,3663,,,,,,36000000,16000000
1056239,0000950123-10-099518,10-Q,2010-11-02,2010-11-03,2010,Q3,2010-09-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15382000000,6910000000,9152000000,8690000000,462000000,3439000000,693000000,650000000,,,,,,3835000000,,437000000,371000000,130000000,238000000,,64000000,114700000,,,,,62000000,395000000,-34000000,20000000,-46000000,-215000000,361000000,-2242000000,4132000000,11042000000,435000000,499000000,3663,,,,,,42000000,20000000
1056239,0000950123-11-017756,10-K,2011-02-24,2011-02-25,2010,FY,2010-12-31,annual,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15451000000,6764000000,9200000000,8730000000,470000000,4126000000,11000000,607000000,,,,,,-15680000000,,-1750000000,-1484000000,-518000000,-955000000,,-269000000,115100000,,,,,231000000,1461000000,-181000000,82000000,-184000000,-834000000,1280000000,-2436000000,4137000000,10901000000,-1753000000,-1519000000,3663,,,,,,164000000,67000000
1056239,0000950123-11-017756,10-K,2011-02-24,2011-02-25,2010,FY,2010-12-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15451000000,6764000000,9200000000,8730000000,470000000,4126000000,11000000,607000000,,,,,,-27105000000,,461000000,-2570000000,-910000000,268000000,,-469000000,,,,,,61000000,477000000,-83000000,20000000,-45000000,-365000000,394000000,-2436000000,4137000000,10901000000,-3039000000,522000000,3663,,,,,,45000000,16000000
1056239,0000950123-11-045235,10-Q,2011-05-05,2011-05-06,2011,Q1,2011-03-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15570000000,6836000000,9232000000,8776000000,456000000,4126000000,0,548000000,,,,,,3601000000,,390000000,311000000,104000000,204000000,,63000000,109500000,,,,,59000000,220000000,-35000000,15000000,-49000000,-205000000,185000000,-2396000000,4126000000,10962000000,374000000,449000000,3663,,,,,,42000000,17000000
1056239,0000950123-11-072883,10-Q,2011-08-04,2011-08-05,2011,Q2,2011-06-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15577000000,6924000000,9240000000,8795000000,445000000,4126000000,0,548000000,,,,,,3766000000,,404000000,353000000,107000000,243000000,,56000000,107200000,,,,,64000000,299000000,-43000000,19000000,-48000000,-224000000,256000000,-2316000000,4126000000,11050000000,409000000,468000000,3663,,,,,,46000000,18000000
1056239,0000950123-11-094324,10-Q,2011-11-02,2011-11-03,2011,Q3,2011-09-30,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15453000000,6696000000,9163000000,8735000000,428000000,4126000000,0,538000000,,,,,,3787000000,,406000000,352000000,114000000,235000000,,57000000,104800000,,,,,58000000,465000000,-51000000,17000000,-46000000,-371000000,414000000,-2467000000,4126000000,10822000000,409000000,464000000,3663,,,,,,41000000,17000000
1056239,0001193125-12-088634,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,annual,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15497000000,6635000000,9107000000,8697000000,410000000,4125000000,0,764000000,,,,,,15169000000,,1598000000,1328000000,360000000,956000000,,235000000,105600000,,,,,247000000,1484000000,-192000000,64000000,-188000000,-958000000,1292000000,-2472000000,4125000000,10760000000,1563000000,1845000000,3663,,,,,,173000000,74000000
1056239,0001193125-12-088634,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15497000000,6635000000,9107000000,8697000000,410000000,4125000000,0,764000000,,,,,,4015000000,,398000000,312000000,35000000,274000000,,59000000,,,,,,66000000,500000000,-63000000,13000000,-45000000,-158000000,437000000,-2472000000,4125000000,10760000000,371000000,464000000,3663,,,,,,44000000,22000000
1056239,0001193125-12-219534,10-Q,2012-05-09,2012-05-10,2012,Q1,2012-03-31,quarterly,LLL,L 3 COMMUNICATIONS HOLDINGS INC,15699000000,6749000000,9287000000,8859000000,428000000,4126000000,,493000000,,,,,,3588000000,,357000000,309000000,106000000,201000000,,52000000,100200000,,,,,59000000,137000000,-27000000,14000000,-49000000,-138000000,110000000,-2538000000,4126000000,10875000000,361000000,416000000,3663,,,,,,43000000,16000000
