cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1897245,0001493152-22-009818,10-Q,2022-04-13,2022-04-14,2022,Q1,2022-02-28,quarterly,,ALSET CAPITAL ACQUISITION CORP.,88871456,-1369608,,,,,,1708642,,,,,,,,,,,-45510,,,,364,,,45874,,8990,,,,,,-1369608,,,,
1897245,0001493152-22-019170,10-Q,2022-07-13,2022-07-14,2022,Q2,2022-05-31,quarterly,,ALSET CAPITAL ACQUISITION CORP.,88836038,-1431580,,,,,,1620011,,,,,,,,,,,-61972,,,,66849,,,128821,,-88631,,,,,,-1431580,,,,
1897245,0001493152-22-027944,10-Q,2022-10-07,2022-10-08,2022,Q3,2022-08-31,quarterly,,ALSET CAPITAL ACQUISITION CORP.,89069420,-1466247,,,,,,1507307,,,,,,,,,,,122132,,,,289586,,,167454,,-106204,,,,,,-1466247,,,,
1897245,0001493152-23-006018,10-K,2023-02-24,2023-02-25,2022,FY,2022-11-30,annual,,ALSET CAPITAL ACQUISITION CORP.,89297234,-2032269,,,,,,1172581,,,,,,,,,300464,186923,113541,,,,990110,,,689646,,-514071,,,,,,-2032269,,,,
1897245,0001493152-23-006018,10-K,2023-02-24,2023-02-25,2022,FY,2022-11-30,quarterly,,ALSET CAPITAL ACQUISITION CORP.,89297234,-2032269,,,,,,1172581,,,,,,,,,,,98891,,,,633311,,,347497,,-328226,,,,,,-2032269,,,,
1897245,0001493152-23-012319,10-Q,2023-04-14,2023-04-15,2023,Q1,2023-02-28,quarterly,,ALSET CAPITAL ACQUISITION CORP.,89911940,-2130363,,,,,,850175,,,,,,,,,736060,175173,560887,,,,889155,,,153095,,-335406,,,,,,-2130363,,,,
1897245,0001493152-23-024729,10-Q,2023-07-17,2023-07-18,2023,Q2,2023-05-31,quarterly,,ALSET CAPITAL ACQUISITION CORP.,21950714,-1568624,,,,,,1219809,,,,,,,,,549728,154707,395021,,,,786703,,,236975,,-479775,,,,,,-1568624,,,,
1897245,0001493152-23-037349,10-Q,2023-10-16,2023-10-17,2023,Q3,2023-08-31,quarterly,,ALSET CAPITAL ACQUISITION CORP.,22078910,-2052487,,,,,,812293,,,,,,,,,-130901,45124,-176025,,,,264876,,,395777,,-473791,,,,0,,-2052487,,,,
1897245,0001493152-24-008191,10-K,2024-02-28,2024-02-29,2023,FY,2023-11-30,annual,,HWH INTERNATIONAL INC.,21955793,-2357543,,,,,,585654,,,,,,,,,971103,422230,548873,,,,2215619,,,1244516,,-1519474,,,,-68351348,,-2357543,,,,
1897245,0001493152-24-008191,10-K,2024-02-28,2024-02-29,2023,FY,2023-11-30,quarterly,,HWH INTERNATIONAL INC.,21955793,-2357543,,,,,,585654,,,,,,,,,-183784,47226,-231010,,,,274885,,,458669,,-230502,,,,0,,-2357543,,,,
1897245,0001493152-24-019980,10-Q,2024-05-15,2024-05-16,2024,Q1,2024-03-31,quarterly,,HWH INTERNATIONAL INC.,2558159,-3132498,,,,,,974632,3598,110344,,,,,163297,,-1336519,,-1336838,,18131,,,,,1495383,,-638210,-2072,,,,-640282,-3132498,,,-1318388,
1897245,0001493152-24-031379,10-Q,2024-08-12,2024-08-13,2024,Q2,2024-06-30,quarterly,,HWH INTERNATIONAL INC.,3068280,-3611760,,,,,,821353,1460,198300,,,,,164913,,-403641,,-387923,,18697,,,,,654740,,-490830,-25952,,,,-516782,-3611760,,,-384944,
1897245,0001493152-24-043830,10-Q,2024-11-06,2024-11-07,2024,Q3,2024-09-30,quarterly,,HWH INTERNATIONAL INC.,2920066,-374893,,,,,,832368,1894,286759,,,,,159869,,-537143,,-548492,,18451,,,,,487394,,-275033,-2079,,,0,-277112,-374893,,,-518692,
1897245,0001641172-25-001707,10-K,2025-03-31,2025-04-01,2024,FY,2024-12-31,annual,,HWH INTERNATIONAL INC.,6408722,2765364,,,,,,4341746,1574,220249,,,,,601856,,-2606504,,-2590731,,72076,,,,,3027024,,-1659999,-30394,,,-21102872,-1690393,2765364,,,-2534428,
1897245,0001641172-25-001707,10-K,2025-03-31,2025-04-01,2024,FY,2024-12-31,quarterly,,HWH INTERNATIONAL INC.,6408722,2765364,,,,,,4341746,1574,220249,,,,,113777,,-329201,,-317478,,16797,,,,,389507,,-255926,-291,,,-1,-256217,2765364,,,-312404,
