cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1131089,0001096906-11-002007,10-Q,2011-08-19,2011-08-20,2011,Q2,2011-06-30,quarterly,LDHL,"LD HOLDINGS, INC.",41001,-3630976,,,,,,12276,6428,,9742,,,107230,62913,-149903,,,-168303,,18400,19525061,,,,,,,,,,,,-3630976,,,,
1131089,0001096906-11-002949,10-Q,2011-11-21,2011-11-22,2011,Q3,2011-09-30,quarterly,LDHL,"LD HOLDINGS, INC.",26818,-3756376,,,,,,,2434,,9742,,,67393,33297,-138182,,,-156900,,18718,20340006,,,,,418,-41610,,,,,,-3756376,,,,-137764
1131089,0001096906-12-000986,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,annual,LDHL,"LD HOLDINGS, INC.",44100,-3842409,,,,,,1765,5091,,9742,,,320185,166531,-480205,,,-554673,,74468,20101705,,,,,4568,-230351,,,,,,-3842409,,,,-475637
1131089,0001096906-12-000986,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,quarterly,LDHL,"LD HOLDINGS, INC.",44100,-3842409,,,,,,1765,5091,,9742,,,37990,14233,-67516,,,-86033,,18517,,,,,,3315,-63170,,,,,,-3842409,,,,-64201
1131089,0001096906-12-001412,10-Q,2012-05-15,2012-05-16,2012,Q1,2012-03-31,quarterly,LDHL,"LD HOLDINGS, INC.",41031,-3918470,,,,,,222,5600,,9742,,,,26419,-81544,,,-100061,,18517,,,,,,2572,-56160,,,,,,-3918470,,,,-78972
1131089,0001096906-12-002131,10-Q,2012-08-20,2012-08-21,2012,Q2,2012-06-30,quarterly,LDHL,"LD HOLDINGS, INC.",40173,-3972573,,,,,,746,5936,,9742,,,,20721,-110171,,,-127536,,17365,,,,,,2637,-60392,,,,,,-3972573,,,,-107534
1131089,0001096906-12-002931,10-Q,2012-11-19,2012-11-20,2012,Q3,2012-09-30,quarterly,LDHL,"LD HOLDINGS, INC.",84824,-4006525,,,,,,3588,6352,,9742,,,51910,29060,-110383,,,-105991,,17808,,,,,,,-110716,,,,,,-4006525,,,,
1131089,0001096906-12-002949,10-Q/A,2012-11-28,2012-11-29,2012,Q3,2012-09-30,quarterly,LDHL,"LD HOLDINGS, INC.",84824,-4006525,,,,,,3588,6352,,9742,,,51910,29060,-110383,,,-105991,,17808,,,,,,,-60916,,,,,,-4006525,,,,
1131089,0001096906-13-000540,10-K,2013-04-16,2013-04-17,2012,FY,2012-12-31,annual,LDHL,"LD HOLDINGS, INC.",54411,-4161294,,,,,,3521,6034,,9742,,,189553,102732,-547012,,,-596818,,72006,,,,,,,-240783,,,,,,-4161294,,,,
1131089,0001096906-13-000540,10-K,2013-04-16,2013-04-17,2012,FY,2012-12-31,quarterly,LDHL,"LD HOLDINGS, INC.",54411,-4161294,,,,,,3521,6034,,9742,,,47907,26532,-244914,,,-263230,,18316,,,,,,,-63315,,,,,,-4161294,,,,
