cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1572699,0001572699-13-000037,10-Q,2013-12-04,2013-12-05,2013,Q2,2013-08-31,quarterly,AHKY,MACCO INTERNATIONAL CORP,16216,16216,,,,,,16216,,,,,,0,,-7358,,,-7358,,,,,,,7358,,,,,,,,16216,,,,,3540,9170000,2013-08-31,single,,,,,instance,2013-12-04
1572699,0001572699-14-000002,10-Q,2014-01-06,2014-01-07,2013,Q3,2013-11-30,quarterly,AHFR,MACCO INTERNATIONAL CORP,9038,9038,,,,,,9038,,,,,,0,,-7178,,,-7178,,,,,,,7178,,-7178,,,,,,9038,,,,,3540,9170000,2013-11-30,single,,,,,instance,2014-01-06
1572699,0001572699-14-000004,10-Q/A,2014-01-10,2014-01-11,2013,Q3,2013-11-30,quarterly,AHFR,MACCO INTERNATIONAL CORP,9038,9038,,,,,,9038,,,,,,0,,-7178,,,-7178,,,,,,,7178,,-7178,,,,,,9038,,,,,3540,9170000,2013-11-30,single,,,,,instance,2014-01-10
1572699,0001572699-14-000010,10-K,2014-06-13,2014-06-14,2013,FY,2014-02-28,annual,ASAS,MACCO INTERNATIONAL CORP,1597,-7403,,,,,,1597,,,,,,0,,-30979,,,-30979,,,,,,,30979,,30979,,,,,,-7403,,,,,3540,9170000,2014-02-28,single,,,,,instance,2014-06-13
1572699,0001572699-14-000010,10-K,2014-06-13,2014-06-14,2013,FY,2014-02-28,quarterly,ASAS,MACCO INTERNATIONAL CORP,1597,-7403,,,,,,1597,,,,,,0,,-16441,,,-16441,,,,,,,16441,,45517,,,,,,-7403,,,,,3540,9170000,2014-02-28,single,,,,,instance,2014-06-13
1572699,0001477932-14-003765,10-Q,2014-07-18,2014-07-19,2014,Q1,2014-05-31,quarterly,MACCO,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",881,-10619,,,,,,881,,,,,,,,,-3216,,-3216,,,9170000,,,,,,-3216,,,,,,-10619,,,,,3540,9170000,2014-05-31,single,,,,,instance,2014-07-18
1572699,0001477932-14-005372,10-Q,2014-10-14,2014-10-15,2014,Q2,2014-08-31,quarterly,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",2789861,80532,,,,,,1989861,,,,,,190000,90000,79645,91151,,91151,,,36680000,,,,,,-712199,,,,,,80532,,,,,3540,36680000,2014-08-31,single,,,,,instance,2014-10-14
1572699,0001477932-15-000165,10-Q,2015-01-08,2015-01-09,2014,Q3,2014-11-30,quarterly,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",4371958,4286725,,,,,,1835126,,,,,,12060500,4700500,2860977,2841385,,2841385,,,36680000,,,,,,2470601,,,,,,4286725,,,,,3540,36680000,2014-11-30,single,,,,,instance,2015-01-08
1572699,0001477932-15-001602,10-KT,2015-03-10,2015-03-11,2014,FY,2014-12-31,annual,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",7065638,6810708,2051527,2051527,,,,2178671,,,,,,,,,,,,,,,,,,,,,,,,,,4759181,,,,,3540,37195000,2014-12-31,single,,,,,instance,2015-03-10
1572699,0001477932-15-001602,10-KT,2015-03-10,2015-03-11,2014,FY,2014-12-31,quarterly,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",7065638,6810708,2051527,2051527,,,,2178671,,,,,,,,,,,,,,,,,,,,,,,,,,4759181,,,,,3540,37195000,2014-12-31,single,,,,,instance,2015-03-10
1572699,0001477932-15-003426,10-Q,2015-05-20,2015-05-21,2015,Q1,2015-03-31,quarterly,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",8068960,7607675,2051527,2051527,,,,2568119,,,,,,7044392,1195957,475335,474416,121784,352632,,,37722778,,,,720622,,434374,,,,,,5556148,,,,,3540,37245000,2015-03-31,single,,,,,instance,2015-05-20
1572699,0001477932-15-005480,10-Q,2015-08-20,2015-08-21,2015,Q2,2015-06-30,quarterly,SHGT,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",7505303,7125254,2051527,2051527,,,,1417629,,,,,,6221470,55371,-649961,-650795,-167975,-482820,,,37745000,,,,705332,,-380463,,,,,,5073727,,,,,3540,37245000,2015-06-30,single,,,,,instance,2015-08-20
