cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1534154,0001144204-13-046065,10-Q,2013-08-14,2013-08-15,2013,Q2,2013-06-30,quarterly,,IIM GLOBAL CORP,507498,505929,243000,,243000,,,8908,,,,,,0,,,,0,-8801,,,,,,,8801,,,,,,,,262929,,,,
1534154,0001144204-14-040263,10-K/A,2014-06-30,2014-07-01,2013,FY,2013-12-31,annual,,IIM GLOBAL CORP,548506,257206,393146,,393146,,224615,5349,,,,,,,,-971455,-976238,,-976238,44000,4803,,20,,,971455,44530,-900592,,,,,,-135940,224615,481821,-971435,-926925
1534154,0001144204-14-040263,10-K/A,2014-06-30,2014-07-01,2013,FY,2013-12-31,quarterly,,IIM GLOBAL CORP,548506,257206,393146,,393146,,224615,5349,,,,,,,,,,,,,,,,,,,,,,,,,,-135940,224615,481821,,
1534154,0001144204-14-041774,10-Q/A,2014-07-07,2014-07-08,2014,Q1,2014-03-31,quarterly,,IIM GLOBAL CORP,752873,135382,395882,,395882,,600000,221351,,,,,,,,-112274,-121824,,-121824,2474,9550,,,,,112274,11624,-150383,,,,,,-260500,600000,735382,-112274,-100650
1534154,0001144204-14-041914,10-Q/A,2014-07-08,2014-07-09,2013,Q3,2013-09-30,quarterly,,IIM GLOBAL CORP,429789,278209,383558,,383558,,,2849,,,,,,,,-294719,-294719,,-294719,43000,,,,,,294719,11186,-50411,,,,,,-105349,,,,-283533
1534154,0001144204-14-049497,10-Q,2014-08-14,2014-08-15,2014,Q2,2014-06-30,quarterly,,IIM GLOBAL CORP,925154,-48514,457508,,457508,,910000,20554,,,,,,,,-161386,,,-183886,,22500,,,,,161386,11891,-22827,,,,,,-506022,910000,861486,,-149495
1534154,0001615774-14-000322,10-Q,2014-11-14,2014-11-15,2014,Q3,2014-09-30,quarterly,,ID GLOBAL SOLUTIONS CORP,1058659,971741,545605,,545605,,,40996,,,,,,,,-111158,-144333,,-144333,,33175,,,,,111158,11890,-88618,2724,,,,-85894,426136,,,-111158,-99268
1534154,0001615774-15-000611,10-K,2015-03-31,2015-04-01,2014,FY,2014-12-31,annual,,ID GLOBAL SOLUTIONS CORP,777039,518194,421774,,421774,,,159296,,,,,,,,-767846,-904687,,-904687,1500,65225,,,,,767846,48841,-362812,-419580,,,,-782392,96420,,,-839462,-719005
1534154,0001615774-15-000611,10-K,2015-03-31,2015-04-01,2014,FY,2014-12-31,quarterly,,ID GLOBAL SOLUTIONS CORP,777039,518194,421774,,421774,,,159296,,,,,,,,-381921,-453537,,-453537,,0,,,,,381921,13436,-100984,-3038,,,,-104022,96420,,,-453537,-368485
1534154,0001615774-15-001078,10-Q,2015-05-15,2015-05-16,2015,Q1,2015-03-31,quarterly,,ID GLOBAL SOLUTIONS CORP,653536,181166,418052,,418052,,,13528,,,,,,,,-508107,-509862,,-509862,24000,1755,,,,,508107,11271,-307700,,,,,,-236886,,,-508107,-496836
