cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
713671,0000950159-11-000525,10-Q,2011-08-12,2011-08-13,2011,Q2,2011-06-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,629997000,48696000,,,,,59085000,,,,11556000,518620000,417473000,,,,1852000,564000,1288000,,1211000,2689998,6634000,5423000,426000,,,,,,,,,48696000,59085000,107781000,3063000,
713671,0000950159-11-000707,10-Q,2011-11-10,2011-11-11,2011,Q3,2011-09-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,609088000,50552000,,,,,56459000,,,,12958000,498506000,411374000,,,,1839000,544000,1295000,,1128000,2696320,6651000,5523000,426000,,556000,1444000,-53000,20000,,,1391000,50552000,56459000,107011000,2967000,
713671,0001047469-12-003102,10-K,2012-03-22,2012-03-23,2011,FY,2011-12-31,annual,DNBF,DNB FINANCIAL CORP /PA/,607099000,51056000,,,,,53647000,,,,12962000,497545000,403684000,,,,6968000,2066000,4902000,,4644000,2695207,26174000,21530000,1480000,,2436000,9242000,-496000,80000,,,8746000,51056000,53647000,104703000,11612000,
713671,0001047469-12-003102,10-K,2012-03-22,2012-03-23,2011,FY,2011-12-31,quarterly,DNBF,DNB FINANCIAL CORP /PA/,607099000,51056000,,,,,53647000,,,,12962000,497545000,403684000,,,,1817000,513000,1304000,,1032000,,6437000,5405000,202000,,682000,3590000,-164000,17000,,,3426000,51056000,53647000,104703000,2849000,
713671,0000950159-12-000330,10-Q,2012-05-11,2012-05-12,2012,Q1,2012-03-31,quarterly,DNBF,DNB FINANCIAL CORP /PA/,624964000,52433000,,,,,52607000,,,,12966000,515057000,409636000,,,,1548000,446000,1102000,,991000,2725682,6359000,5368000,425000,,552000,1766000,-368000,35000,,,1398000,52433000,52607000,105040000,2539000,
713671,0000950159-12-000462,10-Q,2012-08-10,2012-08-11,2012,Q2,2012-06-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,634087000,53732000,,,,,48449000,,,,12970000,526578000,407205000,,,,1989000,589000,1400000,,967000,2735808,6548000,5581000,-475000,,404000,3045000,-96000,36000,,,2949000,53732000,48449000,102181000,2956000,
713671,0000950159-12-000611,10-Q,2012-11-09,2012-11-10,2012,Q3,2012-09-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,626193000,55673000,,,,,47264000,,,,12974000,517883000,402377000,,,,1970000,554000,1416000,,921000,2744819,6626000,5705000,375000,,506000,1576000,-44000,34000,,,1532000,55673000,47264000,102937000,2891000,
713671,0001047469-13-003128,10-K,2013-03-20,2013-03-21,2012,FY,2012-12-31,annual,DNBF,DNB FINANCIAL CORP /PA/,639568000,56705000,,,,,46864000,,,,12978000,530424000,389660000,,,,7345000,2106000,5239000,,3755000,2739954,25729000,21974000,1455000,,1985000,8248000,-1543000,143000,,,6705000,56705000,46864000,103569000,11100000,
713671,0001047469-13-003128,10-K,2013-03-20,2013-03-21,2012,FY,2012-12-31,quarterly,DNBF,DNB FINANCIAL CORP /PA/,639568000,56705000,,,,,46864000,,,,12978000,530424000,389660000,,,,1838000,517000,1321000,,876000,,6196000,5320000,180000,,523000,1861000,-1035000,38000,,,826000,56705000,46864000,103569000,2714000,
713671,0000950159-13-000310,10-Q,2013-05-10,2013-05-11,2013,Q1,2013-03-31,quarterly,DNBF,DNB FINANCIAL CORP /PA/,641777000,57657000,,,,,41657000,,,,12982000,537538000,394910000,,,,1605000,430000,1175000,,800000,2761712,5774000,4974000,180000,,560000,1803000,-49000,57000,,,1754000,57657000,41657000,99314000,2405000,
713671,0000713671-13-000019,10-Q,2013-08-09,2013-08-10,2013,Q2,2013-06-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,667625000,57403000,,,,,43068000,,,,12986000,561908000,383100000,,,,1680000,430000,1250000,,719000,2773637,5887000,5168000,375000,,550000,3816000,-68000,49000,,,3748000,57403000,43068000,100471000,2399000,
713671,0000713671-13-000028,10-Q,2013-11-12,2013-11-13,2013,Q3,2013-09-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,649809000,57747000,,,,,34469000,,,,12990000,551858000,394933000,,,,297000,-36000,333000,,695000,2788489,5723000,5028000,1600000,,499000,1770000,-276000,48000,,,1494000,57747000,34469000,92216000,992000,
713671,0000713671-14-000024,10-K,2014-03-21,2014-03-22,2013,FY,2013-12-31,annual,DNBF,DNB FINANCIAL CORP /PA/,661473000,58583000,,,,,39674000,34060000,,,12995000,558747000,410731000,,,,5139000,1220000,3919000,,2888000,2780752,23212000,20324000,2530000,,2103000,9692000,-663000,204000,,,9029000,58583000,39674000,98257000,8027000,
713671,0000713671-14-000024,10-K,2014-03-21,2014-03-22,2013,FY,2013-12-31,quarterly,DNBF,DNB FINANCIAL CORP /PA/,661473000,58583000,,,,,39674000,34060000,,,12995000,558747000,410731000,,,,1557000,396000,1161000,,674000,,5828000,5154000,375000,,494000,2303000,-270000,50000,,,2033000,58583000,39674000,98257000,2231000,
713671,0000713671-14-000032,10-Q,2014-05-12,2014-05-13,2014,Q1,2014-03-31,quarterly,,DNB FINANCIAL CORP /PA/,681259000,60121000,,,,,55366000,35692000,,,12999000,561773000,425421000,,,,1327000,323000,1004000,,625000,2802362,5802000,5177000,375000,,462000,1889000,-131000,70000,,,1758000,60121000,55366000,115487000,1952000,
713671,0000713671-14-000044,10-Q,2014-08-11,2014-08-12,2014,Q2,2014-06-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,685162000,61697000,,,,,43741000,28428000,,,13000000,575569000,434135000,,,,1481000,361000,1120000,,581000,2809851,5877000,5296000,255000,,454000,2095000,-81000,65000,,,2014000,61697000,43741000,105438000,2062000,
713671,0000713671-14-000059,10-Q,2014-11-10,2014-11-11,2014,Q3,2014-09-30,quarterly,DNBF,DNB FINANCIAL CORP /PA/,695420000,62363000,,,,,39123000,23891000,,,13000000,589366000,444520000,,,,1656000,427000,1229000,,544000,2816703,5905000,5361000,300000,,454000,1380000,-71000,65000,,,1309000,62363000,39123000,101486000,2200000,
713671,0000713671-15-000030,10-K,2015-03-23,2015-03-24,2014,FY,2014-12-31,annual,,DNB FINANCIAL CORP /PA/,723330000,63908000,,,,,49005000,12504000,,,13000000,605083000,450697000,,,,6481000,1677000,4804000,,2311000,2812726,23596000,21285000,1130000,,1802000,7129000,-344000,267000,,,6785000,63908000,49005000,112913000,8792000,
713671,0000713671-15-000030,10-K,2015-03-23,2015-03-24,2014,FY,2014-12-31,quarterly,,DNB FINANCIAL CORP /PA/,723330000,63908000,,,,,49005000,12504000,,,13000000,605083000,450697000,,,,2017000,566000,1451000,,561000,,6012000,5451000,200000,,432000,1765000,-61000,67000,,,1704000,63908000,49005000,112913000,2578000,
713671,0000713671-15-000040,10-Q,2015-05-11,2015-05-12,2015,Q1,2015-03-31,quarterly,,DNB FINANCIAL CORP /PA/,748440000,56173000,,,,,59840000,28335000,,,3250000,627261000,458910000,,,,1601000,349000,1252000,,606000,2832869,5996000,5390000,300000,,460000,1675000,-35000,87000,,,1640000,56173000,59840000,116013000,2207000,
713671,0000713671-15-000051,10-Q,2015-08-10,2015-08-11,2015,Q2,2015-06-30,quarterly,,DNB FINANCIAL CORP /PA/,755943000,56624000,,,,,67725000,27493000,,,3250000,626376000,467227000,,,,1652000,417000,1235000,,678000,2847638,6131000,5453000,415000,,471000,2355000,-81000,78000,,,2274000,56624000,67725000,124349000,2330000,
713671,0000713671-15-000061,10-Q,2015-11-09,2015-11-10,2015,Q3,2015-09-30,quarterly,,DNB FINANCIAL CORP /PA/,741891000,58368000,,,,,70005000,18959000,,,3250000,608458000,465667000,,,,1628000,359000,1269000,,711000,2852237,6161000,5450000,100000,,454000,1534000,-164000,85000,,,1370000,58368000,70005000,128373000,2339000,
713671,0000713671-16-000097,10-K,2016-03-23,2016-03-24,2015,FY,2015-12-31,annual,,DNB FINANCIAL CORP /PA/,748818000,55488000,,,,,81909000,21119000,,,,606275000,476823000,,,,6641000,1503000,5138000,,2712000,2847488,24478000,21766000,1105000,,1806000,8548000,-661000,342000,,,7887000,55488000,81909000,137397000,9353000,
713671,0000713671-16-000097,10-K,2016-03-23,2016-03-24,2015,FY,2015-12-31,quarterly,,DNB FINANCIAL CORP /PA/,748818000,55488000,,,,,81909000,21119000,,,,606275000,476823000,,,,1760000,378000,1382000,,717000,,6190000,5473000,290000,,421000,2984000,-381000,92000,,,2603000,55488000,81909000,137397000,2477000,
713671,0000713671-16-000112,10-Q,2016-05-16,2016-05-17,2016,Q1,2016-03-31,quarterly,,DNB FINANCIAL CORP /PA/,761440000,58180000,,,,,61144000,38740000,,,,637055000,484194000,,,,2036000,480000,1556000,,650000,2869119,6105000,5455000,330000,,361000,2245000,-1206000,660000,,,1039000,58180000,61144000,119324000,2686000,
