cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1346287,0001213900-12-001832,10-Q/A,2012-04-16,2012-04-17,2011,Q2,2011-06-30,quarterly,GZGT,CHINA TELETECH HOLDING INC,2548702,-2678800,,,,,,118944,473097,,,,,3511488,70810,-18775,26859,25692,-18513,,0,149475127,4,,,89585,,-50634,,,,,,-2678800,,,26859,
1346287,0001213900-12-001834,10-Q/A,2012-04-16,2012-04-17,2011,Q3,2011-09-30,quarterly,GZGT,CHINA TELETECH HOLDING INC,2618070,-2675390,,,,,,345539,640497,,,,,3093734,69180,-24040,-23764,3603,-46756,,0,149475127,2,,,93220,,200194,,,,,,-2675390,,,-23764,
1346287,0001213900-12-001841,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,annual,GZGT,CHINA TELETECH HOLDING INC,2419513,-2685402,,,,,,69270,549908,,,,,18847061,420215,-386173,-290411,57713,-409285,,,153511467,15461,,,806388,,11970,0,,,,11970,-2685402,,,,
1346287,0001213900-12-001841,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,quarterly,GZGT,CHINA TELETECH HOLDING INC,2419513,-2685402,,,,,,69270,549908,,,,,3021893,-4024,-538683,-485491,-5365,-478289,,,,15450,,,534659,,-345412,,,,,,-2685402,,,,
1346287,0001213900-12-002730,10-K/A,2012-05-15,2012-05-16,2011,FY,2011-12-31,annual,GZGT,CHINA TELETECH HOLDING INC,2419513,-2685402,,,,,,69270,549908,,,,,18847061,420215,-386173,-290411,57713,-409285,,,153511467,15461,,,806388,,11970,0,,,,11970,-2685402,,,,
1346287,0001213900-12-002730,10-K/A,2012-05-15,2012-05-16,2011,FY,2011-12-31,quarterly,GZGT,CHINA TELETECH HOLDING INC,2419513,-2685402,,,,,,69270,549908,,,,,3021893,-4024,-538683,-485491,-5365,-478289,,,,15450,,,534659,,-345412,,,,,,-2685402,,,,
1346287,0001213900-12-002735,10-Q,2012-05-15,2012-05-16,2012,Q1,2012-03-31,quarterly,GZGT,CHINA TELETECH HOLDING INC,4596690,360111,,,,,,2308518,826413,,,,,3036784,76106,-34224,1650984,16134,1611132,,,104203410,6,,,110330,,393172,0,,,,393172,360111,,,,
1346287,0001136261-12-000456,10-Q,2012-08-14,2012-08-15,2012,Q2,2012-06-30,quarterly,GZGT,CHINA TELETECH HOLDING INC,4218389,1795339,,,,,,3428191,114443,,,,,8041796,288928,-352624,1018809,47139,958438,,5,60993943,14,,,641552,,1001054,,455133,,,,1795339,,,1018814,
1346287,0001136261-12-000608,10-Q,2012-11-14,2012-11-15,2012,Q3,2012-09-30,quarterly,GZGT,CHINA TELETECH HOLDING INC,4312953,1868293,,,,,,3372544,272810,,,,,8562535,272654,132071,164645,52154,102051,,-15,63283393,30,,,140583,,-49867,331,0,,,-49536,1868293,,,164630,
1346287,0001136261-13-000192,10-K,2013-04-22,2013-04-23,2012,FY,2012-12-31,annual,GZGT,CHINA TELETECH HOLDING INC,2161637,197475,,,,,,1270035,101363,,,,,26620278,731071,-546664,71389,17847,1502169,,327,72571557,65,,,1277735,,982160,,529789,,,,197475,,,71716,
