cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1392960,0001393905-11-000653,10-Q/A,2011-09-14,2011-09-15,2011,Q2,2011-06-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",5243886,4921379,,,,,,24897,,,,,,,,-720778,,,-721031,,253,,,,,,,,,,,,,4921379,,,,,5141,49919289,2011-06-30,single,,,,
1392960,0001393905-11-000801,10-Q,2011-11-21,2011-11-22,2011,Q3,2011-09-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",5212837,4807073,,,,,,2623,,,,,,,,-113016,,,-114307,,1291,,,,,,18216,-59774,,1,,,,4807073,,,,-94800,5141,49919289,2011-09-30,single,,,,
1392960,0001393905-12-000396,10-K,2012-07-24,2012-07-25,2011,FY,2011-12-31,annual,CNSV,"CONSOLIDATION SERVICES, INC.",1774808,1104383,,,,,,668,,,,,,,,-4646820,,,-4649937,,3117,47899854,,,,,12660,-174068,,642818,,,,1104383,,,,-4634160,1311,49919289,2011-12-31,single,,,,
1392960,0001393905-12-000396,10-K,2012-07-24,2012-07-25,2011,FY,2011-12-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",1774808,1104383,,,,,,668,,,,,,,,-3701114,,,-3702687,,1573,,,,,,-41645,-36955,,-3,,,,1104383,,,,-3742759,1311,49919289,2011-12-31,single,,,,
1392960,0001393905-12-000476,10-Q,2012-08-23,2012-08-24,2012,Q1,2012-03-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",1775863,954230,,,,,,4126,,,,,,,,-147757,,,-150154,,2397,49919289,,,,,2504,-74042,,,,,,954230,,,,-145253,1311,49919289,2012-03-31,single,,,,
1392960,0001393905-12-000528,10-Q/A,2012-09-19,2012-09-20,2012,Q2,2012-06-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",1784042,769298,,,,,,21181,,,,,,,,-193450,,,-196928,,3478,49954614,,,,,1714,-59675,,,,,,769298,,,,-191736,1311,50169289,2012-06-30,single,,,,
1392960,0001393905-12-000536,10-Q/A,2012-09-20,2012-09-21,2011,Q2,2011-06-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",5243886,4831380,,,,,,24897,,,,,,,,-765778,,,-766031,,253,47292334,,,,,,,,,,,,4831380,,,,,1311,49919289,2011-06-30,single,,,,
1392960,0001393905-12-000538,10-Q/A,2012-09-20,2012-09-21,2011,Q3,2011-09-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",5212837,4672073,,,,,,2623,,,,,,,,-158016,,,-159307,,1291,49919289,,,,,18216,-59774,,0,,,,4672073,,,,-139800,1311,49919289,2011-09-30,single,,,,
1392960,0001393905-12-000611,10-Q,2012-11-05,2012-11-06,2012,Q3,2012-09-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",1769108,582957,,,,,,11699,,,,,,,,-181356,,,-186341,,4985,50169289,,,,,1756,-112450,,,,,,582957,,,,-179600,1311,50169289,2012-09-30,single,,,,
1392960,0001393905-13-000200,10-K,2013-04-30,2013-05-01,2012,FY,2012-12-31,annual,CNSV,"CONSOLIDATION SERVICES, INC.",406524,-997583,,,,,,12597,,,,,,,,-2100152,,,-2117966,,17814,12516080,,,,,19379,-328769,,43000,,,,-997583,,,,-2080773,1311,12567553,2012-12-31,single,,,,
1392960,0001393905-13-000200,10-K,2013-04-30,2013-05-01,2012,FY,2012-12-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",406524,-997583,,,,,,12597,,,,,,,,-1577586,,,-1584540,,6954,,,,,,13405,-82602,,31000,,,,-997583,,,,-1564181,1311,12567553,2012-12-31,single,,,,
1392960,0001393905-13-000229,10-Q,2013-05-14,2013-05-15,2013,Q1,2013-03-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",439051,-1136630,,,,,,6935,,,,,,,,-307085,,,-315047,,7962,14359025,,,,,2336,-64662,,144000,,,,-1136630,,,,-304749,1311,14767553,2013-03-31,single,,,,
1392960,0001393905-13-000422,10-Q,2013-08-14,2013-08-15,2013,Q2,2013-06-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",429595,-1345607,,,,,,18595,,,,,,,,-199402,,,-208977,,9575,14767553,,,,,1060,-71340,,0,,,,-1345607,,,,-198342,1311,14767553,2013-06-30,single,,,,
1392960,0001393905-13-000646,10-Q,2013-11-14,2013-11-15,2013,Q3,2013-09-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",418982,-1595384,,,,,,8584,,,,,,,,-314113,,,-325019,,10906,14767553,,,,,2243,-88011,,177241,,,,-1595384,,,,-311870,5141,14767553,2013-09-30,single,,,,
1392960,0001393905-14-000141,10-K,2014-03-28,2014-03-29,2013,FY,2013-12-31,annual,CNSV,"CONSOLIDATION SERVICES, INC.",548784,-1585510,,,,,,119999,,,,,,,,-1050528,,,-1091086,,40558,14762074,,,,,8973,-265598,,421242,,,,-1585510,,,,-1041555,1311,15167553,2013-12-31,single,,,,
1392960,0001393905-14-000141,10-K,2014-03-28,2014-03-29,2013,FY,2013-12-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",548784,-1585510,,,,,,119999,,,,,,,,-229928,,,-242043,,12115,,,,,,3334,-41585,,100001,,,,-1585510,,,,-226594,1311,15167553,2013-12-31,single,,,,
1392960,0001393905-14-000304,10-Q,2014-05-15,2014-05-16,2014,Q1,2014-03-31,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",471835,-1756864,,,,,,56428,,,,,,,,-217366,,,-257480,,40159,15169895,,,,,1738,-163571,,,,,,-1756864,,,,-215628,1311,15212553,2014-03-31,single,,,,
1392960,0001393905-14-000479,10-Q,2014-08-15,2014-08-16,2014,Q2,2014-06-30,quarterly,CNSV,"CONSOLIDATION SERVICES, INC.",442812,-1917227,,,,,,39287,,,,,,,,-185380,,,-243484,,58468,15212553,,,,,,-167141,,,,,,-1917227,,,,,1311,15212553,2014-06-30,single,,,,
