cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
800459,0001193125-10-097999,10-Q,2010-04-29,2010-04-30,2010,Q3,2010-03-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2400155000,1049152000,88110000,88110000,,,605000,300589000,361517000,,,,,848232000,226315000,30574000,23202000,4942000,18260000,,5768000,71282000,,,,,,,,,,,,961042000,605000,1049757000,28970000,,3651,,,,,,,,instance,2010-04-29
800459,0001193125-10-181476,10-K,2010-08-06,2010-08-07,2010,FY,2010-06-30,annual,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2556215000,1134892000,105922000,105922000,,,463000,645570000,353123000,,,,,3364428000,885158000,85555000,49077000,8610000,158769000,,30215000,70595000,,,,,127654000,240439000,-60033000,21320000,,,180406000,1028970000,463000,1135355000,79292000,213209000,3651,,,,,13472000,,,instance,2010-08-06
800459,0001193125-10-181476,10-K,2010-08-06,2010-08-07,2010,FY,2010-06-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2556215000,1134892000,105922000,105922000,,,463000,645570000,353123000,,,,,821339000,200406000,17058000,8357000,-1935000,133883000,,6282000,,,,,,27368000,134871000,-33018000,4854000,,,101853000,1028970000,463000,1135355000,14639000,44426000,3651,,,,,13472000,,,instance,2010-08-06
800459,0001193125-10-245589,10-Q,2010-11-03,2010-11-04,2011,Q1,2010-09-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2693521000,1220269000,114650000,114650000,,,376000,567676000,439206000,,,,,836946000,224571000,42746000,35073000,7685000,27388000,,6146000,71094000,,,,,28157000,-21990000,-11550000,4353000,,,-33540000,1105619000,376000,1220645000,41219000,70903000,3651,,,,,4467000,,,instance,2010-11-03
800459,0001193125-11-022788,10-Q,2011-02-03,2011-02-04,2011,Q2,2010-12-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2718858000,1277270000,113941000,113941000,,,265000,484280000,429303000,,0,,,956081000,268740000,67819000,59650000,6598000,53052000,,5764000,71629000,,,,,30429000,112619000,-23028000,4978000,,,89591000,1163329000,265000,1277535000,65414000,98248000,3651,,,,,1180000,,,instance,2011-02-03
800459,0001193125-11-027362,10-Q/A,2011-02-08,2011-02-09,2011,Q2,2010-12-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2718858000,1277270000,113941000,113941000,,,265000,484280000,429303000,,0,,,956081000,268740000,67819000,59650000,6598000,53052000,,5764000,71629000,,,,,30429000,112619000,-23028000,4978000,,,89591000,1163329000,265000,1277535000,65414000,98248000,3651,,,,,1180000,,,instance,2011-02-08
800459,0001193125-11-118227,10-Q,2011-04-29,2011-04-30,2011,Q3,2011-03-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2941250000,1353149000,116366000,116366000,,,960000,426696000,455070000,,0,,,948196000,248825000,53647000,46921000,10321000,36600000,,5262000,71924000,,,,,30345000,44372000,-29604000,3847000,,,14768000,1236783000,960000,1354109000,52183000,83992000,3651,,,,,2073000,,,instance,2011-04-29
800459,0001193125-11-219632,10-K,2011-08-11,2011-08-12,2011,FY,2011-06-30,annual,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3058495000,1423658000,119357000,119357000,,,386000,603892000,423137000,,0,,,3772345000,987350000,190051000,160220000,24304000,135916000,,22576000,71635000,,,,,123264000,331750000,-108357000,17973000,-3525000,,223393000,1304301000,386000,1424044000,182796000,313315000,3651,,,,,1785000,,,instance,2011-08-11
800459,0001193125-11-219632,10-K,2011-08-11,2011-08-12,2011,FY,2011-06-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3058495000,1423658000,119357000,119357000,,,386000,603892000,423137000,,0,,,1031122000,245214000,25839000,18576000,-300000,18876000,,5404000,,,,,,34333000,196749000,-44175000,4795000,-1779000,,152574000,1304301000,386000,1424044000,23980000,60172000,3651,,,,,1785000,,,instance,2011-08-11
800459,0001193125-11-290469,10-Q,2011-11-01,2011-11-02,2012,Q1,2011-09-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3036381000,1417215000,184876000,184876000,,,381000,398418000,484322000,,0,,,1050603000,287642000,74178000,63234000,14867000,48367000,,5276000,71882000,,,,,31483000,-102181000,-23482000,2541000,-5245000,,-125663000,1232339000,381000,1417596000,68510000,105661000,3651,,,,,231000,,,instance,2011-11-01
800459,0001193125-12-042945,10-Q,2012-02-07,2012-02-08,2012,Q2,2011-12-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3087001000,1469165000,184928000,184928000,,,387160000,544803000,493690000,,0,,,1127029000,305539000,95378000,81991000,22736000,59255000,,4059000,72299000,,,,,28709000,122994000,-29463000,5400000,-5259000,,93531000,1284237000,387160000,1856325000,86050000,124087000,3651,,,,,219000,,,instance,2012-02-07
800459,0001193125-12-196242,10-Q,2012-04-30,2012-05-01,2012,Q3,2012-03-31,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3281984000,1655717000,186445000,186445000,,,391268000,640558000,501071000,,0,,,1095675000,292630000,59875000,53531000,-119125000,172656000,,5394000,72604000,,,,,30005000,12116000,-24820000,5500000,-5354000,,-12704000,1469272000,391268000,2046985000,58925000,89880000,3651,,,,,246000,,,instance,2012-04-30
800459,0001193125-12-349353,10-K,2012-08-10,2012-08-11,2012,FY,2012-06-30,annual,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3169464000,1529611000,180811000,180811000,,,395409000,617356000,427597000,,0,,,4364078000,1184146000,300246000,261153000,-68388000,329541000,,20126000,72083000,,,,,122225000,268507000,-112536000,17370000,-21161000,-123946000,155971000,1348800000,395409000,1925020000,281279000,422471000,3651,,,,,227000,,,instance,2012-08-10
800459,0001193125-12-349353,10-K,2012-08-10,2012-08-11,2012,FY,2012-06-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3169464000,1529611000,180811000,180811000,,,395409000,617356000,427597000,,0,,,1090771000,298335000,70815000,62397000,13134000,49263000,,5397000,,,,,,32028000,235578000,-34771000,3928000,-5303000,,200807000,1348800000,395409000,1925020000,67794000,102843000,3651,,,,,227000,,,instance,2012-08-10
800459,0001193125-12-448889,10-Q,2012-11-02,2012-11-03,2013,Q1,2012-09-30,quarterly,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,3187551000,1574450000,180533000,180533000,,,399700000,633935000,512567000,,0,,,998193000,278247000,79091000,71766000,17211000,54555000,,5995000,69471000,,,,,28543000,-102400000,-18960000,4867000,-10079000,-4809000,-121360000,1393917000,399700000,1974150000,77761000,107634000,3651,,,,,212000,,,instance,2012-11-02
