cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
874214,0001193125-10-194134,10-Q,2010-08-20,2010-08-21,2010,Q2,2010-07-31,quarterly,ANN,ANNTAYLOR STORES CORP,947782000,471557000,,,,,,262642000,,,,,,483472000,266074000,29895000,29526000,10914000,18612000,,480000,58813000,111000,,,,,,,,,,,471557000,,,30006000,
874214,0001193125-10-264905,10-Q,2010-11-19,2010-11-20,2010,Q3,2010-10-31,quarterly,ANN,ANNTAYLOR STORES CORP,964537000,482310000,,,,,,223614000,,,,,,505281000,288776000,40845000,40721000,16525000,24196000,,369000,58270000,245000,,,,23581000,-9401000,-17510000,4638000,,-19943000,-26911000,482310000,,,41090000,64426000
874214,0001193125-11-063911,10-K,2011-03-11,2011-03-12,2010,FY,2011-01-31,annual,ANN,ANNTAYLOR STORES CORP,926820000,423445000,,,,,,226644000,,,,,,1980195000,1103994000,119790000,119122000,45725000,73397000,,1632000,58110000,964000,,,,95523000,164311000,-61213000,21210000,,-105708000,103098000,423445000,,,120754000,215313000
874214,0001193125-11-063911,10-K,2011-03-11,2011-03-12,2010,FY,2011-01-31,quarterly,ANN,ANNTAYLOR STORES CORP,926820000,423445000,,,,,,226644000,,,,,,515261000,266253000,10343000,10347000,2374000,7973000,,378000,,382000,,,,22475000,106168000,-24698000,6025000,,-80385000,81470000,423445000,,,10725000,32818000
874214,0001193125-11-146362,10-Q,2011-05-20,2011-05-21,2011,Q1,2011-04-30,quarterly,ANN,ANN INC.,849357000,362146000,,,,,,104295000,223628000,,,,,523628000,299952000,45919000,45874000,18560000,27314000,,,53089000,,,,,23026000,-1596000,-27629000,6003000,,-104897000,-29225000,362146000,,,,68945000
874214,0001193125-11-227312,10-Q,2011-08-19,2011-08-20,2011,Q2,2011-07-31,quarterly,ANN,ANN INC.,904364000,393923000,,,,,,145178000,213686000,,,,,558201000,306801000,41676000,41243000,16451000,24792000,,,52161000,,,,,24966000,71594000,-33913000,4699000,,-24000,37681000,393923000,,,,66642000
874214,0001193125-11-317068,10-Q,2011-11-18,2011-11-19,2011,Q3,2011-10-31,quarterly,ANN,ANN INC.,962423000,436068000,,,,,,139590000,278174000,,,,,564003000,324240000,54742000,54298000,22018000,32280000,,,52072000,,,,,23696000,27648000,-34750000,6307000,,-188000,-7102000,436068000,,,,78438000
874214,0000874214-12-000007,10-K,2012-03-09,2012-03-10,2011,FY,2012-01-31,annual,ANN,ANN INC.,887681000,363877000,,,,,,150208000,213447000,,,,,2212493000,1208143000,145499000,144447000,57881000,86566000,,,52029000,,,,,94187000,207828000,-118918000,20710000,,-180298000,88910000,363877000,,,,239686000
874214,0000874214-12-000007,10-K,2012-03-09,2012-03-10,2011,FY,2012-01-31,quarterly,ANN,ANN INC.,887681000,363877000,,,,,,150208000,213447000,,,,,566661000,277150000,3162000,3032000,852000,2180000,,,,,,,,22499000,110182000,-22626000,3701000,,-75189000,87556000,363877000,,,,25661000
874214,0000874214-12-000032,10-Q,2012-05-18,2012-05-19,2012,Q1,2012-04-30,quarterly,ANN,ANN INC.,882538000,370847000,,,,,,106154000,243516000,,,,,560411000,317371000,45353000,45573000,16841000,28732000,,,48677000,,,,,23302000,9105000,-27936000,3361000,,-39044000,-18831000,370847000,,,,68655000
874214,0000874214-12-000053,10-Q,2012-08-17,2012-08-18,2012,Q2,2012-07-31,quarterly,ANN,ANN INC.,905588000,368175000,,,,,,132663000,221634000,,,,,594872000,332401000,52945000,52561000,21826000,30735000,,,48118000,,,,,23063000,96092000,-31706000,4100000,,-40042000,64386000,368175000,,,,76008000
