cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1398702,0001062993-11-003272,10-Q,2011-08-15,2011-08-16,2011,Q2,2011-06-30,quarterly,TCKM,TECKMINE INDUSTRIES INC.,11367,-190285,,,,,,11367,,,,,,,,,,,-9217,,,19506304,,,,9217,,,,,,,,-190285,,,,,1000,19506304,2011-06-30,single,,,,
1398702,0001062993-11-004462,10-Q,2011-11-14,2011-11-15,2011,Q3,2011-09-30,quarterly,TCKM,TECKMINE INDUSTRIES INC.,33,-192001,,,,,,33,,,,,,0,,,,,-3966,,,19506304,,,,3966,,-11334,,,,,,-192001,,,,,1000,19506304,2011-09-30,single,,,,
1398702,0001354488-12-001875,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,annual,TCKN,TECKMINE INDUSTRIES INC.,0,-204707,,,,,,,,,,,,,,,,,-51372,,,,,,,51372,,-44281,,,,,,-204707,,,,,1000,19506304,2011-12-31,single,,,,
1398702,0001354488-12-001875,10-K,2012-04-16,2012-04-17,2011,FY,2011-12-31,quarterly,TCKN,TECKMINE INDUSTRIES INC.,0,-204707,,,,,,,,,,,,,,,,,-14956,,,,,,,14956,,-17804,,,,,,-204707,,,,,1000,19506304,2011-12-31,single,,,,
1398702,0001354488-12-002718,10-Q,2012-05-18,2012-05-19,2012,Q1,2012-03-31,quarterly,TCKN,TECKMINE INDUSTRIES INC.,0,-218415,,,,,,0,,,,,,0,,,,,-15958,,,,,,,15958,,0,0,,,,0,-218415,,,,,1000,19506304,2012-03-31,single,,,,
1398702,0001354488-12-004586,10-Q/A,2012-08-27,2012-08-28,2012,Q2,2012-06-30,quarterly,TCKN,TECKMINE INDUSTRIES INC.,9,-225092,,,,,,9,,,,,,,,,,,-8927,,,19506304,,,,8927,,-5912,,,,,,-225092,,,,,1000,19506304,2012-06-30,single,,,,
1398702,0001354488-12-006259,10-Q,2012-11-29,2012-11-30,2012,Q3,2012-09-30,quarterly,TCKN,TECKMINE INDUSTRIES INC.,1001,-239948,,,,,,1001,,,,,,,,,,,-17106,,,19506304,,,,17106,,-19449,,,,,,-239948,,,,,1000,19506304,2012-09-30,single,,,,
1398702,0001354488-13-000954,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,annual,TCKN,TECKMINE INDUSTRIES INC.,350,-244748,,,,,,350,,,,,,0,,,,,-49041,,,19506304,,,,49041,,-31988,0,,,,-31988,-244748,,,,,1000,19506304,2012-12-31,single,,,,
1398702,0001354488-13-000954,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,quarterly,TCKN,TECKMINE INDUSTRIES INC.,350,-244748,,,,,,350,,,,,,,,,,,-7050,,,,,,,7050,,-6627,,,,,,-244748,,,,,1000,19506304,2012-12-31,single,,,,
1398702,0001354488-13-001134,10-K/A,2013-03-13,2013-03-14,2012,FY,2012-12-31,annual,TCKN,TECKMINE INDUSTRIES INC.,350,-244748,,,,,,350,,,,,,0,,,,,-49041,,,19506304,,,,49041,,-31988,0,,,,-31988,-244748,,,,,1000,19506304,2012-12-31,single,,,,
1398702,0001354488-13-001134,10-K/A,2013-03-13,2013-03-14,2012,FY,2012-12-31,quarterly,TCKN,TECKMINE INDUSTRIES INC.,350,-244748,,,,,,350,,,,,,,,,,,-7050,,,,,,,7050,,-6627,,,,,,-244748,,,,,1000,19506304,2012-12-31,single,,,,
