cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1371446,0001193125-11-216475,10-Q,2011-08-09,2011-08-10,2011,Q2,2011-06-30,quarterly,FBRC,FBR & CO.,412103000,283937000,8234000,5882000,2352000,,,176944000,,,0,,,49182000,,,-2938000,-211000,-2727000,,0,,,,,,,,,,,,,275703000,,,-2938000,
1371446,0001193125-11-302352,10-Q,2011-11-08,2011-11-09,2011,Q3,2011-09-30,quarterly,FBRC,FBR & CO.,328802000,243319000,8119000,5882000,2237000,,,120814000,,,,,,20134000,,,-25763000,373000,-26136000,,,,,,,,918000,-32089000,-364000,1899000,,-15822000,-32453000,235200000,,,,
1371446,0001193125-12-116856,10-K,2012-03-15,2012-03-16,2011,FY,2011-12-31,annual,FBRC,FBR & CO.,298083000,225297000,2121000,0,2121000,,,135792000,,,0,,,147151000,,,-49879000,-230000,-49649000,,0,,,,,,4023000,-65530000,-1304000,8096000,,-23238000,-66834000,223176000,,,-49879000,
1371446,0001193125-12-116856,10-K,2012-03-15,2012-03-16,2011,FY,2011-12-31,quarterly,FBRC,FBR & CO.,298083000,225297000,2121000,0,2121000,,,135792000,,,0,,,27737000,,,-19208000,-327000,-18881000,,,,,,,,746000,15627000,-199000,1407000,,-512000,15428000,223176000,,,,
1371446,0001193125-12-224449,10-Q,2012-05-10,2012-05-11,2012,Q1,2012-03-31,quarterly,FBRC,FBR & CO.,317888000,225273000,2005000,,2005000,,,168511000,,,0,,,39078000,,,461000,23000,438000,,,57479000,,,,,685000,26414000,-124000,1865000,,-1275000,26290000,223268000,,,,
1371446,0001193125-12-347320,10-Q,2012-08-09,2012-08-10,2012,Q2,2012-06-30,quarterly,FBRC,FBR & CO.,279368000,209643000,1890000,,1890000,,,145534000,,,0,,,33732000,,,322000,15000,491000,,,57254000,,,,,680000,-4875000,-255000,2076000,,4081000,-5130000,207753000,,,,
1371446,0001193125-12-463077,10-Q,2012-11-09,2012-11-10,2012,Q3,2012-09-30,quarterly,FBRC,FBR & CO.,283976000,207244000,1890000,,1890000,,,129893000,,,0,,,23889000,,,-5578000,-1262000,-3357000,,,50181000,,,,,548000,-11122000,-17000,1967000,,533000,-11139000,205354000,,,,
1371446,0001193125-13-110282,10-K,2013-03-15,2013-03-16,2012,FY,2012-12-31,annual,FBRC,FBR & CO.,333444000,239864000,0,,0,,,174925000,,,,,,151492000,,,3928000,-1078000,29691000,,,55193000,,,,,2391000,37992000,-460000,7894000,,-20870000,37532000,239864000,,,,
1371446,0001193125-13-110282,10-K,2013-03-15,2013-03-16,2012,FY,2012-12-31,quarterly,FBRC,FBR & CO.,333444000,239864000,0,,0,,,174925000,,,,,,58926000,,,9211000,162000,32119000,,,,,,,,478000,27575000,-64000,1986000,,-781000,27511000,239864000,,,,
1371446,0001193125-13-213829,10-Q,2013-05-10,2013-05-11,2013,Q1,2013-03-31,quarterly,FBRC,FBR & CO.,408030000,267443000,,,,,,195146000,,,,,,117926000,,,35907000,1459000,35254000,,,13292000,,,,,349000,46073000,-13000,1839000,,-9140000,46060000,267443000,,,,
1371446,0001193125-13-328560,10-Q,2013-08-09,2013-08-10,2013,Q2,2013-06-30,quarterly,FBRC,FBR & CO.,456744000,315459000,,,,,,226734000,,,,,,67242000,,,14632000,-29591000,46539000,,,13216000,,,,,348000,37136000,-141000,2207000,,-3144000,36995000,315459000,,,,
1371446,0001193125-13-435120,10-Q,2013-11-08,2013-11-09,2013,Q3,2013-09-30,quarterly,FBRC,FBR & CO.,435569000,306533000,,,,,,201722000,,,,,,34056000,,,3150000,361000,6411000,,,13335000,,,,,259000,12547000,-219000,2212000,,-20416000,12328000,306533000,,,,
1371446,0001193125-14-100176,10-K,2014-03-14,2014-03-15,2013,FY,2013-12-31,annual,FBRC,FBR & CO.,410572000,290777000,,,,,,207973000,,,,,,259821000,,,57270000,-27483000,92912000,,,12960000,,,,,1290000,95420000,-882000,8457000,,-55541000,94538000,290777000,,,,
1371446,0001193125-14-100176,10-K,2014-03-14,2014-03-15,2013,FY,2013-12-31,quarterly,FBRC,FBR & CO.,410572000,290777000,,,,,,207973000,,,,,,40597000,,,3581000,288000,8599000,,,,,,,,334000,-336000,-509000,2199000,,-22841000,-845000,290777000,,,,
1371446,0001193125-14-192619,10-Q,2014-05-09,2014-05-10,2014,Q1,2014-03-31,quarterly,FBRC,FBR & CO.,611805000,297863000,,,,,,170166000,,,,,,56035000,,,9015000,3405000,5610000,,1677000,12087000,,,,,351000,-18487000,-716000,2173000,,-6849000,-19203000,297863000,,,10692000,
1371446,0001193125-14-303119,10-Q,2014-08-08,2014-08-09,2014,Q2,2014-06-30,quarterly,FBRC,FBR & CO.,746121000,297937000,,,,,,176905000,,,0,,,60181000,,,8975000,1999000,6976000,,3083000,11965000,,,,,366000,31151000,-2541000,2373000,,-10480000,28610000,297937000,,,12058000,
1371446,0001193125-14-403182,10-Q,2014-11-07,2014-11-08,2014,Q3,2014-09-30,quarterly,FBRC,FBR & CO.,1256406000,270051000,5070000,,,,,122586000,,,,,,49397000,,,3308000,-193000,3501000,,7300000,11419000,4861000,,,,385000,-16131000,-3491000,2406000,,-33730000,-19622000,264981000,,,10608000,
1371446,0001564590-15-001743,10-K,2015-03-16,2015-03-17,2014,FY,2014-12-31,annual,FBRC,FBR & CO.,1035097000,260406000,4921000,,,,,108962000,,,0,,,203308000,,,17360000,341000,17019000,,21183000,11465000,13067000,,,,1990000,-20760000,-9509000,9397000,,-64094000,-30269000,255485000,,,38543000,
1371446,0001564590-15-001743,10-K,2015-03-16,2015-03-17,2014,FY,2014-12-31,quarterly,FBRC,FBR & CO.,1035097000,260406000,4921000,,,,,108962000,,,0,,,37695000,,,-3938000,-4870000,932000,,9123000,,7652000,,,,888000,-17293000,-2761000,2445000,,-13035000,-20054000,255485000,,,5185000,
1371446,0001564590-15-003772,10-Q,2015-05-08,2015-05-09,2015,Q1,2015-03-31,quarterly,FBRC,FBR & CO.,1354399000,235465000,4832000,,,,,74047000,,,0,,,35524000,,,-3843000,-1321000,-2522000,,8429000,8827000,6985000,,,,778000,-6707000,-957000,2309000,,-25849000,-7664000,230633000,,,4586000,
1371446,0001564590-15-006850,10-Q,2015-08-10,2015-08-11,2015,Q2,2015-06-30,quarterly,FBRC,FBR & CO.,1268969000,234865000,4742000,,,,,71170000,,,0,,,54048000,,,4398000,1499000,2899000,,9792000,9159000,8008000,,,,802000,-8863000,-218000,1044000,,-3087000,-9081000,230123000,,,14190000,
1371446,0001564590-15-010155,10-Q,2015-11-09,2015-11-10,2015,Q3,2015-09-30,quarterly,FBRC,FBR & CO.,1105921000,222966000,5858000,,,,,64196000,,,0,,,35291000,,,-6309000,-2881000,-3428000,,9711000,7899000,8394000,,,,794000,5014000,-648000,2284000,,-11032000,4366000,217108000,,,3402000,
1371446,0001564590-16-014821,10-K,2016-03-15,2016-03-16,2015,FY,2015-12-31,annual,FBRC,FBR & CO.,933416000,210767000,6273000,,,,,70067000,,,0,,,155432000,,,-15758000,-8297000,-7461000,,35037000,8069000,31774000,,,,3312000,-19617000,-2261000,7192000,-2934000,-48332000,-21878000,204494000,,,19279000,
