cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1403475,0001140361-11-040279,10-Q,2011-08-08,2011-08-09,2011,Q2,2011-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1337393000,129058000,,,,,,,,,0,1138906000,972714000,,,,5586000,2147000,3439000,,1134000,5385,18137000,17003000,3000000,,314000,,,,,,,129058000,,,6720000,
1403475,0001140361-11-052125,10-Q,2011-11-08,2011-11-09,2011,Q3,2011-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,1362717000,133001000,,,,,,,,,0,1176525000,979419000,,,,6864000,2631000,4233000,,2005000,5390000,17225000,15220000,500000,,329000,6338000,-673000,88000,-852000,,5665000,133001000,,,8869000,
1403475,0001140361-12-014968,10-K,2012-03-12,2012-03-13,2011,FY,2011-12-31,annual,BMRC,BANK OF MARIN BANCORP,1393263000,135551000,,,,,,,,,0,1202972000,1016515000,,,,24755000,9191000,15564000,,5295000,5384000,69114000,63819000,7050000,,1293000,22381000,-2472000,377000,-3457000,,19909000,135551000,,,30050000,
1403475,0001140361-12-014968,10-K,2012-03-12,2012-03-13,2011,FY,2011-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,1393263000,135551000,,,,,,,,,0,1202972000,1016515000,,,,5008000,1625000,3383000,,948000,,16666000,15718000,2500000,,342000,4981000,-333000,85000,-907000,,4648000,135551000,,,5956000,
1403475,0001403475-12-000008,10-Q,2012-05-08,2012-05-09,2012,Q1,2012-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,1421284000,140021000,,,,,,,,,0,1245641000,1018685000,,,,8061000,3121000,4940000,,732000,5425000,16933000,16201000,0,,341000,6129000,-26000,86000,-908000,,6103000,140021000,,,8793000,
1403475,0001403475-12-000028,10-Q,2012-08-08,2012-08-09,2012,Q2,2012-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1407000000,144326000,,,,,,,,,0,1230717000,1011759000,,,,8296000,3345000,4951000,,656000,5419000,16937000,16281000,100000,,341000,1422000,-237000,120000,-910000,,1185000,144326000,,,8952000,
1403475,0001403475-12-000040,10-Q,2012-11-06,2012-11-07,2012,Q3,2012-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,1435114000,147336000,,,,,,,,,0,1258873000,1000571000,,,,5026000,1802000,3224000,,681000,5455000,15598000,14917000,2100000,,339000,6476000,-260000,101000,-966000,,6216000,147336000,,,5707000,
1403475,0001403475-13-000017,10-K,2013-03-14,2013-03-15,2012,FY,2012-12-31,annual,BMRC,BANK OF MARIN BANCORP,1434749000,151792000,,,,,,,,,0,1253289000,1060291000,,,,28708000,10891000,17817000,,2576000,5438000,65766000,63190000,2900000,,1355000,20806000,-1221000,408000,-3751000,,19585000,151792000,,,31284000,
1403475,0001403475-13-000017,10-K,2013-03-14,2013-03-15,2012,FY,2012-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,1434749000,151792000,,,,,,,,,0,1253289000,1060291000,,,,7325000,2623000,4702000,,507000,,16298000,15791000,700000,,334000,6779000,-698000,101000,-967000,,6081000,151792000,,,7832000,
1403475,0001403475-13-000031,10-Q,2013-05-08,2013-05-09,2013,Q1,2013-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,1427022000,156843000,,,,,,,,,0,1231551000,1058401000,,,,7437000,2571000,4866000,,434000,5487000,15230000,14796000,-230000,,336000,4129000,-350000,92000,-971000,,3779000,156843000,,,7871000,
1403475,0001403475-13-000077,10-Q,2013-08-08,2013-08-09,2013,Q2,2013-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1428518000,158359000,,,,,,,,,0,1224437000,1077125000,,,,4730000,1675000,3055000,,425000,5509000,14730000,14305000,1100000,,353000,3238000,-173000,119000,-979000,,3065000,158359000,,,5155000,
1403475,0001403475-13-000107,10-Q,2013-11-12,2013-11-13,2013,Q3,2013-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,1483603000,161711000,,,,,,,,,0,1292476000,1079043000,,,,6368000,2364000,4004000,,429000,5538000,14471000,14042000,-480000,,343000,7273000,-112000,98000,-982000,,7161000,161711000,,,6797000,
1403475,0001403475-14-000013,10-K,2014-03-17,2014-03-18,2013,FY,2013-12-31,annual,BMRC,BANK OF MARIN BANCORP,1805194000,180887000,,,,,,,,,0,1587102000,1255098000,,,,22209000,7939000,14270000,,1785000,5558000,60560000,58775000,540000,,1395000,21201000,-958000,403000,-3970000,,20243000,180887000,,,23994000,
1403475,0001403475-14-000013,10-K,2014-03-17,2014-03-18,2013,FY,2013-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,1805194000,180887000,,,,,,,,,0,1587102000,1255098000,,,,3674000,1329000,2345000,,497000,,16129000,15632000,150000,,363000,6561000,-323000,94000,-1038000,,6238000,180887000,,,4171000,
1403475,0001403475-14-000018,10-Q,2014-05-08,2014-05-09,2014,Q1,2014-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,1797852000,186165000,6436000,6436000,,,,,,,0,1576340000,1263758000,,,,7117000,2584000,4533000,,610000,5980000,18504000,17894000,150000,,416000,2140000,-342000,99000,-1120000,,1798000,179729000,,,7727000,
1403475,0001403475-14-000029,10-Q,2014-08-08,2014-08-09,2014,Q2,2014-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1823901000,190906000,6436000,6436000,,,,,,,0,1598823000,1323611000,,,,8185000,3017000,5168000,,582000,5993000,18456000,17874000,600000,,403000,4343000,-663000,130000,-1123000,,3680000,184470000,,,8767000,
1403475,0001403475-14-000043,10-Q,2014-11-07,2014-11-08,2014,Q3,2014-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,1802657000,195674000,6436000,6436000,,,,,,,0,1571624000,1345936000,,,,8482000,3104000,5378000,,577000,6014000,18108000,17531000,0,,383000,7604000,-364000,107000,-1185000,,7240000,189238000,,,9059000,
1403475,0001403475-15-000012,10-K,2015-03-12,2015-03-13,2014,FY,2014-12-31,annual,BMRC,BANK OF MARIN BANCORP,1787130000,200026000,10168000,6436000,3732000,,,,,,0,1551619000,1348252000,,,,31469000,11698000,19771000,,2349000,6006000,72790000,70441000,750000,,1585000,18857000,-2334000,446000,-4733000,,16523000,189858000,,,33818000,
1403475,0001403475-15-000012,10-K,2015-03-12,2015-03-13,2014,FY,2014-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,1787130000,200026000,10168000,6436000,3732000,,,,,,0,1551619000,1348252000,,,,7685000,2993000,4692000,,580000,,17722000,17142000,0,,383000,4770000,-965000,110000,-1305000,,3805000,189858000,,,8265000,
1403475,0001403475-15-000020,10-Q,2015-05-08,2015-05-09,2015,Q1,2015-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,1826149000,204506000,6436000,6436000,,,,,,,0,1585120000,1331328000,,,,6939000,2482000,4457000,,582000,6048000,17180000,16598000,0,,421000,5886000,-414000,92000,-1307000,,5472000,198070000,,,7521000,
1403475,0001403475-15-000043,10-Q,2015-08-07,2015-08-08,2015,Q2,2015-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1870762000,207182000,6436000,6436000,,,,,,,0,1630483000,1324851000,,,,6743000,2457000,4286000,,564000,6062000,17018000,16454000,0,,650000,3239000,-475000,216000,-1313000,,2764000,200746000,,,7307000,
1403475,0001403475-15-000054,10-Q,2015-11-09,2015-11-10,2015,Q3,2015-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,1882794000,211954000,6436000,6436000,,,,,,,0,1635482000,1348743000,,,,7543000,2770000,4773000,,562000,6067000,17445000,16883000,0,,441000,7965000,-305000,169000,-1316000,,7660000,205518000,,,8105000,
1403475,0001403475-16-000064,10-K,2016-03-11,2016-03-12,2015,FY,2015-12-31,annual,BMRC,BANK OF MARIN BANCORP,2031134000,214473000,9549000,6436000,3113000,,,,,,0,1728226000,1436229000,,,,28931000,10490000,18441000,,2251000,6065000,69438000,67187000,500000,,1968000,23682000,-1418000,636000,-5390000,,22264000,204924000,,,31182000,
1403475,0001403475-16-000064,10-K,2016-03-11,2016-03-12,2015,FY,2015-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,2031134000,214473000,9549000,6436000,3113000,,,,,,0,1728226000,1436229000,,,,7706000,2781000,4925000,,552000,,17795000,17243000,500000,,456000,6592000,-224000,159000,-1454000,,6368000,204924000,,,8258000,
1403475,0001403475-16-000071,10-Q,2016-05-09,2016-05-10,2016,Q1,2016-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,1943602000,221646000,6436000,6436000,,,,,,,0,1681346000,1426811000,,,,8791000,3145000,5646000,,557000,6090000,19195000,18638000,0,,453000,7598000,-57000,214000,-1518000,,7541000,215210000,,,9348000,
1403475,0001403475-16-000092,10-Q,2016-08-05,2016-08-06,2016,Q2,2016-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,1950452000,226452000,6436000,6436000,,,,,,,0,1705615000,1433312000,,,,7570000,2733000,4837000,,827000,6109000,17993000,17166000,0,,441000,2897000,-182000,264000,-1526000,,2715000,220016000,,,8397000,
1403475,0001403475-16-000101,10-Q,2016-11-07,2016-11-08,2016,Q3,2016-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,2054821000,231780000,6436000,6436000,,,,,,,0,1801469000,1451950000,,,,11135000,4171000,6964000,,453000,6117000,19834000,19381000,-1550000,,449000,9820000,-413000,232000,-1529000,,9407000,225344000,,,11588000,
1403475,0001403475-17-000012,10-K,2017-03-14,2017-03-15,2016,FY,2016-12-31,annual,BMRC,BANK OF MARIN BANCORP,2023493000,230563000,6436000,6436000,,,,,,,0,1772700000,1471174000,,,,36480000,13346000,23134000,,2269000,6115000,75430000,73161000,-1850000,,1822000,25446000,-1040000,985000,-6223000,,24406000,224127000,,,38749000,
1403475,0001403475-17-000012,10-K,2017-03-14,2017-03-15,2016,FY,2016-12-31,quarterly,BMRC,BANK OF MARIN BANCORP,2023493000,230563000,6436000,6436000,,,,,,,0,1772700000,1471174000,,,,8984000,3297000,5687000,,432000,,18408000,17976000,-300000,,479000,5131000,-388000,275000,-1650000,,4743000,224127000,,,9416000,
1403475,0001403475-17-000018,10-Q,2017-05-08,2017-05-09,2017,Q1,2017-03-31,quarterly,BMRC,BANK OF MARIN BANCORP,2033708000,234986000,6436000,6436000,,,,,,,0,1779269000,1462351000,,,,6725000,2177000,4548000,,411000,6172000,18032000,17621000,0,,481000,6968000,-297000,378000,-1655000,,6671000,228550000,,,7136000,
1403475,0001403475-17-000036,10-Q,2017-08-07,2017-08-08,2017,Q2,2017-06-30,quarterly,BMRC,BANK OF MARIN BANCORP,2100716000,240733000,6436000,6436000,,,,,,,0,1840540000,1476253000,,,,7769000,2583000,5186000,,399000,6174000,18703000,18304000,0,,463000,5245000,-517000,332000,-1660000,,4728000,234297000,,,8168000,
1403475,0001403475-17-000067,10-Q,2017-11-06,2017-11-07,2017,Q3,2017-09-30,quarterly,BMRC,BANK OF MARIN BANCORP,2155901000,245049000,6436000,6436000,,,,,,,0,1890970000,1509199000,,,,7818000,2686000,5132000,,423000,6191000,19211000,18788000,0,,489000,8231000,-329000,347000,-1788000,,7902000,238613000,,,8241000,
1403475,0001403475-18-000006,10-K,2018-03-15,2018-03-16,2017,FY,2017-12-31,annual,BMRC,BANK OF MARIN BANCORP,2468154000,297025000,30140000,30140000,,,,,,,0,2148670000,1663246000,,,,28838000,12862000,15976000,,1744000,6273000,76596000,74852000,500000,,1941000,26947000,-1434000,1271000,-6896000,,25513000,266885000,,,30582000,
