cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1539894,0001539894-12-000019,10-Q,2012-05-14,2012-05-15,2012,Q1,2012-03-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",165725000,56458000,,,,,,8712000,,,18000000,,,,,,135000,0,135000,,,18432758,,,,,,-9103000,-129000,,,,-9232000,56458000,,,,
1539894,0001539894-12-000036,10-Q/A,2012-06-26,2012-06-27,2012,Q1,2012-03-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",165725000,56458000,,,,,,8712000,,,18000000,,,,,,135000,0,135000,,,18432758,,,,,,-9103000,-129000,,,,-9232000,56458000,,,,
1539894,0001539894-12-000043,10-Q,2012-08-13,2012-08-14,2012,Q2,2012-06-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",159936000,57031000,,,,,,17592000,,,18000000,,,,,,130000,0,130000,,,18433153,,,,,,-8772000,-216000,,,,-8988000,57031000,,,,
1539894,0001539894-12-000061,10-Q,2012-11-13,2012-11-14,2012,Q3,2012-09-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",169943000,59103000,,,,,,12151000,,,18000000,,,12327000,,,1657000,0,1657000,,,18447902,,,,10670000,,-1469000,-241000,,,,-1710000,59103000,,,,
1539894,0001539894-13-000054,10-K,2013-03-18,2013-03-19,2012,FY,2012-12-31,annual,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",163067000,59864000,,,,,,19912000,,,18000000,,,42791000,,,3166000,0,3166000,,,8434948,,,,39625000,315000,-20741000,-673000,113000,,,-21414000,59864000,,,,
1539894,0001539894-13-000054,10-K,2013-03-18,2013-03-19,2012,FY,2012-12-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",163067000,59864000,,,,,,19912000,,,18000000,,,12851000,,,1244000,0,1244000,,,,,,,11607000,,-1397000,-87000,,,,-1484000,59864000,,,,
1539894,0001539894-13-000081,10-Q,2013-05-13,2013-05-14,2013,Q1,2013-03-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",223544000,70195000,740000,,740000,,,23770000,,,20000000,,,16598000,,,602000,0,602000,,,8378997,,,,15996000,,-15811000,-147000,,-1874000,,-15958000,69455000,,,,
1539894,0001539894-13-000106,10-Q,2013-08-13,2013-08-14,2013,Q2,2013-06-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",217553000,69582000,740000,,740000,,,25258000,,,20000000,,,17913000,,,1773000,72000,1701000,,,10968405,,,,16140000,,3372000,-118000,,-202000,,3254000,68842000,,,,
1539894,0001539894-13-000118,10-Q,2013-11-04,2013-11-05,2013,Q3,2013-09-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",223880000,55575000,740000,,740000,,,8685000,,,2000000,,,18579000,,,1699000,0,1699000,,,9057446,,,,16880000,,3629000,-484000,,-73000,,3145000,54835000,,,,
1539894,0001539894-14-000007,10-K,2014-03-10,2014-03-11,2013,FY,2013-12-31,annual,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",219278000,63698000,740000,,740000,,,9811000,,,2000000,,,74027000,,,6252000,72000,6180000,,,10840868,,,,67775000,795000,-5920000,-1245000,247000,-2145000,,-7165000,62958000,,,,
1539894,0001539894-14-000007,10-K,2014-03-10,2014-03-11,2013,FY,2013-12-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",219278000,63698000,740000,,740000,,,9811000,,,2000000,,,20938000,,,2178000,0,2178000,,,,,,,18760000,,2890000,-496000,,4000,,2394000,62958000,,,,
1539894,0001539894-14-000034,10-Q/A,2014-05-09,2014-05-10,2014,Q1,2014-03-31,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",229571000,67395000,740000,,740000,,,10349000,,,2000000,,,22724000,,,2192000,0,2192000,,,9883555,,,,20532000,217000,2127000,-406000,642000,0,,1721000,66655000,,,,
1539894,0001539894-14-000041,10-Q,2014-08-05,2014-08-06,2014,Q2,2014-06-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",256182000,96155000,740000,,740000,,,42146000,,,2000000,,,24082000,,,2659000,100000,2559000,,,11007639,,,,21423000,215000,8854000,-345000,301000,0,,8509000,95415000,,,,
1539894,0001539894-14-000049,10-Q,2014-11-10,2014-11-11,2014,Q3,2014-09-30,quarterly,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",274320000,99474000,740000,,740000,,,41816000,,,2000000,,,26410000,,,3501000,8000,3493000,,,12210583,,,,22909000,213000,2280000,-68000,301000,0,,2212000,98734000,,,,
1539894,0001539894-15-000005,10-K,2015-03-10,2015-03-11,2014,FY,2014-12-31,annual,AFH,"ATLAS FINANCIAL HOLDINGS, INC.",283911000,109399000,740000,,740000,,,36586000,,,2000000,,,101618000,,,11935000,-5767000,17702000,,,11341588,,,,89683000,856000,13716000,-1177000,1469000,0,,12539000,108659000,,,,
