cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
722313,0001104659-11-046379,10-Q,2011-08-12,2011-08-13,2011,Q2,2011-06-30,quarterly,NSYS,NORTECH SYSTEMS INC,51663546,20076963,131848,,131848,908469,2694562,1417331,21525122,,250000,,,27796576,3235340,339134,170094,24000,146094,,142093,2742992,,,,2896206,,,,,,,,19945115,3603031,23679994,312187,,3679,2742992,2011-06-30,single,,,,,instance,2011-08-12
722313,0001104659-11-060909,10-Q,2011-11-04,2011-11-05,2011,Q3,2011-09-30,quarterly,NSYS,NORTECH SYSTEMS INC,50020200,20267758,96698,,96698,836667,2127387,0,21396458,,250000,,,28318158,3288763,420138,280865,98000,182865,,130152,2742992,,,,2868625,509369,2460447,-204912,7930,,,2255535,20171060,2964054,23231812,411017,929507,3679,2742992,2011-09-30,single,,,474219,35150,instance,2011-11-04
722313,0001047469-12-002345,10-K,2012-03-09,2012-03-10,2011,FY,2011-12-31,annual,NSYS,NORTECH SYSTEMS INC,46782143,20505793,61547,,61547,812917,1310210,,19029593,,250000,,,114236411,13343897,1512366,1750930,561000,1189930,,511328,2742992,,,,11831531,2035664,-874111,-1270443,27044,,,-2144554,20444246,2123127,22628920,2262258,3548030,3679,2742992,2011-12-31,single,,,1895061,140603,instance,2012-03-09
722313,0001047469-12-002345,10-K,2012-03-09,2012-03-10,2011,FY,2011-12-31,quarterly,NSYS,NORTECH SYSTEMS INC,46782143,20505793,61547,,61547,812917,1310210,,19029593,,250000,,,29123480,3623629,466432,360783,126000,234783,,119091,,,,,3157197,484000,1332898,-710421,3252,,,622477,20444246,2123127,22628920,479874,950432,3679,2742992,2011-12-31,single,,,448849,35151,instance,2012-03-09
722313,0001104659-12-036255,10-Q,2012-05-11,2012-05-12,2012,Q1,2012-03-31,quarterly,NSYS,NORTECH SYSTEMS INC,46032864,20628598,48947,,48947,1519154,477586,0,19016040,,250000,,,28360914,3008235,328430,181805,59000,122805,,136779,2742992,,,,2679805,461253,2653771,-462576,,,,2191195,20579651,1996740,22625338,318584,789683,3679,2742992,2012-03-31,single,,,448653,12600,instance,2012-05-11
722313,0001104659-12-056820,10-Q,2012-08-10,2012-08-11,2012,Q2,2012-06-30,quarterly,NSYS,NORTECH SYSTEMS INC,45797898,20754524,47664,,47664,2510328,370340,0,18893504,,250000,,,28033345,3091754,318586,201925,76000,125925,,100303,2742992,,,,2773168,467806,-1324664,-584677,,,,-1909341,20706860,2880668,23635192,302228,786392,3679,2742992,2012-06-30,single,,,466523,1283,instance,2012-08-10
722313,0001104659-12-077893,10-Q,2012-11-14,2012-11-15,2012,Q3,2012-09-30,quarterly,NSYS,NORTECH SYSTEMS INC,44421114,20859689,46301,,46301,2860242,438349,,17686322,,250000,,,25520963,2784040,328671,162165,57000,105165,,111999,2742992,,,,2455369,468944,404837,-429615,,,,-24778,20813388,3298591,24158280,274164,797615,3679,2742992,2012-09-30,single,,,467581,1363,instance,2012-11-14
722313,0001047469-13-002420,10-K,2013-03-08,2013-03-09,2012,FY,2012-12-31,annual,NSYS,NORTECH SYSTEMS INC,44514899,21135231,44978,,44978,2865899,453105,,17664862,,250000,,,106937387,12394320,1460598,927438,298000,629438,,440175,2742992,,,,10933722,1862503,4621617,-4432793,,,,188824,21090253,3319004,24454235,1367613,3323101,3679,2742992,2012-12-31,single,,,1845934,16569,instance,2013-03-08
722313,0001047469-13-002420,10-K,2013-03-08,2013-03-09,2012,FY,2012-12-31,quarterly,NSYS,NORTECH SYSTEMS INC,44514899,21135231,44978,,44978,2865899,453105,,17664862,,250000,,,25022165,3510291,484910,381542,106000,275542,,91113,,,,,3025381,464500,2887673,-2955925,,,,-68252,21090253,3319004,24454235,472655,949410,3679,2742992,2012-12-31,single,,,463177,1323,instance,2013-03-08
722313,0001104659-13-040046,10-Q,2013-05-10,2013-05-11,2013,Q1,2013-03-31,quarterly,NSYS,NORTECH SYSTEMS INC,46137520,21280101,43655,,43655,4316423,564705,18521,19117402,,250000,,,25925401,3237425,223622,120089,-21000,141089,,93526,2742992,,,,3013803,510693,-418522,-201573,3781,,,-620095,21236446,4881128,26161229,213615,734315,3679,2742992,2013-03-31,single,,,509370,1323,instance,2013-05-10
