cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1297067,0000950123-10-074287,10-Q,2010-08-06,2010-08-07,2010,Q2,2010-06-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",1881146000,958727000,185357000,,185357000,,,56802000,,,,,,230051000,,-7691000,,106000,-21111000,,13351000,65516000,,,,,15583000,,,,,,,773370000,,,,7892000,4922,,,,,,,,instance,2010-08-06
1297067,0000950123-10-101665,10-Q,2010-11-05,2010-11-06,2010,Q3,2010-09-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",1927145000,1196850000,183893000,,183893000,,,101781000,,,,,,237704000,,20546000,,320000,7298000,,12943000,65658000,,,,,15218000,29075000,-41827000,2430000,,,-12752000,1012957000,,,,35764000,4922,,,,,,,,instance,2010-11-05
1297067,0000950123-11-018893,10-K,2011-02-25,2011-02-26,2010,FY,2010-12-31,annual,CPNO,"COPANO ENERGY, L.L.C.",1906993000,1154757000,188585000,,188585000,,,59930000,,,,,,995164000,,45777000,,931000,-8681000,,53605000,63854000,,,,,62572000,123598000,-117875000,9311000,,,5723000,966172000,,,,108349000,4922,,,,,,,,instance,2011-02-25
1297067,0000950123-11-018893,10-K,2011-02-25,2011-02-26,2010,FY,2010-12-31,quarterly,CPNO,"COPANO ENERGY, L.L.C.",1906993000,1154757000,188585000,,188585000,,,59930000,,,,,,260743000,,19010000,,271000,6392000,,12366000,,,,,,16570000,29109000,-16610000,2193000,,,12499000,966172000,,,,35580000,4922,,,,,,,,instance,2011-02-25
1297067,0000950123-11-046439,10-Q,2011-05-06,2011-05-07,2011,Q1,2011-03-31,quarterly,CPNO,"COPANO ENERGY, L.L.C.",1970779000,1117145000,186994000,,186994000,,,69388000,,,,,,289925000,,16352000,,911000,3532000,,11916000,,,,,,16869000,28531000,-40009000,2473000,,,-11478000,930151000,,,,33221000,4922,,,,,,,,instance,2011-05-06
1297067,0000950123-11-073579,10-Q,2011-08-05,2011-08-06,2011,Q2,2011-06-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2078907000,1082621000,186872000,,186872000,,,61556000,,,,,,346056000,,20178000,,-140000,-9361000,,11454000,,,,,,17363000,47475000,-58280000,2867000,,,-10805000,895749000,,,,37541000,4922,,,,,,,,instance,2011-08-05
1297067,0000950123-11-095370,10-Q,2011-11-04,2011-11-05,2011,Q3,2011-09-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2017900000,906228000,179992000,,179992000,,,53534000,,,,,,353691000,,-146282000,,390000,-157736000,,11080000,,,,,,21911000,46783000,-77034000,2105000,,,-30251000,726236000,,,,-124371000,4922,,,,,,,,instance,2011-11-04
1297067,0001193125-12-089552,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,annual,CPNO,"COPANO ENERGY, L.L.C.",2064597000,871898000,192425000,,192425000,,,56962000,,,,,,1345223000,,-89450000,,1502000,-156312000,,47187000,66169000,,,,,77565000,151232000,-218929000,11558000,,,-67697000,679473000,,,,-11885000,4922,66341458,2011-12-31,single,,,,,instance,2012-02-29
1297067,0001193125-12-089552,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2064597000,871898000,192425000,,192425000,,,56962000,,,,,,355551000,,20302000,,341000,7253000,,12737000,,,,,,21422000,28443000,-43606000,4113000,,,-15163000,679473000,,,,41724000,4922,66341458,2011-12-31,single,,,,,instance,2012-02-29
1297067,0001193125-12-224872,10-Q,2012-05-10,2012-05-11,2012,Q1,2012-03-31,quarterly,CPNO,"COPANO ENERGY, L.L.C.",1972109000,875953000,161696000,,161696000,,,58337000,,,,,,337228000,,-132684000,,601000,-147671000,,14424000,,,,,,19088000,22114000,-52865000,2782000,,,-30751000,714257000,,,,-113596000,4922,72228365,2012-03-31,single,,,,,instance,2012-05-10
1297067,0001104659-12-056495,10-Q,2012-08-09,2012-08-10,2012,Q2,2012-06-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2063285000,,160391000,,160391000,1007788000,,50996000,,,,,,317303000,,35530000,21449000,331000,21118000,,14602000,85176000,,,,,19062000,31448000,-89600000,-468000,,,-58152000,,1007788000,,36051000,54592000,4922,,,,,,,,instance,2012-08-09
1297067,0001047469-12-010240,10-Q,2012-11-08,2012-11-09,2012,Q3,2012-09-30,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2165858000,,161652000,,161652000,1092719000,,53484000,,,,,,366393000,,43185000,29399000,474000,28925000,,13797000,85682000,,,,,19259000,70218000,-104714000,2932000,,,-34496000,,1092719000,,43196000,62444000,4922,,,,,,,,instance,2012-11-08
1297067,0001047469-13-002071,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,annual,CPNO,"COPANO ENERGY, L.L.C.",2200164000,,162071000,,162071000,1001649000,,54918000,,,,,,1417720000,,-82614000,-137292000,1678000,-138970000,,55264000,73225000,,,,,77104000,148825000,-322251000,8195000,,,-173426000,,1001649000,,-82028000,-5510000,4922,,,,,,,,instance,2013-03-01
1297067,0001047469-13-002071,10-K,2013-03-01,2013-03-02,2012,FY,2012-12-31,quarterly,CPNO,"COPANO ENERGY, L.L.C.",2200164000,,162071000,,162071000,1001649000,,54918000,,,,,,396796000,,-28645000,-41070000,272000,-41342000,,12441000,,,,,,19695000,25045000,-75072000,2949000,,,-50027000,,1001649000,,-28629000,-8950000,4922,,,,,,,,instance,2013-03-01
