cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1492832,0001193125-13-211367,10-Q,2013-05-09,2013-05-10,2013,Q1,2013-03-31,quarterly,EQU,EQUAL ENERGY LTD.,226947000,162197000,,,,,,21530000,,,,,,11534000,,,-1031000,,1532000,,949000,,,,,,4867000,7612000,-7399000,307000,-1805000,,213000,162197000,,,-82000,
1492832,0001193125-13-326392,10-Q,2013-08-08,2013-08-09,2013,Q2,2013-06-30,quarterly,EQU,EQUAL ENERGY LTD.,229631000,166003000,,,,,,20428000,,,,,,18329000,,,6235000,,4746000,,926000,,,,,,4160000,7933000,-7391000,800000,-1754000,,542000,166003000,,,7161000,
1492832,0001193125-13-432993,10-Q,2013-11-07,2013-11-08,2013,Q3,2013-09-30,quarterly,EQU,EQUAL ENERGY LTD.,228690000,164201000,,,,,,16850000,,,,,,16592000,,,1945000,,-867000,,850000,,,,,,4368000,8006000,-9810000,850000,-1789000,,-1804000,164201000,,,2795000,
1492832,0001193125-14-102573,10-K,2014-03-17,2014-03-18,2013,FY,2013-12-31,annual,EQU,EQUAL ENERGY LTD.,228385000,163961000,,,,,,15631000,,,,,,61863000,,,10067000,3786000,8057000,,3645000,,,,,,17732000,30546000,-31126000,2385000,-7139000,,-580000,163961000,,,13712000,
1492832,0001193125-14-102573,10-K,2014-03-17,2014-03-18,2013,FY,2013-12-31,quarterly,EQU,EQUAL ENERGY LTD.,228385000,163961000,,,,,,15631000,,,,,,15408000,,,2918000,,2646000,,920000,,,,,,4338000,6995000,-6526000,411000,-1791000,,469000,163961000,,,3838000,
1492832,0001193125-14-190363,10-Q,2014-05-08,2014-05-09,2014,Q1,2014-03-31,quarterly,EQU,EQUAL ENERGY LTD.,227491000,169973000,,,,,,17477000,,,,,,20084000,,,7905000,,5758000,,879000,,,,,,4518000,8243000,-6420000,254000,,,1823000,169973000,,,8784000,
1492832,0001193125-14-299339,10-Q,2014-08-07,2014-08-08,2014,Q2,2014-06-30,quarterly,EQU,EQUAL ENERGY LTD.,232499000,171162000,,,,,,25583000,,,,,,19551000,,,4243000,,2761000,,865000,,,,,,4663000,13843000,-3932000,0,,,9911000,171162000,,,5108000,
