cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
895655,0001193125-10-181453,10-Q,2010-08-06,2010-08-07,2010,Q2,2010-06-30,quarterly,JAH,JARDEN CORP,6501000000,1683800000,2654100000,1625300000,1028800000,2362300000,525100000,409900000,1287500000,,,,,1547500000,411600000,119400000,75500000,37100000,38400000,,43900000,90000000,,,,,,,,,,,,-970300000,2887400000,4571200000,119400000,,5190,,,,,,,
895655,0001193125-10-241273,10-Q,2010-10-29,2010-10-30,2010,Q3,2010-09-30,quarterly,JAH,JARDEN CORP,6731300000,1795500000,2651000000,1626100000,1024900000,2523600000,432100000,456100000,1405100000,,,,,1601900000,457900000,176100000,129900000,49300000,80600000,,46200000,89600000,,,,,36500000,16100000,-31000000,,-7300000,,-14900000,-855500000,2955700000,4751200000,176100000,212600000,5190,,,,,,,
895655,0001193125-11-045400,10-K,2011-02-24,2011-02-25,2010,FY,2010-12-31,annual,JAH,JARDEN CORP,7093000000,1820500000,2935000000,1752400000,1182600000,2806000000,434600000,695400000,1294600000,,,,,6022700000,1638800000,407300000,229500000,122800000,106700000,,177800000,89800000,,,,,142800000,289000000,-137500000,24300000,-28700000,,151500000,-1114500000,3240600000,5061100000,407300000,550100000,5190,,,,,,,
895655,0001193125-11-045400,10-K,2011-02-24,2011-02-25,2010,FY,2010-12-31,quarterly,JAH,JARDEN CORP,7093000000,1820500000,2935000000,1752400000,1182600000,2806000000,434600000,695400000,1294600000,,,,,1684200000,460200000,140500000,93000000,46300000,46700000,,47500000,,,,,,39800000,274800000,-41900000,,-7300000,,232900000,-1114500000,3240600000,5061100000,140500000,180300000,5190,,,,,,,
895655,0001193125-11-118670,10-Q,2011-04-29,2011-04-30,2011,Q1,2011-03-31,quarterly,JAH,JARDEN CORP,7096000000,1846200000,2937000000,1753900000,1183100000,3032700000,162200000,405600000,1494100000,,,,,1483400000,401800000,88700000,30800000,11800000,19000000,,45100000,89500000,,,,,40100000,-167300000,-27000000,,-7300000,,-194300000,-1090800000,3194900000,5041100000,75900000,128800000,5190,,,,,,,
895655,0001193125-11-204678,10-Q,2011-08-01,2011-08-02,2011,Q2,2011-06-30,quarterly,JAH,JARDEN CORP,7236800000,1935100000,2938600000,1758100000,1180500000,3033700000,164100000,494600000,1583600000,,,,,1673800000,477500000,164900000,118900000,45000000,73900000,,46000000,89100000,,,,,41300000,142600000,-24100000,,-7700000,,118500000,-1003500000,3197800000,5132900000,164900000,206200000,5190,,,,,,,
895655,0001193125-11-290783,10-Q,2011-11-01,2011-11-02,2011,Q3,2011-09-30,quarterly,JAH,JARDEN CORP,7189100000,1911500000,2926600000,1756800000,1169800000,3016700000,162900000,446300000,1569200000,,,,,1784700000,517000000,184800000,141100000,50400000,90700000,,43700000,88200000,,,,,40300000,49200000,-28300000,,-7600000,,20900000,-1015100000,3179600000,5091100000,184800000,225100000,5190,,,,,,,
895655,0001193125-12-075397,10-K,2012-02-23,2012-02-24,2011,FY,2011-12-31,annual,JAH,JARDEN CORP,7116700000,1912000000,2873600000,1717100000,1156500000,2890100000,269300000,808300000,1274400000,,,,,6679900000,1858000000,522900000,330400000,125700000,204700000,,179700000,88600000,,,,,163700000,427100000,-126900000,23800000,-30100000,,300200000,-961600000,3159400000,5071400000,510100000,686600000,5190,,,,,,,
895655,0001193125-12-075397,10-K,2012-02-23,2012-02-24,2011,FY,2011-12-31,quarterly,JAH,JARDEN CORP,7116700000,1912000000,2873600000,1717100000,1156500000,2890100000,269300000,808300000,1274400000,,,,,1738000000,461700000,84500000,39600000,18500000,21100000,,44900000,,,,,,42000000,402600000,-47500000,,-7500000,,355100000,-961600000,3159400000,5071400000,84500000,126500000,5190,,,,,,,
895655,0001193125-12-204744,10-Q,2012-05-02,2012-05-03,2012,Q1,2012-03-31,quarterly,JAH,JARDEN CORP,7018100000,1560800000,2873300000,1718300000,1155000000,2960000000,483500000,481200000,1409600000,,,,,1495400000,419600000,101600000,56900000,21800000,35100000,,44700000,85500000,,,,,35900000,-147400000,-23300000,,-7500000,,-170700000,-1312500000,3443500000,5004300000,101600000,137500000,5190,,,,,,,
