cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1038277,0001158957-11-000272,10-Q,2011-08-10,2011-08-11,2011,Q2,2011-06-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,9030028,1571442,221472,,221472,,,2057578,1552655,,,,,,999221,-1550260,,,-1670186,1591173,-161883,323425663,1427,,,2549481,,,,,,,,1349970,,,,,3823,323604727,2011-06-30,single,,,,,instance,2011-08-10
1038277,0001158957-11-000417,10-Q,2011-11-14,2011-11-15,2011,Q3,2011-09-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,9573702,5006690,213404,,213404,,,2517586,1575273,,,,,,775879,-2461751,,,-4871176,1239345,-2463326,335249349,712,,,3237630,104100,-711446,,1127990,,,,4793286,,,,-2357651,3823,357171610,2011-09-30,single,,,,,instance,2011-11-14
1038277,0001515971-12-000074,10-K,2012-03-28,2012-03-29,2011,FY,2011-12-31,annual,INIS,INTERNATIONAL ISOTOPES INC,11930805,7296908,3500162,,3500162,,,2102696,1465293,,,,,,3416541,-3370450,,,-5950438,1695315,2809177,334651426,4724,,,6786991,392992,66919,,1411476,,,,3796746,,,,-2977458,3823,357202750,2011-12-31,single,,,,,instance,2012-03-28
1038277,0001515971-12-000074,10-K,2012-03-28,2012-03-29,2011,FY,2011-12-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11930805,7296908,3500162,,3500162,,,2102696,1465293,,,,,,722404,2219410,,,2305936,-2542914,5604144,,735,,,-1497006,75666,2913446,,-18363,,,,3796746,,,,2295076,3823,357202750,2011-12-31,single,,,,,instance,2012-03-28
1038277,0001515971-12-000135,10-Q,2012-05-14,2012-05-15,2012,Q1,2012-03-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11510152,6864935,4042158,,4042158,,,657917,1381583,,,,,,670740,-606195,,,-590247,285782,12847,359477920,352,,,1276935,114353,-634846,,104468,,,,2822777,,,,-491842,3823,359932954,2012-03-31,single,,,,,instance,2012-05-14
1038277,0001515971-12-000269,10-Q,2012-08-14,2012-08-15,2012,Q2,2012-06-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11065208,6433295,4393736,,4393736,,,434962,1408509,,,,,,656953,-537376,,,-515132,279073,18380,360127509,65,,,1194329,89238,-168493,,39669,,,,2039559,,,,-448138,3823,360166420,2012-06-30,single,,,,,instance,2012-08-14
1038277,0001515971-12-000403,10-Q,2012-11-13,2012-11-14,2012,Q3,2012-09-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,13448328,6449766,4668145,,4668145,,,1406866,1401416,,,,,,626507,-561047,,,-591526,215632,80266,360187745,57,,,1187554,99631,-1365825,,78821,,,,1781621,,,,-461416,3823,360192010,2012-09-30,single,,,,,instance,2012-11-13
1038277,0001515971-13-000100,10-K,2013-03-28,2013-03-29,2012,FY,2012-12-31,annual,INIS,INTERNATIONAL ISOTOPES INC,12041905,5971555,4575190,,4575190,,,546143,1284561,,,,,,2651901,-2183450,,,-2240810,990021,203596,359893961,502,,,4835351,415181,-2734752,,286015,,,,1396365,,,,-1768269,3823,360259221,2012-12-31,single,,,,,instance,2013-03-28
1038277,0001515971-13-000100,10-K,2013-03-28,2013-03-29,2012,FY,2012-12-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,12041905,5971555,4575190,,4575190,,,546143,1284561,,,,,,697701,-478833,,,-543905,209534,92103,,28,,,1176534,111959,-565588,,63057,,,,1396365,,,,-366874,3823,360259221,2012-12-31,single,,,,,instance,2013-03-28
1038277,0001515971-13-000213,10-Q,2013-05-14,2013-05-15,2013,Q1,2013-03-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,12524666,5488354,4546662,,4546662,,,1061292,1330291,,,,,,579520,-587281,,,-668892,232819,100118,360420968,388,,,1166801,110827,-327982,,107063,,,,941692,,,,-476454,3823,360537297,2013-03-31,single,,,,,instance,2013-05-14
1038277,0001515971-13-000386,10-Q,2013-08-14,2013-08-15,2013,Q2,2013-06-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,12143230,5168734,4516690,,4516690,357583,,729016,1328952,,,,,,788112,-293543,,,-399210,210850,109334,362046367,38,,,1081655,103430,-191216,,47166,,,,652044,357583,5526317,,-190113,3823,362348191,2013-06-30,single,,,,,instance,2013-08-14
1038277,0001515971-13-000533,10-Q,2013-11-14,2013-11-15,2013,Q3,2013-09-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,12376826,5201009,4510595,,4510595,305955,,534578,1578686,,,,,,623942,-327510,,,-424107,111636,119839,363502559,21,,,951452,101440,-395984,,25589,,,,690414,305955,5506964,,-226070,3823,369225575,2013-09-30,single,,,,,instance,2013-11-14
1038277,0001515971-14-000091,10-K,2014-03-28,2014-03-29,2013,FY,2013-12-31,annual,INIS,INTERNATIONAL ISOTOPES INC,12008014,4777905,4478711,,4478711,254198,,456374,1478349,,,,,,2535607,-2098253,,,-2461845,706048,469035,365201905,1147,,,4633860,415607,-1393898,,348506,,,,299194,254198,5032103,,-1682646,3823,369130899,2013-12-31,single,,,,,instance,2014-03-28
1038277,0001515971-14-000091,10-K,2014-03-28,2014-03-29,2013,FY,2013-12-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,12008014,4777905,4478711,,4478711,254198,,456374,1478349,,,,,,544033,-889919,,,-969636,150743,139744,,700,,,1433952,99910,-478716,,168688,,,,299194,254198,5032103,,-790009,3823,369130899,2013-12-31,single,,,,,instance,2014-03-28
1038277,0001515971-14-000207,10-Q,2014-05-14,2014-05-15,2014,Q1,2014-03-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11540701,4357332,4458402,,4458402,202311,,620039,1259538,,,,,,804428,-172099,,,-452205,81947,309669,369150813,295,,,976527,68455,196577,,29193,,,,-101070,202311,4559643,,-103644,3823,369346584,2014-03-31,single,,,,,instance,2014-05-14
1038277,0001515971-14-000344,10-Q,2014-08-08,2014-08-09,2014,Q2,2014-06-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11407226,4250023,4446644,,4446644,250403,,810309,1080587,,,,,,679886,-245412,,,-528298,130537,310745,369387638,98,,,925298,68437,306085,,19005,,,,-196621,250403,4500426,,-176975,3823,369395849,2014-06-30,single,,,,,instance,2014-08-08
1038277,0001515971-14-000510,10-Q,2014-11-14,2014-11-15,2014,Q3,2014-09-30,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11345528,4003076,4423434,,4423434,227517,,725235,989587,,,,,,784474,-137647,,,-267487,155802,157849,369443913,98,,,922121,67275,-50822,,18088,,,,-420358,227517,4230593,,-70372,3823,369453526,2014-09-30,single,,,,,instance,2014-11-14
1038277,0001515971-15-000085,10-K,2015-03-31,2015-04-01,2014,FY,2014-12-31,annual,INIS,INTERNATIONAL ISOTOPES INC,10950137,3900796,4399183,,4399183,204500,,558541,1049106,,,,,,2977115,-785884,,,-1545077,464206,936525,369334615,586,,,3762999,263519,339808,,243683,,,,-498387,204500,4105296,,-522365,3823,369895032,2014-12-31,single,,,,,instance,2015-03-31
1038277,0001515971-15-000085,10-K,2015-03-31,2015-04-01,2014,FY,2014-12-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,10950137,3900796,4399183,,4399183,204500,,558541,1049106,,,,,,708327,-230726,,,-297087,95920,158262,,95,,,939053,59352,-112032,,177397,,,,-498387,204500,4105296,,-171374,3823,369895032,2014-12-31,single,,,,,instance,2015-03-31
1038277,0001515971-15-000155,10-Q,2015-05-15,2015-05-16,2015,Q1,2015-03-31,quarterly,INIS,INTERNATIONAL ISOTOPES INC,11021361,5069739,4380107,,4380107,187889,,525187,955981,,,,,,810538,-67089,,,-171548,92747,141124,386006105,,,,877627,51685,16024,,56345,,,,689632,187889,5257628,,-15404,3823,402188607,2015-03-31,single,,,,,instance,2015-05-15
