cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
888471,0001144204-11-053100,10-Q/A,2011-09-14,2011-09-15,2011,Q2,2011-06-30,quarterly,,NESTOR PARTNERS,161960526,153283474,,,,,,16062042,,,,,,,,,,,-4456751,,,,101786,,,926462,,,,,,,,153283474,,,,,6221,,,,,,,
888471,0001144204-11-064219,10-Q,2011-11-14,2011-11-15,2011,Q3,2011-09-30,quarterly,,NESTOR PARTNERS,164629509,154995308,,,,,,7920184,,,,,,,,,,,457407,,,,81197,,,971168,,,,,,,,154995308,,,,,6221,,,,,,,
888471,0001144204-12-018719,10-K,2012-03-30,2012-03-31,2011,FY,2011-12-31,annual,,NESTOR PARTNERS,161640222,156618296,,,,,,10849407,,,,,,,,,,,-10114045,,,,374054,,,3799534,,,,,,,,156618296,,,,,6221,,,,,,,
888471,0001144204-12-018719,10-K,2012-03-30,2012-03-31,2011,FY,2011-12-31,quarterly,,NESTOR PARTNERS,161640222,156618296,,,,,,10849407,,,,,,,,,,,-4064417,,,,65358,,,955675,,,,,,,,156618296,,,,,6221,,,,,,,
888471,0001144204-12-029595,10-Q,2012-05-15,2012-05-16,2012,Q1,2012-03-31,quarterly,,NESTOR PARTNERS,156974073,150361558,,,,,,7214696,,,,,,,,,,,-10488831,,,,54045,,,1005339,,,,,,,,150361558,,,,,6221,,,,,,,
888471,0001144204-12-044909,10-Q,2012-08-13,2012-08-14,2012,Q2,2012-06-30,quarterly,,NESTOR PARTNERS,158925381,150138303,,,,,,10424519,,,,,,,,,,,302251,,,,49866,,,1076748,,,,,,,,150138303,,,,,6221,,,,,,,
888471,0001144204-12-061728,10-Q,2012-11-13,2012-11-14,2012,Q3,2012-09-30,quarterly,,NESTOR PARTNERS,152747601,147311312,,,,,,6386623,,,,,,,,,,,47464,,,,47958,,,1035311,,,,,,,,147311312,,,,,6221,,,,,,,
888471,0001144204-13-018375,10-K,2013-03-28,2013-03-29,2012,FY,2012-12-31,annual,,NESTOR PARTNERS,149072747,143043357,,,,,,2226883,,,,,,,,,,,-9020970,,,,215270,,,4149017,,,,,,,,143043357,,,,,6221,,,,,,,
888471,0001144204-13-018375,10-K,2013-03-28,2013-03-29,2012,FY,2012-12-31,quarterly,,NESTOR PARTNERS,149072747,143043357,,,,,,2226883,,,,,,,,,,,1118146,,,,63401,,,1031619,,,,,,,,143043357,,,,,6221,,,,,,,
888471,0001144204-13-028637,10-Q,2013-05-14,2013-05-15,2013,Q1,2013-03-31,quarterly,,NESTOR PARTNERS,149782060,143440502,,,,,,7104921,,,,,,,,,,,3588042,,,,64674,,,1030001,,,,,,,,143440502,,,,,6221,,,,,,,
888471,0001144204-13-045236,10-Q,2013-08-13,2013-08-14,2013,Q2,2013-06-30,quarterly,,NESTOR PARTNERS,133020050,129212378,,,,,,6482318,,,,,,,,,,,-13145986,,,,61641,,,1018256,,,,,,,,129212378,,,,,6221,,,,,,,
888471,0001144204-13-061546,10-Q,2013-11-14,2013-11-15,2013,Q3,2013-09-30,quarterly,,NESTOR PARTNERS,125083469,120174912,,,,,,7277597,,,,,,,,,,,-1466598,,,,45606,,,888763,,,,,,,,120174912,,,,,6221,,,,,,,
888471,0001144204-14-018345,10-K,2014-03-27,2014-03-28,2013,FY,2013-12-31,annual,,NESTOR PARTNERS,122148063,117355644,,,,,,4135215,,,,,,,,,,,-8814838,,,,211792,,,3780194,,,,,,,,117355644,,,,,6221,,,,,,,
