cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1736874,0001213900-18-015154,10-Q,2018-11-08,2018-11-09,2019,Q1,2018-09-30,quarterly,HCCH,HL ACQUISITIONS CORP.,55679962,5000008,,,,,,304272,,,,,,,,-110511,,,161113,,,,283415,,,110511,,-211396,,,,,,5000008,,,,
1736874,0001213900-19-001770,10-Q,2019-02-06,2019-02-07,2019,Q2,2018-12-31,quarterly,HCCH,HL ACQUISITIONS CORP.,55899312,5000001,,,,,,243711,,,,,,,,-99548,,,215576,,,,296155,,,99548,,-60561,,,,,,5000001,,,,
1736874,0001213900-19-008800,10-Q,2019-05-15,2019-05-16,2019,Q3,2019-03-31,quarterly,HCCH,HL ACQUISITIONS CORP.,56154475,5000001,,,,,,128715,,,,,,,,-94483,,,257118,,,,342683,,,94483,,-114996,,,,,,5000001,,,,
1736874,0001213900-19-017598,10-K,2019-09-10,2019-09-11,2019,FY,2019-06-30,annual,HCCH,HL ACQUISITIONS CORP.,56342111,5000001,,,,,,16181,,,,,,,,-446704,,,825054,,,,1270268,,,446704,,-499487,,,,,,5000001,,,,
1736874,0001213900-19-017598,10-K,2019-09-10,2019-09-11,2019,FY,2019-06-30,quarterly,HCCH,HL ACQUISITIONS CORP.,56342111,5000001,,,,,,16181,,,,,,,,-142162,,,191247,,,,348015,,,142162,,-112534,,,,,,5000001,,,,
1736874,0001213900-19-022244,10-Q,2019-11-06,2019-11-07,2019,Q1,2019-09-30,quarterly,HCCH,HL ACQUISITIONS CORP.,56617522,5000006,,,,,,6701,,,,,,,,-117801,,,194172,,,,299519,,,117801,,-59480,,,,,,5000006,,,,
1736874,0001213900-20-002148,10-Q,2020-01-30,2020-01-31,2020,Q2,2019-12-31,quarterly,HCCH,HL ACQUISITIONS CORP.,57192281,5000001,,,,,,325714,,,,,,,,-330775,,,-74553,,,,256222,,,330775,,,,,,,,5000001,,,,
1736874,0001213900-20-011987,10-Q,2020-05-13,2020-05-14,2020,Q3,2020-03-31,quarterly,HCCH,HL ACQUISITIONS CORP.,53639578,5000008,,,,,,49561,,,,,,,,-237011,,,2364,,,,189585,,,237011,,-256831,,,,,,5000008,,,,
1736874,0001213900-20-026100,10-K,2020-09-10,2020-09-11,2020,FY,2020-06-30,annual,HCCH,HL ACQUISITIONS CORP.,54029387,5000005,,,,,,107663,,,,,,,,-1027382,,,-201554,,,,825828,,,1027382,,-824528,,,,-4164315,,5000005,,,,
1736874,0001213900-20-026100,10-K,2020-09-10,2020-09-11,2020,FY,2020-06-30,quarterly,HCCH,HL ACQUISITIONS CORP.,54029387,5000005,,,,,,107663,,,,,,,,-341795,,,-323537,,,,68048,,,341795,,-227230,,,,,,5000005,,,,
1736874,0001213900-20-036975,10-Q,2020-11-13,2020-11-14,2021,Q1,2020-09-30,quarterly,HCCH,HL ACQUISITIONS CORP.,53921012,5000002,,,,,,9831,,,,,,,,-363040,,,-349176,,,,13864,,,363040,,-243887,,,,-5282,,5000002,,,,
