cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
356213,0000950123-10-082818,10-Q/A,2010-09-01,2010-09-02,2010,Q2,2010-06-30,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1930400000,510503000,35258000,16742000,18516000,1176032000,92000,205928000,8018000,,,,,273569000,,-15689000,-43408000,-1844000,-49314000,,27417000,60718000,,,,,29345000,,,,,,,475245000,1176124000,1686627000,-15991000,13656000,7990,61061097,2010-06-30,single,,,,,instance,2010-09-01
356213,0000950123-10-101814,10-Q,2010-11-05,2010-11-06,2010,Q3,2010-09-30,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1919147000,514197000,35259000,16742000,18517000,1176324000,93000,228996000,7893000,,,,,287791000,,24083000,-3772000,-5336000,-766000,,27923000,61128000,,,,,28750000,39145000,-30092000,1280000,,,9053000,478938000,1176417000,1690614000,24151000,52833000,7990,61417398,2010-09-30,single,,,,,instance,2010-11-05
356213,0000356213-11-000004,10-K,2011-03-01,2011-03-02,2010,FY,2010-12-31,annual,PNK,PINNACLE ENTERTAINMENT INC.,1883794000,507370000,35258000,16742000,18516000,1176622000,95000,195387000,7787000,,,,,1098380000,,52226000,-52490000,-12873000,-23419000,,103093000,60872000,,,,,114083000,88683000,-157537000,6306000,,,-68854000,472112000,1176717000,1684087000,50603000,166309000,7011,60079686,2010-12-31,single,,,,,instance,2011-03-01
356213,0000356213-11-000004,10-K,2011-03-01,2011-03-02,2010,FY,2010-12-31,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1883794000,507370000,35258000,16742000,18516000,1176622000,95000,195387000,7787000,,,,,274460000,,19907000,-6892000,-5486000,-10082000,,26801000,,,,,,28383000,-379000,-34028000,1503000,,,-34407000,472112000,1176717000,1684087000,19909000,48290000,7011,60079686,2010-12-31,single,,,,,instance,2011-03-01
356213,0000356213-11-000007,10-Q,2011-05-06,2011-05-07,2011,Q1,2011-03-31,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1886698000,517546000,71062000,52546000,18516000,1176927000,97000,143454000,7933000,,,,,287734000,,30766000,4668000,68000,2361000,,26190000,62384000,,,,,26699000,28293000,-38293000,1452000,,,-10000000,446484000,1177024000,1694570000,30858000,57465000,7011,61911713,2011-03-31,single,,,,,instance,2011-05-06
356213,0000356213-11-000010,10-Q,2011-08-09,2011-08-10,2011,Q2,2011-06-30,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1884272000,502337000,71078000,52562000,18516000,1187238000,98000,142578000,8148000,,,,,299085000,,31745000,6166000,632000,-17956000,,25651000,61933000,,,,,26507000,29567000,-40750000,-2300000,,,-11183000,431259000,1187336000,1689673000,31817000,58252000,7011,61976227,2011-06-30,single,,,,,instance,2011-08-09
356213,0000356213-11-000013,10-Q/A,2011-11-02,2011-11-03,2010,Q2,2010-06-30,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,,,,,,,,205928000,,,,,,273569000,,-15689000,-43408000,-2731000,-49314000,,27417000,60718000,,,,,29345000,,,-2100000,,,,,,,-15991000,13656000,7011,,,,,,,,instance,2011-11-02
356213,0000356213-11-000019,10-Q,2011-11-09,2011-11-10,2011,Q3,2011-09-30,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1911592000,492970000,71078000,52562000,18516000,1199634000,100000,85069000,7326000,,,,,295853000,,37492000,12731000,952000,-790000,,24161000,62059000,,,,,26300000,60239000,-31748000,-1500000,,,28491000,421892000,1199734000,1692704000,36892000,63792000,7011,62109539,2011-09-30,single,,,,,instance,2011-11-09
356213,0000356213-12-000008,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,annual,PNK,PINNACLE ENTERTAINMENT INC.,1950619000,519392000,71078000,52562000,18516000,1223874000,111000,80294000,7083000,,,,,1141198000,,128610000,32531000,2335000,-2539000,,95705000,62467000,,,,,105499000,131809000,-153452000,6700000,,,-21643000,448314000,1223985000,1743377000,128236000,234109000,7011,62143572,2011-12-31,single,,,,,instance,2012-02-29
356213,0000356213-12-000008,10-K,2012-02-29,2012-03-01,2011,FY,2011-12-31,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,1950619000,519392000,71078000,52562000,18516000,1223874000,111000,80294000,7083000,,,,,275784000,,37071000,17430000,-259000,24968000,,19704000,,,,,,25993000,13710000,-42661000,1320000,,,-28951000,448314000,1223985000,1743377000,37134000,63064000,7011,62143572,2011-12-31,single,,,,,instance,2012-02-29
356213,0000356213-12-000012,10-Q,2012-05-10,2012-05-11,2012,Q1,2012-03-31,quarterly,PNK,PINNACLE ENTERTAINMENT INC.,2172387000,521090000,71078000,52562000,18516000,1439324000,3362000,257000000,6904000,,,,,292985000,,43494000,-737000,-411000,-1009000,,21918000,62187000,,,,,26252000,54043000,-65989000,2057000,,,-11946000,450012000,1442686000,1963776000,21181000,69746000,7011,62533185,2012-03-31,single,,,,,instance,2012-05-10
356213,0000356213-12-000015,10-K/A,2012-05-16,2012-05-17,2011,FY,2011-12-31,annual,PNK,PINNACLE ENTERTAINMENT INC.,1950619000,519392000,71078000,52562000,18516000,1223874000,111000,80294000,7083000,,,,,1141198000,,128610000,32531000,2335000,-2539000,,95705000,62467000,,,,,105499000,131809000,-153452000,6700000,,,-21643000,448314000,1223985000,1743377000,128236000,234109000,7011,62143572,2011-12-31,single,,,,,instance,2012-05-16
