cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1307140,0001214659-11-003046,10-Q/A,2011-09-08,2011-09-09,2011,Q2,2011-06-30,quarterly,EMDH,EMERGING MEDIA HOLDINGS INC,657770,559139,172817,0,172817,,,,3626,,,,,,,96084,96084,,96084,,,,0,,,,,,,,,,,386322,,,,,4833,,,,,,,,instance,2011-09-08
1307140,0001214659-11-004023,10-Q,2011-11-21,2011-11-22,2012,Q3,2011-09-30,quarterly,EMDH,EMERGING MEDIA HOLDINGS INC,726813,577140,158613,0,158613,,,,6655,,,,,,,29818,29318,,29318,,500,,0,,,,14952,-20470,,,,,,418527,,,29818,44770,4833,745092,2011-09-30,single,,21362,,,instance,2011-11-21
1307140,0001214659-12-001644,10-K,2012-04-12,2012-04-13,2011,FY,2011-12-31,annual,EMDH,EMERGING MEDIA HOLDINGS INC,6000033,2643833,6000000,,6000000,,,,,,,,,,,0,-356467,,-356467,,120000,,,,,,,-267,,,,,,-3356167,,,-236467,,4833,6194983,2011-12-31,single,,3000000,,,instance,2012-04-12
1307140,0001214659-12-001644,10-K,2012-04-12,2012-04-13,2011,FY,2011-12-31,quarterly,EMDH,EMERGING MEDIA HOLDINGS INC,6000033,2643833,6000000,,6000000,,,,,,,,,,,-71391,2442447,,2442447,,119500,,,,,,,20961,,,,,,-3356167,,,2561947,,4833,6194983,2011-12-31,single,,3000000,,,instance,2012-04-12
1307140,0001214659-12-002341,10-Q,2012-05-17,2012-05-18,2012,Q1,2012-03-31,quarterly,EMDH,EMERGING MEDIA HOLDINGS INC,6039734,5666234,6000000,,6000000,,,,,,,,,,,-160939,-205939,,-205939,,45000,,,,,,,-304299,,63340,,,,-333766,,,-160939,,4833,25204983,2012-03-31,single,,338000,,,instance,2012-05-17
1307140,0001213900-12-004972,10-Q/A,2012-08-28,2012-08-29,2012,Q2,2012-06-30,quarterly,EMDH,"LIFESTYLE MEDICAL NETWORK, INC.",6062901,5468876,6000000,,6000000,,,,,,,,,,,-193833,-193833,,-193833,,-93525,25204983,,,,,,-203833,,0,,,,-531124,,,-287358,,4833,25204983,2012-06-30,single,,565000,,,instance,2012-08-28
1307140,0001213900-12-006339,10-Q,2012-11-19,2012-11-20,2012,Q3,2012-09-30,quarterly,EMDH,"LIFESTYLE MEDICAL NETWORK, INC.",6081316,5335416,6000000,,6000000,,,,,,,,,,,-131585,-133460,,-133460,,1875,25205101,,,,,,-131585,,0,,,,-664584,,,-131585,,4833,25204983,2012-09-30,single,,715000,,,instance,2012-11-19
1307140,0001213900-13-002729,10-K/A,2013-05-17,2013-05-18,2011,FY,2011-12-31,annual,EMDH,"LIFESTYLE MEDICAL NETWORK, INC.",5800033,2443833,5800000,,5800000,,,33,,,,,,,,-436467,-556467,,-556467,,120000,5009823,,,,,,-267,,,,,,-3356167,,,-436467,,4833,6194983,2011-12-31,single,,3000000,,200000,instance,2013-05-17
1307140,0001213900-13-002729,10-K/A,2013-05-17,2013-05-18,2011,FY,2011-12-31,quarterly,EMDH,"LIFESTYLE MEDICAL NETWORK, INC.",5800033,2443833,5800000,,5800000,,,33,,,,,,,,-507858,2242447,,2242447,,119500,,,,,,,20961,,,,,,-3356167,,,2361947,,4833,6194983,2011-12-31,single,,3000000,,,instance,2013-05-17
1307140,0001213900-13-002740,10-K,2013-05-17,2013-05-18,2012,FY,2012-12-31,annual,EMDH,"LIFESTYLE MEDICAL NETWORK, INC.",108504,-672709,100000,,100000,,,,,,,,,,,-6380610,-7066235,,-7066235,,30968,23230839,,,,,,-694695,,149693,,,,-772709,,,-7035267,,4833,25204983,2012-12-31,single,,,,307692,instance,2013-05-17
