cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1620702,0001620702-15-000012,10-Q,2015-09-15,2015-09-16,2015,Q2,2015-06-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911,,,,,,,,instance,2015-09-15
1620702,0001620702-15-000041,10-Q,2015-11-13,2015-11-14,2015,Q3,2015-09-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2893044000,872665000,75700000,,75700000,1160143000,79772000,1108513000,,,0,,,29373000,,-4360000,-82927000,-18000,-48073000,,,100985000,,,,33733000,6756000,,,,,,,796965000,1239915000,2112580000,,2396000,4911,178075761,2015-09-30,single,,,,,instance,2015-11-13
1620702,0001620702-16-000197,10-K,2016-12-21,2016-12-22,2015,FY,2015-12-31,annual,GLBL,"TERRAFORM GLOBAL, INC.",2659050000,701741000,70630000,,70630000,968047000,327714000,921946000,,,0,,,124116000,,-223634000,-366151000,4858000,-212661000,,,100813000,,,,347750000,28769000,9621000,-94253000,1601000,-19887000,,-84632000,631111000,1295761000,1997502000,,-194865000,4911,175973372,2015-12-31,class_sum,,,,,instance,2016-12-21
1620702,0001620702-16-000197,10-K,2016-12-21,2016-12-22,2015,FY,2015-12-31,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2659050000,701741000,70630000,,70630000,968047000,327714000,921946000,,,0,,,51256000,,-223329000,-249770000,4426000,-164588000,,,100813000,,,,274585000,15942000,22786000,263000,,,,23049000,631111000,1295761000,1997502000,,-207387000,4911,175973372,2015-12-31,class_sum,,,,,instance,2016-12-21
1620702,0001620702-16-000201,10-Q,2016-12-23,2016-12-24,2016,Q1,2016-03-31,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2633982000,689575000,71457000,,71457000,886890000,348806000,921510000,,,0,,,47686000,,2693000,-5390000,858000,-4632000,,,106856000,,,,44993000,14572000,-7228000,-33231000,1107000,-30674000,,-40459000,618118000,1235696000,1925271000,,17265000,4911,174471043,2016-03-31,class_sum,,,,,instance,2016-12-23
1620702,0001620702-17-000021,10-Q,2017-01-31,2017-02-01,2016,Q2,2016-06-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2655785000,729785000,70054000,,70054000,888082000,324225000,870494000,,,0,,,56430000,,17300000,7742000,2061000,1097000,,,106856000,,,,39130000,13025000,10818000,-13874000,865000,0,,-3056000,659731000,1212307000,1942092000,,30325000,4911,174444216,2016-06-30,class_sum,,,,,instance,2017-01-31
1620702,0001620702-17-000027,10-Q,2017-02-21,2017-02-22,2016,Q3,2016-09-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2494623000,716150000,82974000,,82974000,760335000,326521000,690598000,,,0,,,55055000,,14936000,-15734000,2121000,-12911000,,,107686000,,,,40119000,13374000,-31786000,-19279000,645000,0,,-51065000,633176000,1086856000,1803006000,,28310000,4911,174250989,2016-09-30,class_sum,,,,,instance,2017-02-21
1620702,0001620702-17-000058,10-K,2017-06-15,2017-06-16,2016,FY,2016-12-31,annual,GLBL,"TERRAFORM GLOBAL, INC.",2448279000,683288000,82450000,,82450000,758609000,327459000,680893000,,,0,,,214317000,,28465000,-69816000,8682000,-53032000,,,113253681,,,,185852000,55188000,-14237000,-77091000,3646000,-30674000,,-91328000,600838000,1086068000,1769356000,,83653000,4911,174338187,2016-12-31,class_sum,,,,,instance,2017-06-15
1620702,0001620702-17-000058,10-K,2017-06-15,2017-06-16,2016,FY,2016-12-31,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2448279000,683288000,82450000,,82450000,758609000,327459000,680893000,,,0,,,55146000,,-6464000,-56434000,3642000,-36586000,,,112989000,,,,61610000,14217000,13959000,-10707000,1029000,0,,3252000,600838000,1086068000,1769356000,,7753000,4911,174338187,2016-12-31,class_sum,,,,,instance,2017-06-15
1620702,0001620702-17-000065,10-Q,2017-06-27,2017-06-28,2017,Q1,2017-03-31,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2454400000,704096000,86113000,,86113000,760502000,331467000,649491000,,,0,,,56484000,,11075000,512000,2465000,-1713000,,,113255983,,,,45409000,15101000,-13186000,-3314000,1038000,0,,-16500000,617983000,1091969000,1796065000,,26176000,4911,174192004,2017-03-31,class_sum,,,,,instance,2017-06-27
1620702,0001620702-17-000075,10-Q,2017-08-09,2017-08-10,2017,Q2,2017-06-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2444345000,678192000,85129000,,85129000,761329000,327749000,650241000,,,0,,,62502000,,9232000,-15260000,2485000,-10381000,,,112943815,,,,53270000,21209000,-246000,-172000,780000,0,,-418000,593063000,1089078000,1767270000,,30441000,4911,174313880,2017-06-30,class_sum,,,,,instance,2017-08-09
1620702,0001620702-17-000118,10-Q,2017-11-08,2017-11-09,2017,Q3,2017-09-30,quarterly,GLBL,"TERRAFORM GLOBAL, INC.",2429243000,658517000,82177000,,82177000,763529000,320355000,631635000,,,0,,,67427000,,-12236000,-34221000,2490000,-23295000,,,111847123,,,,79663000,16235000,-31507000,685000,750000,0,,-30822000,576340000,1083884000,1742401000,,3999000,4911,173192913,2017-09-30,class_sum,,,,,instance,2017-11-08
