cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1864032,0001214659-22-005336,10-K,2022-04-15,2022-04-16,2021,FY,2021-12-31,annual,,AULT DISRUPTIVE TECHNOLOGIES CORP,119344845,-1763535,,,,,,1849679,,,,,,,,,,,,,,,,,,,,,,,,,,-1763535,,,,
1864032,0001214659-22-005336,10-K,2022-04-15,2022-04-16,2021,FY,2021-12-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,119344845,-1763535,,,,,,1849679,,,,,,,,,,,,,,,,,,,,,,,,,,-1763535,,,,
1864032,0001214659-22-007321,10-Q,2022-05-23,2022-05-24,2022,Q1,2022-03-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,118559942,-2051735,,,,,,1109623,,,,,,,,-296891,,,-288200,,3063,,,,,,,-589420,,,,,,-2051735,,,,
1864032,0001214659-22-010503,10-Q,2022-08-23,2022-08-24,2022,Q2,2022-06-30,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,117986372,-2662973,,,,,,576656,,,,,,,,-583994,-429451,12248,-441699,,3076,,,,,,,-683603,,,,,,-2662973,,,-426375,
1864032,0001214659-22-014065,10-Q,2022-11-21,2022-11-22,2022,Q3,2022-09-30,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,118172842,-2720854,,,,,,248775,,,,,,,,-218893,306721,145161,161560,,1236,,,,,,,-327881,,,,,,-2720854,,,307957,
1864032,0001214659-23-004745,10-K,2023-04-04,2023-04-05,2022,FY,2022-12-31,annual,,AULT DISRUPTIVE TECHNOLOGIES CORP,118829028,-2967108,,,,,,,,,,,,,,-1396032,279549,407941,-128392,,,,,-7375,,,,-1858152,,,,,,-2967108,,,,
1864032,0001214659-23-004745,10-K,2023-04-04,2023-04-05,2022,FY,2022-12-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,118829028,-2967108,,,,,,,,,,,,,,-296254,690479,250532,439947,,,,,,,,,-257248,,,,,,-2967108,,,,
1864032,0001214659-23-007698,10-K/A,2023-05-23,2023-05-24,2022,FY,2022-12-31,annual,,AULT DISRUPTIVE TECHNOLOGIES CORP,118829028,-2967108,,,,,,206527,,,,,,,,-1396032,279549,407941,-128392,,,,,-7375,,,,-1858152,,,,,,-2967108,,,,
1864032,0001214659-23-007698,10-K/A,2023-05-23,2023-05-24,2022,FY,2022-12-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,118829028,-2967108,,,,,,206527,,,,,,,,-296254,690479,250532,439947,,,,,,,,,-257248,,,,,,-2967108,,,,
1864032,0001214659-23-007724,10-Q,2023-05-23,2023-05-24,2023,Q1,2023-03-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,119648867,-3283459,,,,,,,,,,,,,,-358888,894515,338843,555672,,,,,,,,,-335705,,,,,,-3283459,,,,
1864032,0001214659-23-011568,10-Q,2023-08-21,2023-08-22,2023,Q2,2023-06-30,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,2859514,-4969361,,,,,,,,,,,,,,-455964,823377,298033,525344,,,,,,,,,-238999,,,,,,-4969361,,,,
1864032,0001214659-23-015357,10-Q,2023-11-20,2023-11-21,2023,Q3,2023-09-30,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,2465383,-5183291,,,,,,,,,,,,,,-213305,-190702,-205270,14568,,,,,-6125,,,,-651298,,,,,,-5183291,,,,
1864032,0001214659-24-006651,10-K,2024-04-11,2024-04-12,2023,FY,2023-12-31,annual,,AULT DISRUPTIVE TECHNOLOGIES CORP,2374416,-5466437,,,,,,163235,,,,,,,,-1301104,1272930,438412,834518,,,,,-16323,,,,-1445013,,,,,,-5466437,,,,
1864032,0001214659-24-006651,10-K,2024-04-11,2024-04-12,2023,FY,2023-12-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,2374416,-5466437,,,,,,163235,,,,,,,,-272948,-254261,6806,-261067,,,,,-10198,,,,-219011,,,,,,-5466437,,,,
1864032,0001214659-24-009648,10-Q,2024-05-20,2024-05-21,2024,Q1,2024-03-31,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,993724,-5805661,,,,,,134548,,,,,,,,-314958,-310053,-242,-309811,,,,,-16058,,,,-366047,,,,,,-5805661,,,,
1864032,0001214659-24-014871,10-Q,2024-08-16,2024-08-17,2024,Q2,2024-06-30,quarterly,,AULT DISRUPTIVE TECHNOLOGIES CORP,846934,-6056770,,,,,,866,,,,,,,,-239040,-250633,-4481,-246152,,,,,-21812,,,,-207174,,,,,,-6056770,,,,
