cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1398987,0001355001-12-000073,10-K/A,2012-10-09,2012-10-10,2011,FY,2011-12-31,annual,,REALOGY HOLDINGS CORP.,7350000000,-1501000000,3299000000,3299000000,,6825000000,325000000,143000000,,,,,,4093000000,,,-433000000,32000000,-441000000,,666000000,8000000,,,,,186000000,-192000000,-49000000,,,,-241000000,-4800000000,7150000000,5649000000,233000000,
1398987,0001355001-12-000073,10-K/A,2012-10-09,2012-10-10,2011,FY,2011-12-31,quarterly,,REALOGY HOLDINGS CORP.,7350000000,-1501000000,3299000000,3299000000,,6825000000,325000000,143000000,,,,,,928000000,,,-145000000,,-154000000,,,,,,,,,,,,,,,-4800000000,7150000000,5649000000,,
1398987,0001355001-12-000083,10-Q,2012-11-01,2012-11-02,2012,Q3,2012-09-30,quarterly,,REALOGY HOLDINGS CORP.,7351000000,-1744000000,3304000000,3304000000,,7121000000,120000000,141000000,,,,,,1281000000,,,-36000000,18000000,-34000000,,187000000,8000000,,,,,42000000,,,,,,,-5048000000,7241000000,5497000000,151000000,
1398987,0001398987-13-000017,10-K,2013-02-25,2013-02-26,2012,FY,2012-12-31,annual,,REALOGY HOLDINGS CORP.,7445000000,1516000000,3304000000,3304000000,,4256000000,110000000,376000000,,,,,,4672000000,,,-563000000,39000000,-543000000,,528000000,37700000,,,,,173000000,-103000000,-54000000,,,,-157000000,-1788000000,4366000000,5882000000,-35000000,
1398987,0001398987-13-000017,10-K,2013-02-25,2013-02-26,2012,FY,2012-12-31,quarterly,,REALOGY HOLDINGS CORP.,7445000000,1516000000,3304000000,3304000000,,4256000000,110000000,376000000,,,,,,1207000000,,,-301000000,6000000,-292000000,,-5000000,,,,,,42000000,-102000000,-20000000,,,,-122000000,-1788000000,4366000000,5882000000,-306000000,
1398987,0001398987-13-000065,10-Q,2013-05-01,2013-05-02,2013,Q1,2013-03-31,quarterly,,REALOGY HOLDINGS CORP.,7415000000,1441000000,3306000000,3306000000,,4317000000,154000000,366000000,,,0,,,957000000,,,-76000000,7000000,-75000000,,89000000,145100000,,,,,42000000,-43000000,-12000000,,,,-55000000,-1865000000,4471000000,5912000000,13000000,
1398987,0001398987-13-000138,10-Q,2013-08-02,2013-08-03,2013,Q2,2013-06-30,quarterly,,REALOGY HOLDINGS CORP.,7299000000,1544000000,3308000000,3308000000,,3995000000,161000000,187000000,,,0,,,1533000000,,,82000000,9000000,84000000,,67000000,146636879,,,,,44000000,141000000,-10000000,,,,131000000,-1764000000,4156000000,5700000000,149000000,
1398987,0001398987-13-000197,10-Q,2013-11-04,2013-11-05,2013,Q3,2013-09-30,quarterly,,REALOGY HOLDINGS CORP.,7182000000,1670000000,3310000000,3310000000,,3891000000,64000000,173000000,,,0,,,1553000000,,,115000000,9000000,109000000,,74000000,146766202,,,,,44000000,232000000,-18000000,23000000,,,214000000,-1640000000,3955000000,5625000000,189000000,
1398987,0001398987-14-000017,10-K,2014-02-27,2014-02-28,2013,FY,2013-12-31,annual,RLGY,REALOGY HOLDINGS CORP.,7326000000,2010000000,3335000000,3335000000,,3886000000,19000000,236000000,,,0,,,5289000000,,,175000000,-242000000,438000000,,281000000,146600000,,,,,176000000,492000000,-62000000,61000000,,,430000000,-1325000000,3905000000,5915000000,456000000,
1398987,0001398987-14-000017,10-K,2014-02-27,2014-02-28,2013,FY,2013-12-31,quarterly,RLGY,REALOGY HOLDINGS CORP.,7326000000,2010000000,3335000000,3335000000,,3886000000,19000000,236000000,,,0,,,1246000000,,,54000000,-267000000,320000000,,51000000,,,,,,46000000,162000000,-22000000,6000000,,,140000000,-1325000000,3905000000,5915000000,105000000,
