cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1378992,0000919465-12-000024,10-K,2012-12-17,2012-12-18,2012,FY,2012-09-30,annual,BERY,BERRY PLASTICS GROUP INC,5106000000,-475000000,,,,4431000000,40000000,87000000,535000000,,,,,4766000000,,325000000,4000000,2000000,2000000,,328000000,86644000,,,,,,479000000,-230000000,,,-6000000,249000000,-475000000,4471000000,3996000000,332000000,
1378992,0000919465-12-000024,10-K,2012-12-17,2012-12-18,2012,FY,2012-09-30,quarterly,BERY,BERRY PLASTICS GROUP INC,5106000000,-475000000,,,,4431000000,40000000,87000000,535000000,,,,,1204000000,,,,,22000000,,,,,,,,,,,,,,,-475000000,4471000000,3996000000,,
1378992,0000919465-13-000010,10-Q,2013-02-05,2013-02-06,2013,Q1,2012-12-31,quarterly,BERY,BERRY PLASTICS GROUP INC,5050000000,-313000000,,,,3932000000,43000000,32000000,551000000,,,,,1072000000,,68000000,-15000000,-5000000,-10000000,,70000000,111352000,,,,,,87000000,-45000000,,,,42000000,-313000000,3975000000,3662000000,55000000,
1378992,0000919465-13-000018,10-Q,2013-05-07,2013-05-08,2013,Q2,2013-03-31,quarterly,BERY,BERRY PLASTICS GROUP INC,5082000000,-315000000,,,,3942000000,57000000,16000000,610000000,,,,,1150000000,,111000000,3000000,2000000,1000000,,61000000,118197000,,,,,,78000000,-62000000,,,,16000000,-315000000,3999000000,3684000000,64000000,
1378992,0000919465-13-000022,10-Q,2013-08-06,2013-08-07,2013,Q3,2013-06-30,quarterly,BERY,BERRY PLASTICS GROUP INC,5045000000,-251000000,,,,3886000000,56000000,25000000,577000000,,,,,1221000000,,117000000,62000000,22000000,40000000,,57000000,120551000,,,,,,132000000,-72000000,,,,60000000,-251000000,3942000000,3691000000,119000000,
1378992,0001378992-13-000013,10-K,2013-12-11,2013-12-12,2013,FY,2013-09-30,annual,BERY,BERRY PLASTICS GROUP INC,5135000000,-196000000,,,,3875000000,71000000,142000000,575000000,,,,,4647000000,,386000000,85000000,28000000,57000000,,-244000000,119454000,,,,,,464000000,-239000000,,,,225000000,-196000000,3946000000,3750000000,-159000000,
1378992,0001378992-13-000013,10-K,2013-12-11,2013-12-12,2013,FY,2013-09-30,quarterly,BERY,BERRY PLASTICS GROUP INC,5135000000,-196000000,,,,3875000000,71000000,142000000,575000000,,,,,1204000000,,90000000,35000000,9000000,26000000,,-432000000,,,,,,,167000000,-60000000,,,,107000000,-196000000,3946000000,3750000000,-397000000,
1378992,0001378992-14-000008,10-Q,2014-01-31,2014-02-01,2014,Q1,2013-12-31,quarterly,BERY,BERRY PLASTICS GROUP INC,5264000000,-183000000,,,,3875000000,74000000,162000000,572000000,,,,,1140000000,,63000000,9000000,3000000,6000000,,,120479000,,-55000000,,,,172000000,-47000000,5000000,,,125000000,-183000000,3949000000,3766000000,,
1378992,0001378992-14-000018,10-Q,2014-05-02,2014-05-03,2014,Q2,2014-03-31,quarterly,BERY,BERRY PLASTICS GROUP INC,5367000000,-147000000,,,,3866000000,77000000,126000000,626000000,,,,,1210000000,,77000000,18000000,6000000,12000000,,,121699000,,-57000000,,,,78000000,-67000000,5000000,,,11000000,-147000000,3943000000,3796000000,,
1378992,0001378992-14-000025,10-Q,2014-08-01,2014-08-02,2014,Q3,2014-06-30,quarterly,BERRY,BERRY PLASTICS GROUP INC,5419000000,-130000000,,,,3899000000,56000000,45000000,665000000,,,,,1298000000,,83000000,-4000000,-19000000,15000000,,,121477000,,-56000000,,,,120000000,-58000000,2000000,,,62000000,-130000000,3955000000,3825000000,,
