cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
18498,0000950123-11-085180,10-Q/A,2011-09-19,2011-09-20,2011,Q2,2011-07-31,quarterly,GCO,GENESCO INC,1260881000,650649000,276154000,259174000,16980000,159406000,5113000,35582000,474951000,,5160000,,,,,1651000,570000,220000,-392000,,1097000,,16000,-1081000,,,13002000,-30178000,-13616000,1641000,,0,-43794000,374495000,164519000,815168000,1667000,14653000
18498,0001193125-12-186055,10-K/A,2012-04-26,2012-04-27,2011,FY,2012-01-31,annual,GCO,GENESCO INC,1237265000,715361000,274567000,259759000,14808000,31931000,8773000,53790000,435113000,,4957000,,,,,143870000,138778000,55794000,81959000,,5157000,,65000,-5092000,,,53737000,144960000,-49456000,7660000,,0,95504000,440794000,40704000,756065000,143935000,197607000
18498,0001193125-12-186055,10-K/A,2012-04-26,2012-04-27,2011,FY,2012-01-31,quarterly,GCO,GENESCO INC,1237265000,715361000,274567000,259759000,14808000,31931000,8773000,53790000,435113000,,4957000,,,,,,69154000,,41470000,,,,,,,,,,,,,,,440794000,40704000,756065000,,
18498,0001445305-12-001959,10-Q,2012-06-07,2012-06-08,2012,Q1,2012-04-30,quarterly,GCO,GENESCO INC,1260373000,749568000,277091000,263062000,14029000,25372000,10290000,54824000,445245000,,4903000,,,,,36007000,34890000,14099000,20614000,,1132000,,15000,-1117000,,,15253000,7574000,-14118000,2211000,,,-6544000,472477000,35662000,785230000,36022000,51260000
18498,0000018498-12-000007,10-Q,2012-09-06,2012-09-07,2012,Q2,2012-07-31,quarterly,GCO,GENESCO INC,1380958000,735608000,282487000,269310000,13177000,95001000,5497000,47222000,555626000,,4066000,,,,,16955000,15748000,5187000,10520000,,1217000,,10000,-1207000,,,15291000,-29067000,-18415000,2444000,,-20227000,-47482000,453121000,100498000,836106000,16965000,32246000
18498,0000018498-12-000018,10-Q,2012-12-06,2012-12-07,2012,Q3,2012-10-31,quarterly,GCO,GENESCO INC,1433398000,773879000,284663000,272201000,12462000,86296000,5639000,39890000,600251000,,3934000,,,,,52378000,51077000,10108000,40875000,,1342000,,41000,-1301000,,,15651000,28055000,-20332000,2828000,,-7312000,7723000,489216000,91935000,865814000,52419000,68029000
18498,0000018498-13-000012,10-K,2013-04-03,2013-04-04,2012,FY,2013-01-31,annual,GCO,GENESCO INC,1333789000,808591000,285425000,273827000,11598000,45007000,5675000,59795000,505344000,,3924000,,,,,167970000,162939000,51941000,110536000,,5126000,,95000,-5031000,,,63697000,123210000,-71737000,10508000,,-37650000,51473000,523166000,50682000,859273000,168065000,231667000
18498,0000018498-13-000012,10-K,2013-04-03,2013-04-04,2012,FY,2013-01-31,quarterly,GCO,GENESCO INC,1333789000,808591000,285425000,273827000,11598000,45007000,5675000,59795000,505344000,,3924000,,,,,62630000,61224000,22547000,38527000,,1435000,,29000,-1406000,,,17502000,116648000,-18872000,3025000,,-10111000,97776000,523166000,50682000,859273000,62659000,80132000
18498,0000018498-13-000020,10-Q,2013-06-13,2013-06-14,2014,Q1,2013-04-30,quarterly,GCO,GENESCO INC,1307219000,816078000,282795000,272086000,10709000,47745000,5576000,39668000,509100000,,1299000,,,,,32268000,31229000,12748000,18382000,,1061000,,22000,-1039000,,,16429000,23527000,-17781000,,,-8629000,5746000,533283000,53321000,869399000,32290000,48697000
18498,0000018498-13-000034,10-Q,2013-09-12,2013-09-13,2013,Q2,2013-07-31,quarterly,GCO,GENESCO INC,1457349000,831250000,287621000,277398000,10223000,67813000,5312000,46027000,628074000,,1307000,,,,,15528000,14388000,5923000,8340000,,1158000,,18000,-1140000,,,16454000,-7037000,-19425000,,,-2589000,-26462000,543629000,73125000,904375000,15546000,31982000
18498,0000018498-13-000039,10-K/A,2013-09-24,2013-09-25,2013,FY,2013-01-31,annual,GCO,GENESCO INC,1326072000,821860000,285425000,273827000,11598000,45007000,5675000,59795000,505344000,,3924000,,,,,169863000,164832000,51935000,112435000,,5126000,,95000,-5031000,,,63697000,123210000,-71737000,10508000,,-37650000,51473000,536435000,50682000,872542000,169958000,233560000
18498,0000018498-13-000039,10-K/A,2013-09-24,2013-09-25,2013,FY,2013-01-31,quarterly,GCO,GENESCO INC,1326072000,821860000,285425000,273827000,11598000,45007000,5675000,59795000,505344000,,3924000,,,,,,61401000,,38763000,,,,,,,,,,,,,,,536435000,50682000,872542000,,
18498,0000018498-13-000040,10-Q/A,2013-09-24,2013-09-25,2013,Q1,2013-04-30,quarterly,GCO,GENESCO INC,1302074000,825375000,282795000,272086000,10709000,47745000,5576000,39668000,509100000,,1299000,,,,,25724000,24685000,10176000,14410000,,1061000,,22000,-1039000,,,16429000,23527000,-17781000,,,-8629000,5746000,542580000,53321000,878696000,25746000,42153000
18498,0000018498-13-000049,10-Q,2013-12-12,2013-12-13,2013,Q3,2013-10-31,quarterly,GCO,GENESCO INC,1545803000,859507000,292551000,283049000,9502000,92361000,5596000,32250000,694256000,,1305000,,,,,46979000,45789000,17993000,27750000,,1199000,,9000,-1190000,,,16634000,8554000,-38470000,,,-9458000,-29916000,566956000,97957000,957464000,46988000,63613000
18498,0000018498-14-000015,10-K/A,2014-04-03,2014-04-04,2014,FY,2014-01-31,annual,GCO,GENESCO INC,1439284000,916190000,297182000,288100000,9082000,26937000,6793000,59447000,567261000,,1305000,,,,,163435000,158860000,65878000,92653000,,4641000,,66000,-4575000,,,67135000,139999000,-98456000,12295000,,-20676000,41543000,619008000,33730000,949920000,163501000,230570000
18498,0000018498-14-000015,10-K/A,2014-04-03,2014-04-04,2014,FY,2014-01-31,quarterly,GCO,GENESCO INC,1439284000,916190000,297182000,288100000,9082000,26937000,6793000,59447000,567261000,,1305000,,,,,,73998000,,42153000,,,,,,,,,,,,,,,619008000,33730000,949920000,,
18498,0000018498-14-000021,10-Q,2014-06-12,2014-06-13,2014,Q1,2014-04-30,quarterly,GCO,GENESCO INC,1482907000,939646000,299075000,290718000,8357000,25600000,7489000,71882000,587245000,,1299000,,,,,23718000,23017000,8919000,13973000,,733000,,32000,-701000,,,17360000,32166000,-19810000,,,0,12356000,640571000,33089000,972735000,23750000,41078000
18498,0000018498-14-000030,10-Q,2014-09-11,2014-09-12,2014,Q2,2014-07-31,quarterly,GCO,GENESCO INC,1580837000,943290000,301916000,293610000,8306000,47083000,29284000,59303000,669388000,,1299000,,,,,10084000,9302000,4534000,4694000,,800000,,18000,-782000,,,18389000,-24302000,-32927000,,,0,-57229000,641374000,76367000,1019657000,10102000,28473000
18498,0000018498-14-000035,10-Q,2014-12-11,2014-12-12,2015,Q3,2014-10-31,quarterly,GCO,GENESCO INC,1669245000,968464000,317142000,304552000,12590000,79688000,35347000,38026000,737577000,,1286000,,,,,46560000,38619000,9869000,28662000,,914000,,23000,-891000,,,19006000,1033000,-32580000,,,-946000,-31547000,651322000,115035000,1083499000,39533000,65566000
18498,0000018498-15-000014,10-K,2015-04-01,2015-04-02,2014,FY,2015-01-31,annual,GCO,GENESCO INC,1583087000,996807000,308450000,296865000,11585000,16003000,13152000,112867000,598145000,,1274000,,,,,167266000,156989000,57616000,97725000,,3337000,,110000,-3227000,,,74326000,189764000,-103111000,,,-4635000,86653000,688357000,29155000,1025962000,160326000,241592000
18498,0000018498-15-000014,10-K,2015-04-01,2015-04-02,2014,FY,2015-01-31,quarterly,GCO,GENESCO INC,1583087000,996807000,308450000,296865000,11585000,16003000,13152000,112867000,598145000,,1274000,,,,,,86051000,,50396000,,,,,,,,,,,,,,,688357000,29155000,1025962000,,
18498,0000018498-15-000021,10-Q,2015-06-11,2015-06-12,2015,Q1,2015-04-30,quarterly,GCO,GENESCO INC,1616068000,1014940000,309798000,298795000,11003000,15750000,12000000,89886000,636830000,,1266000,,,,,16254000,15609000,5664000,9878000,,660000,,15000,-645000,,,19493000,-491000,-24400000,,,,-24891000,705142000,27750000,1042690000,16269000,35747000
18498,0000018498-15-000032,10-Q,2015-09-10,2015-09-11,2015,Q2,2015-07-31,quarterly,GCO,GENESCO INC,1684301000,994179000,310504000,300230000,10274000,94694000,18764000,48997000,734803000,,1266000,,,,,12496000,11568000,3975000,7520000,,945000,,17000,-928000,,,19382000,-94677000,-21871000,,,-21695000,-116548000,683675000,113458000,1107637000,12513000,31878000
18498,0000018498-15-000048,10-Q,2015-12-10,2015-12-11,2015,Q3,2015-10-31,quarterly,GCO,GENESCO INC,1743704000,928459000,308639000,298990000,9649000,199691000,15437000,28148000,779895000,,1233000,,,,,52050000,50720000,17865000,32507000,,1314000,,-16000,-1330000,,,19294000,19246000,-31525000,,,-99120000,-12279000,619820000,215128000,1143587000,52034000,71344000
18498,0000018498-16-000065,10-K,2016-03-30,2016-03-31,2015,FY,2016-01-31,annual,GCO,GENESCO INC,1541483000,955156000,284954000,281385000,3569000,97876000,14182000,133288000,529758000,,1077000,,,,,151251000,151533000,56152000,94569000,,4414000,,11000,-4403000,,,79011000,145118000,-100652000,,,-137648000,44466000,670202000,112058000,1067214000,155947000,230262000
18498,0000018498-16-000065,10-K,2016-03-30,2016-03-31,2015,FY,2016-01-31,quarterly,GCO,GENESCO INC,1541483000,955156000,284954000,281385000,3569000,97876000,14182000,133288000,529758000,,1077000,,,,,70451000,73636000,28648000,44664000,,1495000,,-5000,-1500000,,,20842000,221040000,-22856000,,,-16833000,198184000,670202000,112058000,1067214000,75131000,91293000
18498,0000018498-16-000079,10-Q,2016-06-09,2016-06-10,2016,Q1,2016-04-30,quarterly,GCO,GENESCO INC,1482276000,904262000,290095000,286595000,3500000,101273000,14631000,42750000,551282000,,1073000,,,,,17897000,16760000,6196000,10410000,,1163000,,26000,-1137000,,,18814000,18546000,-17357000,,,-76896000,1189000,614167000,115904000,1020166000,17923000,36711000
18498,0000018498-16-000095,10-Q,2016-12-08,2016-12-09,2016,Q3,2016-10-31,quarterly,GCO,GENESCO INC,1596424000,864065000,271911000,269115000,2796000,214076000,12172000,30520000,719975000,,1065000,,,,,40348000,38860000,12912000,25895000,,1489000,,1000,-1488000,,,18596000,-36455000,-24817000,,,-39835000,-61272000,592154000,226248000,1090313000,40349000,58944000
18498,0000018498-17-000009,10-K,2017-03-29,2017-03-30,2016,FY,2017-01-31,annual,GCO,GENESCO INC,1448906000,921053000,273614000,271222000,2392000,73730000,9175000,48301000,563677000,,1060000,,,,,141960000,151414000,53555000,97431000,,5294000,,47000,-5247000,,,75768000,161501000,-93970000,,,-140499000,67531000,647439000,82905000,1003958000,156708000,217728000
18498,0000018498-17-000009,10-K,2017-03-29,2017-03-30,2016,FY,2017-01-31,quarterly,GCO,GENESCO INC,1448906000,921053000,273614000,271222000,2392000,73730000,9175000,48301000,563677000,,1060000,,,,,63695000,74595000,27752000,46548000,,1326000,,10000,-1316000,,,19249000,167349000,-28450000,,,0,138899000,647439000,82905000,1003958000,75921000,82944000
18498,0000018498-17-000017,10-Q,2017-06-08,2017-06-09,2017,Q1,2017-04-30,quarterly,GCO,GENESCO INC,1479376000,911468000,275045000,272880000,2165000,136390000,1617000,43371000,578102000,,1059000,,,,,2794000,1617000,620000,885000,,1177000,,0,-1177000,,,19616000,-17982000,-30326000,,,-16163000,-48308000,636423000,138007000,1049475000,2794000,22410000
18498,0000018498-17-000028,10-Q,2017-09-07,2017-09-08,2017,Q2,2017-07-31,quarterly,GCO,GENESCO INC,1597513000,915334000,278338000,276209000,2129000,188823000,2051000,43520000,670104000,,1061000,,,,,-2010000,-3259000,616000,-3948000,,1255000,,6000,-1249000,,,18930000,-6797000,-37010000,,,-1715000,-43807000,636996000,190874000,1106208000,-2004000,16920000
18498,0000018498-17-000037,10-Q,2017-12-07,2017-12-08,2017,Q3,2017-10-31,quarterly,GCO,GENESCO INC,1498483000,752707000,95330000,93440000,1890000,221372000,2207000,50740000,697949000,,1052000,,,,,-152399000,-153856000,10950000,-164821000,,1454000,,-3000,-1457000,,,18984000,12233000,-36727000,,,0,-24494000,657377000,223579000,976286000,-152402000,-133415000
18498,0000018498-18-000016,10-K,2018-04-04,2018-04-05,2017,FY,2018-01-31,annual,GCO,GENESCO INC,1315353000,829174000,102102000,100308000,1794000,86619000,1766000,39937000,542625000,,1052000,,,,,-96249000,-101661000,9769000,-111839000,,5420000,,8000,-5412000,,,78326000,164591000,-127853000,,,-17879000,36738000,727072000,88385000,917559000,-96241000,-17923000
18498,0000018498-18-000016,10-K,2018-04-04,2018-04-05,2017,FY,2018-01-31,quarterly,GCO,GENESCO INC,1315353000,829174000,102102000,100308000,1794000,86619000,1766000,39937000,542625000,,1052000,,,,,55366000,53837000,-2417000,56045000,,1537000,,8000,-1529000,,,20796000,177137000,-23790000,,,-1000,153347000,727072000,88385000,917559000,55374000,76162000
18498,0000018498-18-000028,10-Q,2018-06-14,2018-06-15,2018,Q1,2018-04-30,quarterly,GCO,GENESCO INC,1317425000,826911000,97664000,96086000,1578000,103994000,1690000,30880000,552475000,,1040000,,,,,-1848000,-2896000,-588000,-2331000,,1047000,,19000,-1028000,,,19693000,806000,-19533000,,,0,-18727000,729247000,105684000,932595000,-1849000,17845000
18498,0000018498-18-000039,10-Q,2018-09-13,2018-09-14,2018,Q2,2018-07-31,quarterly,GCO,GENESCO INC,1367796000,821978000,94045000,92648000,1397000,81712000,1625000,49786000,606748000,,1064000,,,653892000,,1361000,259000,92000,-15000,,1113000,,10000,-1103000,,,19225000,42236000,-11593000,,,0,30643000,727933000,83337000,905315000,1372000,20586000
