cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
855654,0001104659-11-059039,10-Q,2011-10-31,2011-11-01,2012,Q1,2011-09-30,quarterly,IMGN,IMMUNOGEN INC,199104000,123771000,,,,,,179765000,1147000,,,,,2536000,,-19466000,-19483000,,,17161000,,76364000,,,,22002000,1163000,-11565000,-554000,2568000,,,-12119000,123771000,,,,-18303000,2834,76422000,2011-09-30,single,,,,,instance,2011-10-31
855654,0001104659-12-005282,10-Q,2012-01-31,2012-02-01,2012,Q2,2011-12-31,quarterly,IMGN,IMMUNOGEN INC,208219000,115344000,,,,,,168372000,1106000,,,,,7617000,,-12776000,-12753000,0,,15559000,,76523000,,,,20393000,1154000,-12469000,-280000,2953000,,,-12749000,115344000,,,,-11622000,2834,76281000,2011-12-31,single,,,,,instance,2012-01-31
855654,0001104659-12-035820,10-Q,2012-05-10,2012-05-11,2012,Q3,2012-03-31,quarterly,IMGN,IMMUNOGEN INC,196328000,100930000,,,,,,175260000,931000,,,,,3252000,,-18702000,-18669000,,,16933000,,76961000,,,,21954000,1146000,5919000,-948000,2338000,,,4971000,100930000,,,,-17556000,2834,77190000,2012-03-31,single,,,,,instance,2012-05-10
855654,0001047469-12-008592,10-K,2012-08-29,2012-08-30,2012,FY,2012-06-30,annual,IMGN,IMMUNOGEN INC,180308000,83890000,,,,,,160938000,1288000,,,,,16357000,,-73257000,-73319000,,,69192000,,76814000,,,,89614000,4633000,-34288000,-2908000,10252000,,,-37196000,83890000,,,,-68624000,2834,77759000,2012-06-30,single,,,,,instance,2012-08-29
855654,0001047469-12-008592,10-K,2012-08-29,2012-08-30,2012,FY,2012-06-30,quarterly,IMGN,IMMUNOGEN INC,180308000,83890000,,,,,,160938000,1288000,,,,,2952000,,-22313000,-22414000,,,19539000,,,,,,25265000,1170000,-16173000,-1126000,2393000,,,-17299000,83890000,,,,-21143000,2834,77759000,2012-06-30,single,,,,,instance,2012-08-29
855654,0001104659-12-072542,10-Q,2012-10-31,2012-11-01,2013,Q1,2012-09-30,quarterly,IMGN,IMMUNOGEN INC,252668000,157312000,,,,,,233614000,170000,,,,,4091000,,-25248000,,,,23700000,,83350000,,,,29339000,1174000,-21006000,-966000,3920000,,,-21972000,157312000,,,,-24074000,2834,84117000,2012-09-30,single,,,,,instance,2012-10-31
855654,0001104659-13-005970,10-Q,2013-01-30,2013-01-31,2013,Q2,2012-12-31,quarterly,IMGN,IMMUNOGEN INC,230837000,135995000,,,,,,211021000,450000,,,,,2612000,,-24508000,,,,21656000,,84147000,,,,27120000,1162000,-21703000,-1072000,2928000,,,-22775000,135995000,,,,-23346000,2834,84188000,2012-12-31,single,,,,,instance,2013-01-30
855654,0001104659-13-037456,10-Q,2013-05-06,2013-05-07,2013,Q3,2013-03-31,quarterly,IMGN,IMMUNOGEN INC,228682000,139002000,,,,,,206103000,112000,,,,,25001000,,-1312000,,,,21318000,,84279000,,,,26313000,1173000,-5978000,-377000,2991000,,,-6355000,139002000,,,,-139000,2834,84437000,2013-03-31,single,,,,,instance,2013-05-06
855654,0001047469-13-008741,10-K,2013-08-29,2013-08-30,2013,FY,2013-06-30,annual,IMGN,IMMUNOGEN INC,213596000,121847000,,,,,,194960000,703000,,,,,35535000,,-73009000,,,,87073000,,84063000,,,,108544000,4641000,-60299000,-3770000,12751000,,,-64069000,121847000,,,,-68368000,2834,84725000,2013-06-30,single,,,,,instance,2013-08-29
855654,0001047469-13-008741,10-K,2013-08-29,2013-08-30,2013,FY,2013-06-30,quarterly,IMGN,IMMUNOGEN INC,213596000,121847000,,,,,,194960000,703000,,,,,3831000,,-21941000,,,,20399000,,,,,,25772000,1132000,-11612000,-1355000,2912000,,,-12967000,121847000,,,,-20809000,2834,84725000,2013-06-30,single,,,,,instance,2013-08-29
855654,0001104659-13-078598,10-Q,2013-10-29,2013-10-30,2014,Q1,2013-09-30,quarterly,IMGN,IMMUNOGEN INC,200024000,119441000,,,,,,174838000,1671000,,,,,17218000,,-11337000,,,,22029000,,85010000,,,,28555000,1162000,-23575000,-572000,4795000,,,-24147000,119441000,,,,-10175000,2834,85270000,2013-09-30,single,,,,,instance,2013-10-29
855654,0001104659-14-006659,10-Q,2014-02-05,2014-02-06,2014,Q2,2013-12-31,quarterly,IMGN,IMMUNOGEN INC,202523000,130036000,,,,,,178088000,3008000,,,,,30060000,,3751000,,,,20862000,,87276000,,,,26309000,1145000,1946000,-1725000,3753000,,,221000,130036000,,,,4896000,2834,85629000,2013-12-31,single,,,,,instance,2014-02-05
855654,0001104659-14-033996,10-Q,2014-05-02,2014-05-03,2014,Q3,2014-03-31,quarterly,IMGN,IMMUNOGEN INC,186694000,97934000,,,,,,164076000,2484000,,,,,6875000,,-37445000,,,,38280000,,85684000,,,,44320000,1121000,-13100000,-2414000,3847000,,,-15514000,97934000,,,,-36324000,2834,85807000,2014-03-31,single,,,,,instance,2014-05-02
855654,0001047469-14-007236,10-K,2014-08-28,2014-08-29,2014,FY,2014-06-30,annual,IMGN,IMMUNOGEN INC,165318000,75699000,,,,,,142261000,2950000,,,,,59896000,,-71531000,,,,106958000,,85481000,,,,131427000,4598000,-53650000,-8184000,16080000,,,-61834000,75699000,,,,-66933000,2834,85903000,2014-06-30,single,,,,,instance,2014-08-28
855654,0001047469-14-007236,10-K,2014-08-28,2014-08-29,2014,FY,2014-06-30,quarterly,IMGN,IMMUNOGEN INC,165318000,75699000,,,,,,142261000,2950000,,,,,5743000,,-26500000,,,,25787000,,,,,,32243000,1170000,-18921000,-3473000,3685000,,,-22394000,75699000,,,,-25330000,2834,85903000,2014-06-30,single,,,,,instance,2014-08-28
855654,0001104659-14-075205,10-Q,2014-10-30,2014-10-31,2015,Q1,2014-09-30,quarterly,IMGN,IMMUNOGEN INC,143106000,58971000,,,,,,121798000,2115000,,,,,13203000,,-21910000,,,,28018000,,85872000,,,,35113000,1389000,-18899000,-1708000,5410000,,,-20607000,58971000,,,,-20521000,2834,85928000,2014-09-30,single,,,,,instance,2014-10-30
855654,0001104659-15-006994,10-Q,2015-02-05,2015-02-06,2015,Q2,2014-12-31,quarterly,IMGN,IMMUNOGEN INC,128540000,77470000,,,,,,106604000,1919000,,,,,48300000,,13781000,,,,27647000,,86665000,,,,34519000,1429000,-15484000,-882000,3692000,,,-16366000,77470000,,,,15210000,2834,86081000,2014-12-31,single,,,,,instance,2015-02-05
855654,0001104659-15-036133,10-Q,2015-05-08,2015-05-09,2015,Q3,2015-03-31,quarterly,IMGN,IMMUNOGEN INC,133802000,59670000,,,,,,111827000,2702000,,,,,11427000,,-21239000,,,,25666000,,86080000,,,,32666000,1413000,7545000,-1916000,3702000,,,5629000,59670000,,,,-19826000,2834,86134000,2015-03-31,single,,,,,instance,2015-05-08
855654,0001047469-15-007008,10-K,2015-08-27,2015-08-28,2015,FY,2015-06-30,annual,IMGN,IMMUNOGEN INC,313823000,35104000,,,,,,278109000,2935000,,,,,85541000,,-54455000,,,,111768000,,86038000,,,,139996000,5513000,-55291000,-7425000,15715000,,,-62716000,35104000,,,,-48942000,2834,86579000,2015-06-30,single,,,,,instance,2015-08-27
855654,0001047469-15-007008,10-K,2015-08-27,2015-08-28,2015,FY,2015-06-30,quarterly,IMGN,IMMUNOGEN INC,313823000,35104000,,,,,,278109000,2935000,,,,,12611000,,-25087000,,,,30437000,,,,,,37698000,1282000,-28453000,-2919000,2911000,,,-31372000,35104000,,,,-23805000,2834,86579000,2015-06-30,single,,,,,instance,2015-08-27
855654,0001104659-15-074417,10-Q,2015-10-30,2015-10-31,2016,Q1,2015-09-30,quarterly,IMGN,IMMUNOGEN INC,285584000,11609000,,,,,,247843000,1246000,,,,,14851000,,-28610000,,,,35132000,,86838000,,,,43461000,1127000,-31351000,-3377000,5783000,,,-34728000,11609000,,,,-27483000,2834,86981000,2015-09-30,single,,,,,instance,2015-10-30
855654,0001104659-16-093833,10-Q,2016-02-04,2016-02-05,2016,Q2,2015-12-31,quarterly,IMGN,IMMUNOGEN INC,251580000,-16686000,,,,,,212283000,1537000,,,,,18029000,,-28224000,,,,38199000,,86970000,,,,46253000,1260000,-34139000,-1750000,4602000,,,-35889000,-16686000,,,,-26964000,2834,87040000,2015-12-31,single,,,,,instance,2016-02-04
855654,0001104659-16-117673,10-Q,2016-05-04,2016-05-05,2016,Q3,2016-03-31,quarterly,IMGN,IMMUNOGEN INC,222347000,-41143000,,,,,,182913000,908000,,,,,19714000,,-27615000,,,,36094000,,,,,,47329000,1435000,-26079000,-3479000,7283000,,,-29558000,-41143000,,,,-26180000,2834,87077000,2016-03-31,single,,,,,instance,2016-05-04
855654,0001558370-16-008099,10-K,2016-08-25,2016-08-26,2016,FY,2016-06-30,annual,IMGN,IMMUNOGEN INC,287085000,-82304000,,,,,,245026000,907000,,,,,60002000,,-124991000,,,,148077000,,86976000,,,,184993000,5327000,-124476000,-10376000,22248000,,,-134852000,-82304000,,,,-119664000,2834,87209000,2016-06-30,single,,,,,instance,2016-08-25
855654,0001558370-16-008099,10-K,2016-08-25,2016-08-26,2016,FY,2016-06-30,quarterly,IMGN,IMMUNOGEN INC,287085000,-82304000,,,,,,245026000,907000,,,,,7408000,,-40542000,,,,38652000,,,,,,47950000,1505000,-32907000,-1770000,4580000,,,-34677000,-82304000,,,,-39037000,2834,87209000,2016-06-30,single,,,,,instance,2016-08-25
855654,0001558370-16-009369,10-Q,2016-11-04,2016-11-05,2017,Q1,2016-09-30,quarterly,IMGN,IMMUNOGEN INC,231348000,-122538000,,,,,,196000000,2027000,,,,,7660000,,-38838000,,,,32909000,1150000,87102000,,,,46498000,1528000,-47844000,-1182000,4497000,,,-49026000,-122538000,,,,-37310000,2834,87314000,2016-09-30,single,,,,,instance,2016-11-04
855654,0001558370-17-001331,10-KT,2017-03-03,2017-03-04,2016,FY,2016-12-31,annual,IMGN,IMMUNOGEN INC,198864000,-152850000,,,,,,159964000,2192000,,,,,,,,,,,,,,,,,,,,,,,,,-152850000,,,,,2834,87301000,2016-12-31,single,,,,,instance,2017-03-03
855654,0001558370-17-001331,10-KT,2017-03-03,2017-03-04,2016,FY,2016-12-31,quarterly,IMGN,IMMUNOGEN INC,198864000,-152850000,,,,,,159964000,2192000,,,,,13846000,,-28648000,,,,33657000,1099000,,,,,42494000,,,,,,,,-152850000,,,,,2834,87301000,2016-12-31,single,,,,,instance,2017-03-03
855654,0001558370-17-003635,10-Q,2017-05-05,2017-05-06,2017,Q3,2017-03-31,quarterly,IMGN,IMMUNOGEN INC,163321000,-167530000,,,,,,126568000,3225000,,,,,28499000,,-12894000,,,,32888000,1125000,87160000,,,,41393000,1506000,-32959000,-437000,2665000,,,-33396000,-167530000,,,,-11388000,2834,89348000,2017-03-31,single,,,,,instance,2017-05-05
855654,0001558370-17-005987,10-Q,2017-08-04,2017-08-05,2017,Q2,2017-06-30,quarterly,IMGN,IMMUNOGEN INC,181377000,-173229000,,,,,,150337000,3482000,,,,,39020000,,-5135000,,,-8867000,35319000,1125000,87174000,,,,44155000,,,,,,,,-173229000,,,,,2834,89597000,2017-06-30,single,,,,,instance,2017-08-04
