cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
896264,0001104659-11-045753,10-Q,2011-08-10,2011-08-11,2011,Q2,2011-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,205928000,150419000,57035000,16930000,40105000,,,24944000,35381000,,,,,,122717000,21154000,21154000,7298000,13856000,,2000,15752000,54000,,,101563000,,,,,,,,93384000,,,21156000,,2833,15173000,2011-06-30,single,,,,,instance,2011-08-10
896264,0001104659-11-062728,10-Q,2011-11-09,2011-11-10,2011,Q3,2011-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,229293000,159139000,59966000,17596000,42370000,,,36317000,36199000,,,,,,118299000,18776000,18909000,6524000,12385000,,1000,15205000,42000,,,99523000,2115000,22067000,-2764000,2937000,,-7362000,19303000,99173000,,,18910000,20891000,2833,14954000,2011-09-30,single,,,,,instance,2011-11-09
896264,0001047469-12-002617,10-K,2012-03-14,2012-03-15,2011,FY,2011-12-31,annual,USNA,USANA HEALTH SCIENCES INC,244496000,173910000,60377000,17740000,42637000,,,50353000,36968000,,,,,,480247000,77256000,77478000,26726000,50752000,,9000,15574000,191000,,,402991000,8474000,70108000,-10643000,10549000,,-33459000,59465000,113533000,,,77487000,85730000,2833,14940000,2011-12-31,single,,,,,instance,2012-03-14
896264,0001047469-12-002617,10-K,2012-03-14,2012-03-15,2011,FY,2011-12-31,quarterly,USNA,USANA HEALTH SCIENCES INC,244496000,173910000,60377000,17740000,42637000,,,50353000,36968000,,,,,,121327000,20099000,20087000,6926000,13161000,,0,,45000,,,101228000,2113000,16640000,-2085000,2810000,,-758000,14555000,113533000,,,20087000,22212000,2833,14940000,2011-12-31,single,,,,,instance,2012-03-14
896264,0001104659-12-035865,10-Q,2012-05-10,2012-05-11,2012,Q1,2012-03-31,quarterly,USNA,USANA HEALTH SCIENCES INC,264512000,191062000,60271000,17776000,42495000,,,71164000,35286000,,,,,,126903000,20862000,20994000,7243000,13751000,,,15288000,38000,,,106041000,2196000,22643000,-2227000,2866000,,,20416000,130791000,,,,23058000,2833,14991000,2012-03-31,single,,,,,instance,2012-05-10
896264,0001104659-12-055842,10-Q,2012-08-08,2012-08-09,2012,Q2,2012-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,261012000,183627000,59521000,17675000,41846000,,,65538000,33805000,,,,,,132828000,25151000,24929000,8184000,16745000,,,15090000,71000,,,107677000,2214000,21303000,-1220000,2752000,,,20083000,124106000,,,,27365000,2833,14350000,2012-06-30,single,,,,,instance,2012-08-08
896264,0001104659-12-075294,10-Q,2012-11-07,2012-11-08,2012,Q3,2012-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,274284000,196980000,59819000,17797000,42022000,,,76601000,33296000,,,,,,134832000,24084000,24351000,6861000,17490000,,11000,14884000,75000,,,110748000,2198000,19677000,-3364000,2566000,,-8938000,16313000,137161000,,,24362000,26282000,2833,14496000,2012-09-30,single,,,,,instance,2012-11-07
896264,0001047469-13-002524,10-K,2013-03-11,2013-03-12,2012,FY,2012-12-31,annual,USNA,USANA HEALTH SCIENCES INC,267355000,185572000,59975000,17890000,42085000,,,70839000,36481000,,,,,,532922000,98179000,98426000,31993000,66433000,,20000,14923000,247000,,,434743000,8826000,92805000,-8432000,10210000,,-68294000,84373000,125597000,,,98446000,107005000,2833,13821000,2012-12-31,single,,,,,instance,2013-03-11
896264,0001047469-13-002524,10-K,2013-03-11,2013-03-12,2012,FY,2012-12-31,quarterly,USNA,USANA HEALTH SCIENCES INC,267355000,185572000,59975000,17890000,42085000,,,70839000,36481000,,,,,,138359000,28082000,28152000,9705000,18447000,,9000,,63000,,,110277000,2218000,29182000,-1621000,2026000,,-32793000,27561000,125597000,,,28161000,30300000,2833,13821000,2012-12-31,single,,,,,instance,2013-03-11
896264,0001104659-13-038289,10-Q,2013-05-07,2013-05-08,2013,Q1,2013-03-31,quarterly,USNA,USANA HEALTH SCIENCES INC,268657000,187648000,59896000,17933000,41963000,,,71047000,42974000,,,,,,138821000,26562000,26536000,8757000,17779000,,,13903000,78000,,,112259000,2303000,20305000,-872000,2369000,,-18085000,19433000,127752000,,,,28865000,2833,13432000,2013-03-31,single,,,,,instance,2013-05-07
896264,0001104659-13-061566,10-Q,2013-08-08,2013-08-09,2013,Q2,2013-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,298924000,214006000,59781000,17969000,41812000,,,96056000,41712000,,,,,,157231000,36452000,36369000,12159000,24210000,,,14099000,81000,,,120779000,2328000,26991000,-2089000,2058000,,0,24902000,154225000,,,,38780000,2833,13591000,2013-06-30,single,,,,,instance,2013-08-08
896264,0001104659-13-082184,10-Q,2013-11-07,2013-11-08,2013,Q3,2013-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,331333000,238649000,60183000,18105000,42078000,,,115349000,45671000,,,,,,142200000,24694000,24770000,8017000,16753000,,,14393000,119000,,,117506000,2239000,17297000,-3345000,1686000,,0,13952000,178466000,,,,26933000,2833,13860000,2013-09-30,single,,,,,instance,2013-11-07
896264,0001047469-14-002329,10-K,2014-03-13,2014-03-14,2013,FY,2013-12-31,annual,USNA,USANA HEALTH SCIENCES INC,368470000,260522000,60572000,18243000,42329000,,,137343000,47242000,,,,,,590740000,116712000,116581000,37557000,79024000,,1000,14204000,464000,,,474028000,9044000,98893000,-8051000,7624000,,-18085000,90842000,199950000,,,116582000,125756000,2833,13886000,2013-12-31,single,,,,,instance,2014-03-13
896264,0001047469-14-002329,10-K,2014-03-13,2014-03-14,2013,FY,2013-12-31,quarterly,USNA,USANA HEALTH SCIENCES INC,368470000,260522000,60572000,18243000,42329000,,,137343000,47242000,,,,,,152488000,29004000,28906000,8624000,20282000,,,,186000,,,123484000,2174000,34300000,-1745000,1511000,,0,32555000,199950000,,,,31178000,2833,13886000,2013-12-31,single,,,,,instance,2014-03-13
896264,0001104659-14-035876,10-Q,2014-05-07,2014-05-08,2014,Q1,2014-03-31,quarterly,USNA,USANA HEALTH SCIENCES INC,371466000,279741000,59143000,17933000,41210000,,,142733000,46890000,,,,,,148573000,25122000,25247000,8710000,16537000,,6000,14395000,212000,,,123451000,2211000,2469000,-979000,1836000,,,1490000,220598000,,,25253000,27333000,2833,13981000,2014-03-31,single,,,,,instance,2014-05-07
896264,0001104659-14-056823,10-Q,2014-08-05,2014-08-06,2014,Q2,2014-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,354921000,254254000,58934000,17919000,41015000,,,118267000,44528000,,,,,,153391000,29087000,29384000,10083000,19301000,,0,14235000,215000,,,124304000,2197000,28781000,-9124000,2235000,,,19657000,195320000,,,29384000,31284000,2833,13404000,2014-06-30,single,,,,,instance,2014-08-05
896264,0001104659-14-077633,10-Q,2014-11-06,2014-11-07,2014,Q3,2014-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,316930000,199448000,59574000,18092000,41482000,,,87738000,42584000,,,,,,157359000,29255000,28958000,9460000,19498000,,5000,13263000,8000,,,128104000,2277000,36145000,-3163000,1858000,,-76553000,32982000,139874000,,,28963000,31532000,2833,12370000,2014-09-30,single,,,,,instance,2014-11-06
896264,0001047469-15-002349,10-K,2015-03-17,2015-03-18,2014,FY,2014-12-31,annual,USNA,USANA HEALTH SCIENCES INC,350584000,230164000,58893000,17941000,40952000,,,111126000,45248000,,,,,,649677000,116102000,115653000,39017000,76636000,,129000,13689000,500000,,,533575000,8810000,105185000,-20421000,9805000,,-138819000,84764000,171271000,,,115782000,124912000,2833,12633000,2014-12-31,single,,,,,instance,2015-03-17
896264,0001047469-15-002349,10-K,2015-03-17,2015-03-18,2014,FY,2014-12-31,quarterly,USNA,USANA HEALTH SCIENCES INC,350584000,230164000,58893000,17941000,40952000,,,111126000,45248000,,,,,,190354000,32638000,32064000,10764000,21300000,,118000,,65000,,,157716000,2125000,37790000,-7155000,3876000,,-16157000,30635000,171271000,,,32182000,34763000,2833,12633000,2014-12-31,single,,,,,instance,2015-03-17
896264,0001104659-15-037648,10-Q,2015-05-13,2015-05-14,2015,Q1,2015-03-31,quarterly,USNA,USANA HEALTH SCIENCES INC,375048000,253307000,59305000,18055000,41250000,,,128569000,50959000,,,,,,181014000,29786000,29954000,10274000,19680000,,,13085000,154000,,,151228000,2337000,23561000,-5842000,2210000,,,17719000,194002000,,,,32123000,2833,12666000,2015-03-31,single,,,,,instance,2015-05-13
896264,0001104659-15-059052,10-Q,2015-08-12,2015-08-13,2015,Q2,2015-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,408510000,284524000,58711000,17948000,40763000,,,150929000,54022000,,,,,,193155000,38773000,38687000,13271000,25416000,,7000,13225000,232000,,,154382000,2293000,22606000,-3936000,2178000,,,18670000,225813000,,,38694000,41066000,2833,12805000,2015-06-30,single,,,,,instance,2015-08-12
896264,0001104659-15-078219,10-Q,2015-11-12,2015-11-13,2015,Q3,2015-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,438928000,313389000,57181000,17675000,39506000,,,174195000,61580000,,,,,,192244000,37966000,38407000,12798000,25609000,,4000,13317000,367000,,,154278000,2654000,28350000,-6690000,2564000,,,21660000,256208000,,,38411000,40620000,2833,12886000,2015-09-30,single,,,,,instance,2015-11-12
896264,0001047469-16-010629,10-K,2016-03-01,2016-03-02,2015,FY,2015-12-31,annual,USNA,USANA HEALTH SCIENCES INC,423237000,280852000,55701000,17432000,38269000,,,143210000,66119000,,,,,,758817000,141662000,142589000,47917000,94672000,,15000,13177000,1116000,,,617155000,9978000,111466000,-23729000,11081000,,-61181000,87737000,225151000,,,142604000,151640000,2833,12488000,2015-12-31,single,,,,,instance,2016-03-01
896264,0001047469-16-010629,10-K,2016-03-01,2016-03-02,2015,FY,2015-12-31,quarterly,USNA,USANA HEALTH SCIENCES INC,423237000,280852000,55701000,17432000,38269000,,,143210000,66119000,,,,,,192404000,35137000,35541000,11574000,23967000,,4000,,363000,,,157267000,2694000,36949000,-7261000,4129000,,,29688000,225151000,,,35545000,37831000,2833,12488000,2015-12-31,single,,,,,instance,2016-03-01
896264,0001104659-16-120054,10-Q,2016-05-11,2016-05-12,2016,Q1,2016-03-31,quarterly,USNA,USANA HEALTH SCIENCES INC,431727000,244914000,55444000,17460000,37984000,,,150501000,67554000,,,,,,197529000,33504000,33008000,10709000,22299000,,202000,12591000,438000,,,164025000,3520000,13471000,-8971000,4609000,,-64610000,4500000,189470000,,,33210000,37024000,2833,11956000,2016-03-31,single,,,,,instance,2016-05-11
896264,0001104659-16-138195,10-Q,2016-08-09,2016-08-10,2016,Q2,2016-06-30,quarterly,USNA,USANA HEALTH SCIENCES INC,409662000,273925000,53735000,17159000,36576000,,,112398000,71332000,,,,,,212544000,37449000,37668000,11906000,25762000,,176000,12458000,323000,,,175095000,3234000,34506000,-4692000,4812000,,0,29814000,220190000,,,37844000,40683000,2833,11992000,2016-06-30,single,,,,,instance,2016-08-09
896264,0001104659-16-155810,10-Q,2016-11-09,2016-11-10,2016,Q3,2016-09-30,quarterly,USNA,USANA HEALTH SCIENCES INC,443608000,307709000,53268000,17138000,36130000,,,134543000,74146000,,,,,,209240000,35833000,36101000,6003000,30098000,,46000,12525000,338000,,,173407000,3176000,33763000,-12384000,4542000,,0,21379000,254441000,,,36147000,39009000,2833,12176000,2016-09-30,single,,,,,instance,2016-11-09
