cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda
1852973,0001213900-21-059540,10-Q,2021-11-15,2021-11-16,2021,Q3,2021-09-30,quarterly,,OXUS ACQUISITION CORP.,177714821,1699587,,,,,,1747044,,,,,,,,-7929,,,-7301,,,,,,,,,,,,,,,1699587,,,,
1852973,0001213900-22-016349,10-K,2022-03-31,2022-04-01,2021,FY,2021-12-31,annual,,OXUS ACQUISITION CORP.,177486184,1301133,,,,,,1123384,,,,,,,,-428376,,,-407624,,,,,,,,,-602161,,,,,,1301133,,,,
1852973,0001213900-22-016349,10-K,2022-03-31,2022-04-01,2021,FY,2021-12-31,quarterly,,OXUS ACQUISITION CORP.,177486184,1301133,,,,,,1123384,,,,,,,,-401739,,,-381615,,,,,,,,,-623609,,,,,,1301133,,,,
1852973,0001213900-22-028997,10-Q,2022-05-23,2022-05-24,2022,Q1,2022-03-31,quarterly,,OXUS ACQUISITION CORP.,177241103,731627,,,,,,950292,,,,,,,,-565542,,,-551182,,,,,,,,,-173092,,,,,,731627,,,,
1852973,0001213900-22-043734,10-Q,2022-08-02,2022-08-03,2022,Q2,2022-06-30,quarterly,,OXUS ACQUISITION CORP.,177192317,194179,,,,,,726466,,,,,,,,,,,-287545,,,,,-537448,,,,-223826,,,,,,194179,,,,
1852973,0001213900-22-071955,10-Q,2022-11-14,2022-11-15,2022,Q3,2022-09-30,quarterly,,OXUS ACQUISITION CORP.,177756532,-828686,,,,,,519758,,,,,,,,-1037536,,,-227256,,,,,,,,,-269834,,,,,,-828686,,,,
1852973,0001213900-23-025396,10-K,2023-03-31,2023-04-01,2022,FY,2022-12-31,annual,,OXUS ACQUISITION CORP.,179449742,-1584359,,,,,,680792,,,,,,,,-2886611,,,-302544,,,,,,,,,-2105718,,,,,,-1584359,,,,
1852973,0001213900-23-025396,10-K,2023-03-31,2023-04-01,2022,FY,2022-12-31,quarterly,,OXUS ACQUISITION CORP.,179449742,-1584359,,,,,,680792,,,,,,,,-746085,,,763439,,,,,,,,,-1438966,,,,,,-1584359,,,,
1852973,0001213900-23-041914,10-Q,2023-05-22,2023-05-23,2023,Q1,2023-03-31,quarterly,,OXUS ACQUISITION CORP.,20854048,-3889589,,,,,,64004,,,,,,,,-2118542,,,-730167,,,,,,,,,-636788,,,,,,-3889589,,,,
1852973,0001213900-23-068909,10-Q,2023-08-18,2023-08-19,2023,Q2,2023-06-30,quarterly,,OXUS ACQUISITION CORP.,21135591,-4707050,,,,,,,,,,,,,,-698329,,,-452181,,,,,,,,,-691525,,,,,,-4707050,,,,
1852973,0001213900-23-088623,10-Q,2023-11-20,2023-11-21,2023,Q3,2023-09-30,quarterly,,OXUS ACQUISITION CORP.,21610720,-6022877,,,,,,,,,,,,,,-1196784,,,-921135,,,,,,,,,-612288,,,,,,-6022877,,,,
1852973,0001213900-24-032953,10-K,2024-04-15,2024-04-16,2023,FY,2023-12-31,annual,,BOREALIS FOODS INC.,22044036,-7364509,,,,,,93115,,,,,,,,-5130993,,,-2941403,,,,5159,,,,,-2338695,,,,-159450374,,-7364509,,,,
