cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization
1794515,0001794515-20-000019,10-Q,2020-08-11,2020-08-12,2020,Q2,2020-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,1981600000,845500000,1317000000,966800000,350200000,743700000,0,259100000,,42300000,,,,110900000,77100000,-31200000,-69100000,-12900000,-20400000,16400000,25100000,,,,,108300000,,,,64500000,,,,-471500000,743700000,1589200000,-44000000,,7372,,,,,,,
1794515,0001794515-20-000037,10-Q/A,2020-11-13,2020-11-14,2020,Q2,2020-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,1919300000,783300000,1317000000,966800000,350200000,743700000,0,259100000,,42300000,,,,110900000,77100000,-31200000,-69100000,8800000,-34400000,16400000,25100000,,,,,108300000,,,,64500000,,,,-533700000,743700000,1527000000,-44000000,,7372,,,,,,,
1794515,0001794515-20-000039,10-Q,2020-11-13,2020-11-14,2020,Q3,2020-09-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,2048500000,820500000,1306800000,966800000,340000000,744300000,0,304900000,,41900000,,,,123400000,96700000,18400000,12500000,1400000,4900000,10600000,9700000,,,,,78300000,,49100000,-3600000,28400000,,,45500000,-486300000,744300000,1564800000,22200000,,7372,,,,,,,
1794515,0001794515-21-000061,10-K,2021-02-26,2021-02-27,2020,FY,2020-12-31,annual,ZI,ZOOMINFO TECHNOLOGIES INC.,2327400000,939600000,1365800000,1000100000,365700000,744900000,0,269800000,,39600000,,,,476200000,368700000,37100000,-31700000,4700000,-4000000,51400000,69300000,,,,,331600000,,169600000,-16800000,121600000,,,152800000,-426200000,744900000,1684500000,37600000,,7372,390473315,2020-12-31,class_sum,,,,
1794515,0001794515-21-000061,10-K,2021-02-26,2021-02-27,2020,FY,2020-12-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,2327400000,939600000,1365800000,1000100000,365700000,744900000,0,269800000,,39600000,,,,139700000,113100000,29600000,31200000,-5100000,25500000,14500000,10000000,,,,,83500000,,66900000,-5000000,17400000,,,61900000,-426200000,744900000,1684500000,41200000,,7372,390473315,2020-12-31,class_sum,,,,
1794515,0001794515-21-000122,10-Q,2021-05-03,2021-05-04,2021,Q1,2021-03-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,2547000000,946900000,1354200000,1000100000,354100000,738700000,,229100000,,39700000,,,,153300000,125200000,28000000,15800000,49700000,3200000,20400000,6500000,,,,,97200000,,93000000,-4700000,18100000,,,88300000,-407300000,738700000,1685600000,22300000,,7372,,,,,,,
1794515,0001794515-21-000194,10-Q,2021-08-02,2021-08-03,2021,Q2,2021-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,2823300000,991700000,1377900000,1023800000,354100000,739200000,,332900000,,73200000,,,,174000000,143700000,40900000,30700000,6200000,9300000,24000000,10100000,,,,,102800000,,88600000,-6300000,17100000,,,82300000,-386200000,739200000,1730900000,40800000,,7372,,,,,,,
1794515,0001794515-21-000318,10-Q,2021-11-01,2021-11-02,2021,Q3,2021-09-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6608100000,1834700000,2022700000,1575400000,447300000,1232200000,,196800000,,71300000,,,,197600000,159700000,20200000,4600000,45500000,-40600000,34400000,13900000,,,,,139500000,,46500000,-4800000,24500000,,,41700000,-188000000,1232200000,3066900000,18500000,,7372,,,,,,,
1794515,0001794515-22-000015,10-K,2022-02-24,2022-02-25,2021,FY,2021-12-31,annual,ZI,ZOOMINFO TECHNOLOGIES INC.,6852900000,1997900000,2006100000,1575100000,431000000,1232900000,,308300000,,69600000,0,,,747200000,610500000,113300000,101000000,6100000,116800000,119700000,43900000,,,,,497200000,,299400000,-23600000,93000000,,,275800000,-8200000,1232900000,3230800000,144900000,,7372,403315989,2021-12-31,class_sum,,,,
1794515,0001794515-22-000015,10-K,2022-02-24,2022-02-25,2021,FY,2021-12-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6852900000,1997900000,2006100000,1575100000,431000000,1232900000,,308300000,,69600000,0,,,222300000,181900000,24200000,49900000,-95300000,144900000,40900000,13400000,,,,,157700000,,71300000,-7800000,33300000,,,63500000,-8200000,1232900000,3230800000,63300000,,7372,403315989,2021-12-31,class_sum,,,,
1794515,0001794515-22-000079,10-Q,2022-05-02,2022-05-03,2021,Q1,2022-03-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6924200000,2059400000,1987900000,1573400000,414500000,1233600000,,394400000,,68700000,,,,241700000,197700000,32400000,19200000,13000000,6200000,45600000,11800000,,,,,165300000,20000000,105000000,-6600000,42500000,,,98400000,71500000,1233600000,3293000000,31000000,52400000,7372,,,,,,,
1794515,0001794515-22-000131,10-Q,2022-08-01,2022-08-02,2022,Q2,2022-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7008500000,2123900000,2127200000,1695800000,431400000,1234300000,,352700000,,69600000,,,,267100000,220100000,39500000,26400000,10500000,15900000,49500000,11700000,,,,,180600000,22500000,106200000,-8200000,47000000,,,98000000,-3300000,1234300000,3358200000,38100000,62000000,7372,,,,,,,
1794515,0001794515-22-000173,10-Q,2022-11-01,2022-11-02,2022,Q3,2022-09-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7059200000,2196300000,2109800000,1696300000,413500000,1235000000,,406300000,,80100000,,,,287600000,239400000,51800000,50000000,32100000,17900000,54200000,11600000,,,,,187600000,22700000,85700000,-7700000,48100000,,,78000000,86500000,1235000000,3431300000,61600000,74500000,7372,,,,,,,
1794515,0001794515-23-000034,10-K,2023-02-16,2023-02-17,2022,FY,2022-12-31,annual,ZI,ZOOMINFO TECHNOLOGIES INC.,7136400000,2271800000,2088300000,1692700000,395600000,1235700000,,418000000,,78200000,0,,,1098000000,909600000,175800000,194600000,131400000,63200000,205200000,47600000,,,,,733800000,,417000000,-28900000,192300000,,,388100000,183500000,1235700000,3507500000,242200000,,7372,404067273,2022-12-31,single,,,,
1794515,0001794515-23-000034,10-K,2023-02-16,2023-02-17,2022,FY,2022-12-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7136400000,2271800000,2088300000,1692700000,395600000,1235700000,,418000000,,78200000,0,,,301600000,252400000,52100000,99000000,75800000,23200000,55900000,12500000,,,,,200300000,,120100000,-6400000,54700000,,,113700000,183500000,1235700000,3507500000,111500000,,7372,404067273,2022-12-31,single,,,,
1794515,0001794515-23-000080,10-Q,2023-05-01,2023-05-02,2023,Q1,2023-03-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7165100000,2319300000,2072300000,1692700000,379600000,1229000000,6000000,474000000,,75600000,0,,,300700000,255200000,66300000,68200000,23700000,44500000,42300000,9900000,,,,,188900000,,108600000,-6400000,37700000,,-21900000,102200000,247000000,1235000000,3554300000,78100000,,7372,403514079,2023-03-31,single,,,,
1794515,0001794515-23-000138,10-Q,2023-07-31,2023-08-01,2023,Q2,2023-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7192200000,2347000000,2057200000,1692700000,364500000,1228000000,6000000,509700000,,81700000,0,,,308600000,265400000,59600000,54700000,16600000,38100000,52000000,12000000,,,,,205800000,,116600000,-6200000,46300000,,-65100000,110400000,289800000,1234000000,3581000000,66700000,,7372,401302563,2023-06-30,single,,,,
1794515,0001794515-23-000169,10-Q,2023-10-30,2023-10-31,2023,Q3,2023-09-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,7070900000,2250400000,2042200000,1692700000,349500000,1227000000,6000000,442600000,,97300000,0,,,313800000,269000000,63100000,59200000,29000000,30200000,47300000,11900000,,,,,205900000,,80900000,-5000000,42900000,,-160000000,75900000,208200000,1233000000,3483400000,71100000,,7372,393306475,2023-09-30,single,,,,
1794515,0001794515-24-000016,10-K,2024-02-15,2024-02-16,2023,FY,2023-12-31,annual,ZI,ZOOMINFO TECHNOLOGIES INC.,6868300000,2119300000,2027300000,1692700000,334600000,1226400000,6000000,447100000,,101100000,0,,,1239500000,1061400000,259500000,388800000,281500000,107300000,189800000,45200000,,,,,801900000,,434900000,-26500000,167600000,,-400100000,408400000,92000000,1232400000,3351700000,434000000,,7372,384830529,2023-12-31,single,,,,
1794515,0001794515-24-000016,10-K,2024-02-15,2024-02-16,2023,FY,2023-12-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6868300000,2119300000,2027300000,1692700000,334600000,1226400000,6000000,447100000,,101100000,0,,,316400000,271800000,70500000,206700000,212200000,-5500000,48200000,11400000,,,,,201300000,,128800000,-8900000,40700000,,-153100000,119900000,92000000,1232400000,3351700000,218100000,,7372,384830529,2023-12-31,single,,,,
1794515,0001794515-24-000074,10-Q,2024-05-07,2024-05-08,2024,Q1,2024-03-31,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6753900000,2005900000,2012500000,1692700000,319800000,1225400000,6000000,405900000,,127500000,0,,,310100000,266700000,43000000,29500000,14400000,15100000,43700000,10100000,,,,,223700000,,115900000,-12800000,31200000,,-151000000,103100000,-6600000,1231400000,3237300000,39600000,,7372,376156650,2024-03-31,single,,,,
1794515,0001794515-24-000137,10-Q,2024-08-06,2024-08-07,2024,Q2,2024-06-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6683500000,1862900000,1998400000,1692700000,305700000,1223800000,5900000,385900000,,186400000,0,,,291500000,245600000,-20000000,-24600000,-200000,-24400000,48300000,9800000,,,,,265600000,,126300000,-11100000,36400000,,-148200000,115200000,-135500000,1229700000,3092600000,-14800000,,7372,366772027,2024-06-30,single,,,,
1794515,0001794515-24-000185,10-Q,2024-11-12,2024-11-13,2024,Q3,2024-09-30,quarterly,ZI,ZOOMINFO TECHNOLOGIES INC.,6394900000,1668400000,1983500000,1692700000,290800000,1222900000,5900000,147700000,,147200000,0,,,303600000,256300000,43500000,34900000,11100000,23800000,47700000,9600000,,,,,212800000,,18200000,-17600000,36600000,,-243400000,600000,-315100000,1228800000,2897200000,44500000,,7372,342905049,2024-09-30,single,,,,
