cik,adsh,form,filed,available_date,fy,fp,period_end,period_type,ticker,name,total_assets,stockholders_equity,goodwill_and_intangibles,goodwill,intangibles_excluding_goodwill,debt_noncurrent,debt_current,cash_and_equivalents,inventory,lease_liabilities,preferred_stock,total_deposits,gross_loans,total_revenue,gross_profit,operating_income,pretax_income,tax_provision,net_income,research_and_development,interest_expense,diluted_shares,interest_income,net_interest_income,credit_loss_provision,operating_expense,depreciation_amortization,operating_cash_flow,capital_expenditure,stock_based_compensation,dividends_paid,share_repurchase,free_cash_flow,tangible_book_value,total_debt,invested_capital,ebit,ebitda,sic,shares_outstanding,shares_asof,shares_source,long_term_debt,short_term_borrowings,depreciation,amortization,ticker_source,ticker_asof
1470550,0001262463-11-000258,10-Q,2011-11-14,2011-11-15,2012,Q1,2011-09-30,quarterly,JRRD,"JOURNAL OF RADIOLOGY, INC.",87872,-47128,,,,,,7872,,,,,,0,0,,,,-22888,,,,,,,22888,,7888,,,,,,-47128,,,,,6770,,,,,,,,instance,2011-11-14
1470550,0001262463-12-000028,10-Q,2012-02-14,2012-02-15,2012,Q2,2011-12-31,quarterly,JRRD,"JOURNAL OF RADIOLOGY, INC.",74901,-60099,,,,,,6901,,,,,,0,,,,,-12971,,,,,,,,,-16747,,,,,,-60099,,,,,6770,,,,,,,,instance,2012-02-14
1470550,0001262463-12-000177,10-Q,2012-05-15,2012-05-16,2012,Q3,2012-03-31,quarterly,JRRD,"JOURNAL OF RADIOLOGY, INC.",69874,-76546,,,,,,6874,,,,,,0,,,,,-16447,,,,,,,,,-13447,,,,,,-76546,,,,,6770,,,,,,,,instance,2012-05-15
1470550,0001262463-12-000363,10-K,2012-10-03,2012-10-04,2012,FY,2012-06-30,annual,FIL,"JOURNAL OF RADIOLOGY, INC.",61154,-93816,,,,,,3154,,,,,,,,,,,-109169576,,,455804795,,,,,,-34576,,44600000,,,,-93816,,,,,6770,1781550000,2012-06-30,single,,,,,instance,2012-10-03
1470550,0001262463-12-000363,10-K,2012-10-03,2012-10-04,2012,FY,2012-06-30,quarterly,FIL,"JOURNAL OF RADIOLOGY, INC.",61154,-93816,,,,,,3154,,,,,,,,,,,-109117270,,,,,,,,,-12270,,,,,,-93816,,,,,6770,1781550000,2012-06-30,single,,,,,instance,2012-10-03
1470550,0001262463-12-000452,10-Q,2012-11-14,2012-11-15,2013,Q1,2012-09-30,quarterly,JOFR,"JOURNAL OF RADIOLOGY, INC.",17833,-130165,,,,,,1576,,,,,,0,0,,,,-36349,,,1781550000,,,,,,-26351,,0,,,,-130165,,,,,6770,1781500000,2012-09-30,single,,,,,instance,2012-11-14
1470550,0001262463-13-000068,10-Q,2013-02-14,2013-02-15,2013,Q2,2012-12-31,quarterly,JOFR,"JOURNAL OF RADIOLOGY, INC.",7109,-140364,,,,,,3502,,,,,,,,,,,-10199,,,1781550000,,,,,,-574,,,,,,-140364,,,,,6770,1781550000,2012-12-31,single,,,,,instance,2013-02-14
1470550,0001262463-13-000262,10-Q,2013-05-13,2013-05-14,2013,Q3,2013-03-31,quarterly,JOFR,"JOURNAL OF RADIOLOGY, INC.",1638,-157371,,,,,,1638,,,,,,,,,,,-17007,,,1781550000,,,,,,-18107,,,,,,-157371,,,,,6770,1781550000,2013-03-31,single,,,,,instance,2013-05-13
1470550,0001262463-13-000682,10-K,2013-10-15,2013-10-16,2013,FY,2013-06-30,annual,JOFR,"JOURNAL OF RADIOLOGY, INC.",560,-168309,,,,,,560,,,,,,,,,,,-354093,,,1805876027,,,,,,-52000,,279600,,,,-168309,,,,,6770,2012550000,2013-06-30,single,,,,,instance,2013-10-15
1470550,0001262463-13-000682,10-K,2013-10-15,2013-10-16,2013,FY,2013-06-30,quarterly,JOFR,"JOURNAL OF RADIOLOGY, INC.",560,-168309,,,,,,560,,,,,,,,,,,-290538,,,,,,,,,-6968,,,,,,-168309,,,,,6770,2012550000,2013-06-30,single,,,,,instance,2013-10-15
1470550,0001262463-13-000763,10-Q,2013-11-14,2013-11-15,2014,Q1,2013-09-30,quarterly,JOFR,"JOURNAL OF RADIOLOGY, INC.",,-178331,,,,,,449,,,,,,,,,,,-10022,,,2012550000,,,,,,-13973,,,,,,-178331,,,,,6770,2012550000,2013-09-30,single,,,,,instance,2013-11-14
